mart_resource_usage_sk,resource_id,resource_name,stock_name,isrc,resource_origin,source,repository,repository_id,sub_project_name,sub_project_id,project,project_id,stock_status,stock_stored_date,resource_age_days,distribution_team,last_distribution_date,ar_name,seo_employee_id,seo_name,used_video_count,last_used_published_date,days_since_last_usage,inventory_unused_days
09bf786af45c3f547ed6dc5ffa65cb2f,HGFA000130EFEE054B2897CF572350E9F433,Madara,Madara_HGFA000130EFEE054B2897CF572350E9F433.wav,,purchased,,Street Phonk' Records,10aa08b8be49bda02c0567c12d4470f9,Không có dự án con,b9aa1c50b3b80df8ff8cfff1b52e3a60,Phonk,122,Tồn kho,2022-12-05,1361,"VH Core Youtube, MKT2 - Team anh Tài, Phòng Sáng Tạo, Runway gen 3 MKT2, Quản lý MKT3, Quản lý An Tuệ",2025-07-30,,,,0,,,1361
09a3fee00e09042d46c811276dd8b74b,HGFA00017A1B32C04566963EB7BE0B54D26E,,Never-Let-Me-Go-(Official-Video)-｜-#FutureHouse_HGFA72A2164D9A524010990686F97B5CED3F.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
945bd4f3017d1a89dc0e0a490bbcad62,HGFA000277727543400DB72A67D5F7515660,,Poking-Around_HGFA76F59995CAF74FC5B6E4ACAD4C974CD3.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
fb701b1458e5f08eb60eac210e4b9777,HGFA0002AE56B48F4E288E4D99D9102BBA08,,Nando Fortunato - Falling.mp3,,,,,,,,,,Tồn kho,2025-12-03,267,,,,,,0,,,267
fedee5a27ec9bab04be40872a27c8d7a,HGFA00030CF43E00444993A231056E4129FB,,Heavenly Peace.wav,,,,,,,,,,Tồn kho,2024-09-18,708,,,,,,0,,,708
be30b23ac1c2ae45d04bd0a1fbc879e9,HGFA0003E36DDC8C4AABB290C3ADADC7BE1F,,MoonWater-23_HGFAF74956C2E4E9470280FCEC1EA539D0D4.wav,,,,,,,,,,Tồn kho,2024-11-22,643,,,,,,0,,,643
c7a7c6c7066142f0fed776b8295a75e4,HGFA000490721CBD4DC8A84FEE21070A9A28,,Handel Society Choir - Acis & Galatea - Part II - 16. Helpgalatea.wav,,,,,,,,,,Tồn kho,2026-05-26,93,,,,,,0,,,93
34fb2f7cd20b863c66c2bad205b54d0b,HGFA00049640E2994465932BB5425D279854,,"Organ Sonata no. 5 in C major, BWV 529 (Lute and Harpsichord).wav",,,,,,,,,,Tồn kho,2026-05-26,93,,,,,,0,,,93
cefaf51463620b528b80b5575a28dbc0,HGFA00053D2CA36A4CB4BFA9B65777EF74FA,,MoonWater-25---Relaxed-Reflections_HGFA2FD64B59F3554D6DA1144320E492B40C.wav,,,,,,,,,,Tồn kho,2024-11-23,642,,,,,,0,,,642
0f3fe9eaa0fe72224ac3559b231d0a11,HGFA00059BFED58A4081804D769C0D6CAF9E,,Tell-Me-(Official-Audio)_HGFACD5B1595C5C64FC08A40AAD09A37E962.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
79499c70b8e8b9a2ba9b01af9da36010,HGFA0005F36F655B40C6BCCE7E0C6BDC9BE7,Into The Blue,Into-The-Blue_HGFA0005F36F655B40C6BCCE7E0C6BDC9BE7.mp3,,purchased,,Deep Disco,3fadca28270ea5c05545c736c988c2d8,Không có dự án con,b03bbf0c6df6daa75fb563bc69bef781,Deep House,96,Sử dụng,2022-07-15,1504,"DEEP HOUSE - HG - KHO NỘI DUNG CHUNG, Forest Music Group - ADMIN, FMG - Audio, FMG SG - Trường Anh",2026-08-14,,,,516,2026-08-04,23,
28ab19c05993791667777afe596a483a,HGFA00061C8271C74553AAFAA45D36EBD102,,Jangan Nget Ngetan.wav,,,,,,,,,,Tồn kho,2024-10-08,688,,,,,,0,,,688
fa390b045086a52e3a681f4a516840b2,HGFA00062469DDA242B0B547CC56650D2A12,,Looking-For-Love-(Official-Video)(2)_HGFA00062469DDA242B0B547CC56650D2A12.mp3,,,,,,,,,,Lưu kho,2024-03-18,892,,,,,,0,,,
7e6766fc6171149791ec42715d6e5530,HGFA00075ADEDC1A4C81868FFA6471061A7F,,Limitless-(Official-Audio)-｜-#Dubstep_HGFA0951854BABCD494980F97AC4CD655AB1.mp3,,,,,,,,,,Tồn kho,2025-08-23,369,,,,,,0,,,369
5cdcddc005188c5810f385496a8a9f6c,HGFA0007F579AA114676A27E5C894C643AE5,,Greyline.wav,,,,,,,,,,Tồn kho,2024-12-02,633,,,,,,0,,,633
884dbb0542280eb599c2f3516f1ae9a5,HGFA00081CA02ED649CF88EF8D3B0117AAF0,,"PTC5186408_02_17_Wagner Siegfried, Act 2 Da lieg auch du.wav",NLE421300137,,,,,,,,,Lưu kho,2026-04-07,142,,2026-04-28,,,,0,,,
7addfcf14c0d4cde99b7ae29fc7b2ee3,HGFA00085BD609B8426C8ED35C9AEFE02747,"Variations on a Theme by Tchaikovsky, Op. 35a: Var. VI. Allegro con spirito",Variations-on-a-Theme-by-Tchaikovsky-Op--35a-Var--VI--Allegro-con-spirito_HGFA00085BD609B8426C8ED35C9AEFE02747.mp3,,purchased,Theo tháng,HalidonMusic,c9cd57d81824e0bffef5cf8fd4f005ea,Không có dự án con,815a5db0f121c22f8b20714e0b5bc717,Classical,91,Lưu kho,2023-06-05,1179,,,,,,0,,,
06401ed64e6cb72d01488488fc7de72e,HGFA0008BC51CFA54DB2A51055FA5161C0E2,,"PTC5186304_01_15_Beethoven Piano Sonata No 20, Tempo di menuetto.wav",NLE420801515,,,,,,,,,Lưu kho,2026-04-07,142,,2026-04-28,,,,0,,,
637d9f5de04f835d56e22917e08fcb79,HGFA00096F224B3646AD9126A92AD755C544,,"Preludes, Op. 28 - No. 7 'The Polish dancer' (1).wav",,,,,,,,,,Tồn kho,2026-05-26,93,,,,,,0,,,93
ee6b993460306e623d04f960cd934e58,HGFA000B9A5F9E934BF199CAC93364698443,All The Pretty Girls,10. ALL THE PRETTY GIRLS - Piano Cover.mp3,QT2WN2603455,odoo,Kho sản xuất,Piano Cover - 1 - 2 - Red One | Piano Cover -1,485,Piano Cover - 1 - 2 - Red One,759,Piano Cover - 1,158,Tồn kho,2026-07-14,44,,2026-07-31,,,,0,,,44
88b51cd730b3e10ba7bce47e18034894,HGFA000B9BFEAD714BD59688D38B9FDC3F68,,Glad You Exist.mp3,QT2WN2503794,,,,,,,,,Lưu kho,2025-11-05,295,,,,,,0,,,
0f6156f73b75104ca6ee609133976054,HGFA000C563DE9B4447D8265C144D38AC647,,Guidolain-beats_HGFA19702DA62830401287F00CB18F4EAF47.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
395e0274490ba269b82e00872c05dbfe,HGFA000C916966874C858543C75CF099F71A,,In Your Hands.wav,,,,,,,,,,Tồn kho,2026-08-03,24,,,,,,0,,,24
12aa72d15a920ff9aa3b03834ebc81a3,HGFA000D631157B6452398FC32FC71ACF357,Ocean Dream,Ocean Dream (Mastered) (Khôi).mp3,QT2WN2504111,resource_information_add,,Deep House - 2 - An Tuệ | Deep House Đen Trắng,338,Deep House - 2 - An Tuệ,655,Deep House,96,Hàng nguội,2025-11-13,287,,2025-11-13,,,,11,2026-04-09,140,
5f1540541c7d8d925c2d572d09bfe5ac,HGFA000DAC633FF247B8B4937B6A0DFE740C,Amantes,156. Greeicy ft Mike Bahía - Amantes_mix 1.mp3,QT2WN2605194,odoo,Kho sản xuất,Reggae Cover - 1 - 2 - An Tuệ | Reggae Cover-1,495,Reggae Cover - 1 - 2 - An Tuệ,772,Reggae Cover - 1,163,Tồn kho,2026-08-20,7,Team anh Thành,2026-08-20,,,,0,,,7
bba089676339ac61127be44177d08a94,HGFA000EE8FF16A64ABD95245E31B6C5EB54,Pure,Pure_HGFA000EE8FF16A64ABD95245E31B6C5EB54.mp3,QZN882234527,resource_information_add,,Dreamhop,0a0e961427eb6e7bea1738967de36d9e,Không có dự án con,c85959fcf73d7bf1c3486bb49487f15c,Lofi,116,Hàng nguội,2022-07-07,1512,"LOFI - HG - KHO NỘI DUNG CHUNG, VH Core Youtube, VH Core Youtube, LOFI - HG - KHO NỘI DUNG CHUNG",2025-07-30,,,,48,2026-07-20,38,
49220a77ee9ddf7f9a27e7c502c6210d,HGFA00108103C90A4AA8A87D5EFE078548C9,Geometry (Original Mix),Geometry-(Original-Mix)_HGFA00108103C90A4AA8A87D5EFE078548C9.mp3,,resource_information_add,,Madabeats Records,5fb17650a4932183abb9208ce9f74f76,Không có dự án con,740e91c2d8cb645690fb0a960ce5c40b,Trance,134,Tồn kho,2024-05-10,839,,,,,,0,,,839
710c15d3b05edba6a96f4ceb6e5ebe81,HGFA001096A2044B4D42BD8B76EFA2087B5F,Free (Nando Fortunato Remix),Free-(Nando-Fortunato-Remix)_HGFA001096A2044B4D42BD8B76EFA2087B5F.mp3,,resource_information_add,,Deep Disco Records,12968bf99e216dab674f8d6f52e21f8d,Không có dự án con,b03bbf0c6df6daa75fb563bc69bef781,Deep House,96,Lưu kho,2022-07-15,1504,"Forest Music Group - ADMIN, FMG - Audio, FMG SG - Trường Anh",2025-05-05,,,,3,2025-03-17,,
3af850e3adedc9a7e658d8f0583a6822,HGFA001165EA03AF4EDCA3E34DDE8219F808,,Cello-Suite-No--2-in-D-Minor-BWV-1008-II--Allemande_HGFA5782C355E1604D6C93DC962B074D1141.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
2359f4bbec19e0a8a5c32f0f14350ff3,HGFA0011A91B02C4494296A6256F54FA85F1,5 - Biển Xanh Cát Trắng Nắng Vàng,5---Biển-Xanh-Cát-Trắng-Nắng-Vàng_HGFA0011A91B02C4494296A6256F54FA85F1.mp3,,resource_information_add,,Không có kho,b67111b99e30a1e85832e62e7160282c,Không có dự án con,096abb0ccd7ea756dbb01a39409c46b4,Relax,130,Lưu kho,2023-08-09,1114,,,,,,0,,,
ebfb2aee5b882017815480d37c88bfc5,HGFA00122C1FD4E346609724759745529B14,,Summer In Your Eyes.wav,,,,,,,,,,Tồn kho,2025-08-22,370,,,,,,0,,,370
cf87e1a3681b2e6931ff3d2b54902f47,HGFA0012B40D5B664675B4F7590069426BD9,,Code in the Dark (1).wav,,,,,,,,,,Tồn kho,2025-03-12,533,,,,,,0,,,533
eaf25fb1526ed86b895683ddb6d95809,HGFA0012C01F3B384681A09B2EFE0D8E9A6D,,,,,,,,,,,,Tồn kho,,,,,,,,0,,,
314e85cb61bbad5c29f3615f27983e13,HGFA0012CE32BC6B419484C035420436A520,,Whispered Halos.wav,QT2WN2401908,,,,,,,,,Tồn kho,2024-11-09,656,VH Core Youtube,2025-05-05,,,,0,,,656
bd87f35826ecd46b1f25f0654ec83cac,HGFA001458AAC95349FBAD1E531FD9F9F8E2,,"PTC5186071_01_07_Beethoven Piano Trio No 5, Presto.wav",NLE420403507,,,,,,,,,Lưu kho,2026-04-07,142,,2026-04-28,,,,0,,,
00a86a0af6f6232873e6ea6149603b46,HGFA0014EADA40B24FDDB80B41E86D4CEAD7,,a1532416-174e-4592-9ee0-a6b864f608cf_HGFA0014EADA40B24FDDB80B41E86D4CEAD7.mp3,QT2WN2400442,,,,,,,,,Tồn kho,2024-08-30,727,"Forest Music Group - ADMIN, FMG - Audio",2026-07-18,,,,0,,,727
316ddb2f8e028b9b086a0fef6050e115,HGFA00155DA1C8B84145BB4BA8D1A632CE01,Window Seat,GlobulDub - Window Seat.mp3,UKZGC2501762,resource_information_add,,Dreamhop,0a0e961427eb6e7bea1738967de36d9e,Không có dự án con,c85959fcf73d7bf1c3486bb49487f15c,Lofi,116,Hàng nguội,2025-03-14,531,"LOFI - HG - KHO NỘI DUNG CHUNG, VH Core Youtube, VH Core Youtube, LOFI - HG - KHO NỘI DUNG CHUNG",2025-07-30,,,,28,2026-06-26,62,
a5bc5cdb5306b05826d070929063dc19,HGFA001597E75A9A4B06AEF24F8C2B072C96,,Sung Oribe - Courante from Cello suite no. 1.mp3,,,,,,,,,,Lưu kho,2026-05-26,93,Danh sách người dùng kho nhạc Classical Masterpieces (Team Tuấn 2k),2026-06-15,,,,0,,,
b49234c897f817c502d27ba605eec743,HGFA0015D9C269F64BA285897168647CC9C2,"8 Klavierstücke, Op. 76: No. 4 in B-Flat Major, Intermezzo. Allegretto grazioso",8-Klavierstücke-Op--76-No--4-in-B-Flat-Major-Intermezzo--Allegretto-grazioso_HGFA0015D9C269F64BA285897168647CC9C2.mp3,,purchased,Theo tháng,HalidonMusic,c9cd57d81824e0bffef5cf8fd4f005ea,Không có dự án con,815a5db0f121c22f8b20714e0b5bc717,Classical,91,Lưu kho,2023-06-05,1179,,,,,,0,,,
47820144fcf72272c03f541d66bc9f2c,HGFA0016F579CFA9491FB4CD0EB6DBBFD59B,,Blue Blue Night (Bản Fix).mp3,,,,,,,,,,Tồn kho,2025-06-19,434,,,,,,0,,,434
9c4557687d095630a33d86e97162196a,HGFA00174D7F03EB4EBDB31E25F2D96CFB73,,Tired-Of-Waiting_HGFAD9F6897022304AFFAA951FE49C9CA972.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
f545ae2d654975b025eb037fd09175b9,HGFA0019260C250948E6ADFA0614A4B0E5CD,,Si-Bastasen-un-Par-de-Canciones_HGFADB8312E558C44F06BF98D266C8545687.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
d54349eb80eb18d7ff231df49227a3d2,HGFA00195055EDF440D49C38BFD1D01EA2BF,,Mazurkas-Op--50-No--3-in-C-Sharp-Minor-Moderato_HGFAD5D31D07B5DF49BF9E6070BDC45933E0.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
3a296898fae49f69b069a6d224cb0dc9,HGFA00195166C37643E295AE69A9105E57B0,,Giuseppe Verdi - Le Trouvere - 6 - Act 3 - The Son of the Gypsy Woman.mp3,,,,,,,,,,Lưu kho,2026-05-26,93,Danh sách người dùng kho nhạc Classical Masterpieces (Team Tuấn 2k),2026-06-15,,,,0,,,
896c535cd0ad8732244fa787205731d8,HGFA001953026E174F1C943D41840280FEC7,,Evolve_HGFAE7FC0ED4C67B4EA88CFF7399FA4365EE.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
daade456b3b2c4b864fa968c368a59dc,HGFA001A1DE5A8BB46C098A315F73942D841,,The-Flight-(Original-Mix)_HGFA001A1DE5A8BB46C098A315F73942D841.mp3,,,,,,,,,,Tồn kho,2024-05-21,828,,,,,,0,,,828
12c6cb697d1b48a81f191fa1765223b8,HGFA001A7AEC4B9F451E8D13B0684E16FCE1,,Sayang Kowe.wav,,,,,,,,,,Tồn kho,2024-10-08,688,,,,,,0,,,688
929bede9c0656397f501ec41391350dd,HGFA001AB2B1AAF54400B30E548CDDF588EC,,Sing Tak Sayang Ilang.mp3,UKRKJ2002807,,,,,,,,,Lưu kho,2024-10-08,688,VH Core Youtube,2025-05-07,,,,0,,,
d381a240119ae6d2ea5af1dc40418311,HGFA001AEF56C6E341ED99D8068288674703,,Red Velvet.mp3,QT2WN2403214,,,,,,,,,Tồn kho,2025-01-20,584,VH Core Youtube,2026-07-29,,,,0,,,584
022f7d0524730c8f60cdcbd00341a627,HGFA001C18DEABC44706B09093448A4BEFE8,Beethoven Moonlight Sonata 3rd Movement (Techno Remix),Beethoven - Moonlight Sonata 3rd Movement Remix v1.mp3,QT2WN2601537,odoo,Kho sản xuất,Classical - 2 - Red One | Remix techno,459,Classical - 2 - Red One,723,Classical,91,Hàng nguội,2026-04-22,127,,2026-07-29,Nguyễn Phi Long,172,Nguyễn Thế Tài,64,2026-07-04,54,
658a1973872a263461003e12e29ad73f,HGFA001CAAE1A4B8464FACB49043034F8960,Greatest Love Story,32. Greatest Love Story.mp3,QT2WN2604621,odoo,Kho sản xuất,Saxophone Cover - 1 - 2 - Red One | Saxophone cover -1,484,Saxophone Cover - 1 - 2 - Red One,747,Saxophone Cover - 1,160,Tồn kho,2026-07-22,36,,2026-07-29,,,,0,,,36
12b845f84a18df609cc119e4ab384df3,HGFA001CAB24AA1B4217A590F4261373BC1B,,D. 960 - IV. Allegro ma non troppo (1).wav,,,,,,,,,,Tồn kho,2026-05-26,93,,,,,,0,,,93
da874e7e4a3c7e43f84c0fb858b98e2d,HGFA001CF9B43039416F9AAE9B7AA79E0332,Wolfgang Amadeus Mozart Rondo Alla Turca,Wolfgang-Amadeus-Mozart-Rondo-Alla-Turca_HGFA001CF9B43039416F9AAE9B7AA79E0332.wav,,resource_information_add,,Không có kho,19ce854745dfabefc4ec4044d6bd52f7,Không có dự án con,815a5db0f121c22f8b20714e0b5bc717,Classical,91,Tồn kho,2023-05-18,1197,"VH Core Youtube, MKT2 - Team anh Tài, Phòng Sáng Tạo, Runway gen 3 MKT2, Quản lý MKT3, Quản lý An Tuệ",2025-05-05,,,,0,,,1197
016daeef4f03d8c4dd7401585efe9d12,HGFA001D811147B346F5A50A47724905403E,,Pura-en-Base_HGFA001D811147B346F5A50A47724905403E.mp3,,,,,,,,,,Lưu kho,2024-03-22,888,,,,,,0,,,
f946a4e6d27e696f13b5783d70a0a726,HGFA001DD5E8ADF9407C9115BFD7114E61CD,,,,,,,,,,,,Tồn kho,,,,,,,,0,,,
f8520b19a2255892f70d9dc7e9ee6af3,HGFA001E19891AC546BD87A8146A4A34C499,,"Fantasia in G, BWV 572.wav",,,,,,,,,,Tồn kho,2026-05-26,93,,,,,,0,,,93
9371a19e636243cb3dab82db697e5247,HGFA001F5226BAB14E1EB37F61CDD5FE7DE6,Wanderlust Heart,Wanderlust Heart.mp3,QT2WN2503626,odoo,Kho sản xuất,Indie/folk - 2 - Red One | Indie/folk,361,Indie/folk - 2 - Red One,653,Indie/Folk,141,Tồn kho,2025-10-30,301,,2026-07-29,Lê Minh Nam,,,0,,,301
f3cebce1aadb2b5652ec699dcb7f4d89,HGFA001FB38A5FC44BB4BFA33BCAC40996EE,,Perfect.wav,,,,,,,,,,Tồn kho,2025-02-27,546,,,,,,0,,,546
4d5d5605018afadaa377c5edb0cd6c37,HGFA0021A673705245EBBB6403339984685F,,schubert-serenade_loop-04.wav,,,,,,,,,,Tồn kho,2025-10-11,320,,,,,,0,,,320
c7e6bed5d4747f41a0147f36213da9bc,HGFA002249CFB2A2488A940D4770DCBB0523,,3. Tanto.wav,,,,,,,,,,Tồn kho,2026-07-22,36,,,,,,0,,,36
74a6f3b809eea1c96db76eb885d5697c,HGFA0023BBD9EFE149728DFCDEE2B3F49502,,Waves And Friends.wav,,,,,,,,,,Tồn kho,2025-10-30,301,,,,,,0,,,301
0b681cb0b794fecc9c14adc6d9082696,HGFA0023BBDC096943B58EAD49BF7FDE3DF4,Love Is Coming,Love Is Coming.mp3,QT2WN2504591,odoo,Kho sản xuất,Chillout - 2 - An Tuệ | Chillout,367,Chillout - 2 - An Tuệ,658,Chillout,142,Hàng nguội,2025-11-27,273,,2026-07-29,,,,1,2025-12-28,242,
f3acc6746203a4535e3ec611fc302d82,HGFA0024975086E7444DBB01BB9FB17513A6,,Jazz-Coffee-Place-62_HGFA9910E2CCDF134F6F89035226120A3A75.wav,,,,,,,,,,Tồn kho,2024-11-22,643,,,,,,0,,,643
ce1c4ee98eb00125eaf2bed11108ed19,HGFA0024DE7E51254B0488129FF69E8C7EEE,,TRACK 8 Spooky Velvet Room (2).wav,,,,,,,,,,Tồn kho,2026-06-04,84,,,,,,0,,,84
0fb45065effc2085e62a44a796c28856,HGFA002595F31AD14F75BDE71E9C7F8DCF46,,Faith in the Light.wav,,,,,,,,,,Tồn kho,2025-11-04,296,,,,,,0,,,296
b56f27efde80d9dac944c6d47636a0f8,HGFA002616B155914299AFC27C6267DE1FCB,,Forget-You_HGFA6E4F51A4F06A4431ACF29145078D2EAB.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
6651e6a7da88ce36bf515665a1f2e089,HGFA0026B897740D451D9E069912BC6A044E,,White-Smoke-(Original-Mix)_HGFA08A7157F8E54442A910E5C04C41C5E18.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
81fe084c3533ce750546eb1e8511df70,HGFA00271490DFE243D1A89E36609A5C9B94,Here For You,Here-For-You_HGFA00271490DFE243D1A89E36609A5C9B94.mp3,,purchased,Theo tháng,Day dose of house,eab0dbec41decba59260d88c5253cb4f,Không có dự án con,b03bbf0c6df6daa75fb563bc69bef781,Deep House,96,Hàng nguội,2022-07-28,1491,DEEP HOUSE - HG - KHO NỘI DUNG CHUNG,2026-08-14,,,,1,2025-04-05,509,
218ffc94ee0a2cf361af6dd8ad6e82f6,HGFA0027644420FA422EA3919ACBF8AEE3F2,,Stars at Midnight.wav,,,,,,,,,,Tồn kho,2025-01-09,595,,,,,,0,,,595
d9f3b935280e77a8a2cb0bef808056ed,HGFA00288F1628C34304A7E64ABEA9BD76E8,,Jazz lofi 17-2 - Track 35.wav,,,,,,,,,,Tồn kho,2025-03-03,542,"Forest Music Group - ADMIN, FMG - Audio, FMG - P.Editor, FMG SG - Dương, FMG SG - Trường Anh, FMG - Leader Khai thác",2025-05-05,,,,0,,,542
b65e170f32823bf7ff46632687dcbcbf,HGFA002D13FC5BA04505B9A14522E925DA28,"String Quartet no. 1 in F major, Op. 18 no. 1 - II. Adagio affettuoso ed appasionato
String Quartet no. 1 in F major, Op. 18 no. 1 - II. Adagio affettuoso ed appasionato.mp3","String Quartet no. 1 in F major, Op. 18 no. 1 - II. Adagio affettuoso ed appasionato.mp3",,resource_information_add,,Không có kho,511b7fc2090e0aa219e02205d3dfa23d,Classical - RedOne,bfcb05a2bb86bfbe4950bfbaee7091e2,Classical,91,Lưu kho,2026-05-26,93,Danh sách người dùng kho nhạc Classical Masterpieces (Team Tuấn 2k),2026-06-15,,,,0,,,
eb0f595bda60f9ed560240358767e0c4,HGFA002D1A30BAF440E0B77954681BEE3955,,Sonata No.3 in B minor Op.58 - III. Largo.mp3,,,,,,,,,,Lưu kho,2026-05-26,93,Danh sách người dùng kho nhạc Classical Masterpieces (Team Tuấn 2k),2026-06-15,,,,0,,,
d48b51b5e968477f51bebc5280e29e67,HGFA002DCC725BB84E78BDA27CC94ABBDEB1,bird nest,bird-nest_HGFA002DCC725BB84E78BDA27CC94ABBDEB1.mp3,GX5MY2311342,resource_information_add,,Không có kho,04e7a05fcd89ab0bb94dd98410bde0a7,ĐỘC QUYỀN NET - MUSIC FACTORY,01e22d0f54c490ef5c2a29aa69a41c02,Sóng âm,132,Hàng nguội,2023-12-06,995,"Forest Music Group - ADMIN, FMG - Audio, FMG SG - Dương, SÓNG ÂM - MUSIC FACTORY - MKT23, [Sóng Âm] Thiền - Marketing",2026-07-29,,,,4,2026-04-05,144,
9ba13f0940d650474c1a90dad57fe57c,HGFA002E2D0692E5438ABA873DCB46135CA8,,41f83517-d6d2-4cfb-b4d2-463ca5633e3e_HGFA002E2D0692E5438ABA873DCB46135CA8.mp3,,,,,,,,,,Tồn kho,2024-07-17,771,"Dự án White Noise - Kho chung, Forest Music Group - ADMIN, FMG - Audio",2025-05-13,,,,0,,,771
518e65031942708f173c3db1360233a9,HGFA002E5930B84D4FEAA17BCFEC4FDB2793,,Deep House anh Tài 20 (Mastered).wav,,,,,,,,,,Tồn kho,2026-04-11,138,,,,,,0,,,138
9514511c50e12fc3bf6df5db591d9654,HGFA002EAB4B17F14B4994611CD8DE8271D4,,Twilight Euphoria.wav,,,,,,,,,,Tồn kho,2025-01-24,580,,,,,,0,,,580
a6f85b0c897ae34da7bbb87d4a921b7a,HGFA002EBD6C0BB344F6A0352212231D2947,,Amanecer andino Final .wav,,,,,,,,,,Tồn kho,2026-06-20,68,,,,,,0,,,68
4936caabcb0fb06b9003979d073eeb39,HGFA002EF2B4E56D43F3860ADF5373AB9623,,,,,,,,,,,,Tồn kho,,,,,,,,0,,,
2a860f760913627d86291702355c4acf,HGFA0030DDFE56E6455E9E8E4EEF2654DD6B,,"Mozart - String Quartet No. 14 in G Major, K. 387 - III. Andante cantabile.mp3",,,,,,,,,,Lưu kho,2026-05-26,93,Danh sách người dùng kho nhạc Classical Masterpieces (Team Tuấn 2k),2026-06-15,,,,0,,,
023e6a0a5faa59ae3a401ccf63c73ec5,HGFA00310E5034274481B675D4636EBB7DB4,,Jazz-Coffee-Place-31_HGFA6A8E90C2E26C488FBD248DAD932F90F7.wav,,,,,,,,,,Tồn kho,2024-11-22,643,,,,,,0,,,643
8fb7c576d9c84d1165757da08711ea47,HGFA00310FC3809245EE8DCC006CF37658AF,,188257fd-0637-4346-8c58-72d594864107_HGFAA2F009655F594F2E8C22F885611E3F00.wav,,,,,,,,,,Tồn kho,2024-11-25,640,,,,,,0,,,640
5402bc2046bd64aae272ecd10fd15bb9,HGFA0031973100874900B6633B0A2488734F,,"Symphony no. 1 in D, D. 82 - II. Andante.mp3",,,,,,,,,,Lưu kho,2026-05-26,93,Danh sách người dùng kho nhạc Classical Masterpieces (Team Tuấn 2k),2026-06-15,,,,0,,,
b047d8b8a79ce4c210dbec8b2a1345fd,HGFA0031DBDB1A3143D7908131B52522E1C3,,Call me through the stars.wav,,,,,,,,,,Tồn kho,2026-05-25,94,,,,,,0,,,94
c7d4dc2e8bd897bb913a1567c4c311a0,HGFA0032706FC6844BBAB668CB150977F060,,Organ-85_HGFA0032706FC6844BBAB668CB150977F060.mp3,,,,,,,,,,Tồn kho,2024-03-14,896,"Forest Music Group - ADMIN, FMG - P.Design, FMG - Audio, FMG SG - Dương, FMG SG - Trường Anh",2025-05-05,,,,0,,,896
42a3389b55659325dda10d88992f783f,HGFA0032D46301C945B788B767775192E0D8,All I Wished For II,All-I-Wished-For-II_HGFA0032D46301C945B788B767775192E0D8.mp3,UKZGC2304539,resource_information_add,,Dreamhop,0a0e961427eb6e7bea1738967de36d9e,Không có dự án con,c85959fcf73d7bf1c3486bb49487f15c,Lofi,116,Hàng nguội,2023-07-28,1126,"LOFI - HG - KHO NỘI DUNG CHUNG, VH Core Youtube, VH Core Youtube, LOFI - HG - KHO NỘI DUNG CHUNG",2025-07-30,,,,53,2026-07-23,35,
629109e51937daf9bc55166134393ffd,HGFA00349F380B2749E6B62D2EEE874F14E9,,Pete Bellis & Tommy - Our Story (Original Mix).wav,,,,,,,,,,Tồn kho,2025-03-07,538,,,,,,0,,,538
d05804d4bd770e66397d0198d4215967,HGFA0034DC72A06D41F0BE9A1F075B47283A,,Paradox-(Original-Mix)_HGFA6290B6F6A0CE42518142920CA91FC950.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
a939d7b21269769925f02b129337986b,HGFA0037593F2134488FBE40644844E717EB,,Fortuna_HGFA7E2A4C88F1F84F60881F2DE315C4B9BA.wav,,,,,,,,,,Tồn kho,2024-08-09,748,,,,,,0,,,748
57d9dbb8472a525bc98b6a8cb52784ed,HGFA00388A7723AF440399D872AEC94959A3,,"Cello Sonata in G Minor, Op. 65 - III. Largo.mp3",,,,,,,,,,Lưu kho,2026-05-26,93,Danh sách người dùng kho nhạc Classical Masterpieces (Team Tuấn 2k),2026-06-15,,,,0,,,
da5ee6115037d3ed24e2c99d55539314,HGFA00396256A5674F68A7E4EDA953C4D1DC,Maria (Two Original Mixes),MARIA-(Original-Mix)_HGFA00396256A5674F68A7E4EDA953C4D1DC.mp3,,purchased,Theo tháng,Mark Music Records,81bd8ca47a2729e7adff80ece017e3f7,Không có dự án con,b03bbf0c6df6daa75fb563bc69bef781,Deep House,96,Lưu kho,2023-06-15,1169,,,,,,0,,,
02ebf5a8b458df0f503e8b314d4975ac,HGFA0039F3D38BED411493A87A47704D0CFE,,piano soothing (11).wav,,,,,,,,,,Tồn kho,2025-01-17,587,,,,,,0,,,587
