dim_artist_sk,platform_id,platform_name
fc95fa5740ba01a870cfa52f671fe1e4,5890,kawakamiseiichi しまの映像屋
3d9dabe52805a1ea21864b09f3397593,5891,ky_miyako 宮古島に恋した'98
f1daf122cde863010844459363cd31db,5892,kensuke442
818e9b09babdd65d130adad9a4ca9274,14052,Bùi Giang Nam
8e887cf8e64ab8e7173701a979476567,13636,Bùi Hoàng Anh
db8229562f80fbcc7d780f571e5974ec,14707,Bùi Hương Giang
3b05c9c3cce88159fe7c551d3e49a6df,35778,Sylvie Jord
0829cab14fd3f2444652a9cf2b779732,13897,Bùi Hải Nam
b4eb391ccdb1a22629fbf8a3b7950cb9,13719,Bùi Hồng Nhật
8f72f7d9931feb4ecedbb2c0722575eb,35905,SØLACE
5e83596334400305514565ee16b9106d,14632,Bùi Lê Thanh Nguyên
1de6b7909d0cb2fa54f7e321f505a4b9,13803,Bùi Minh Hiếu
f3102064ef90bf7d811c330f976366f7,15404,Nguyễn Quang Hưng
fd570928c75cc9b4e22488e1661d846e,13685,Bùi Minh Thái
09859012c567eb2b02d10dddf624e9d3,11403,Bùi Mạnh Hùng
8973ba741e7bd6450d8023552f43728e,5894,Junya 宮古島
4375b1899f2a38ba3d4c7d08793325ec,13625,Bùi Nguyên Quyết Thắng
33853141e0873909be88f5c3e6144cc6,5895,tm2_drone
b2f627fff19fda463cb386442eac2b3d,601,Oleh Pashkovskyi
66afc259774549a5e84fc678fddbaf14,14564,Bùi Ngọc Minh Long
b85437cfc53b6de51098f159b0fb909d,14111,Bùi Như Ý
8dbdbf0cedc89e9a82967a7d983c11ca,11199,Bùi Phương Anh
a914ecef9c12ffdb9bede64bb703d877,5896,OurWorld
d47619b92cebc6ebfa07969ab5370ae6,5496,Kammeran Keola
bdcc41211aa62a8f10f26d1a2d1727bf,5497,nickolasyee Yeezus
0390aff9c68eeb7b64fbebe21c878de3,13927,Bùi Phương Nga
75144d9c8780608425dd34bfaf7b96f0,14069,Bùi Quang Linh
d1efdc26e7d42a249391d16f255b2060,14146,Bùi Quang Đức
f9fd5ec4c141a95257aa99ef1b590672,5897,Awin
eecccd8ff4107946c78d42265cd474b5,5898,Roberto C. Lopez
a081c174f5913958ba8c6443bacffcb9,5498,ohyeet alexander
d149231f39b05ae135fa763edb358064,5499,ericmattt
6e923226e43cd6fac7cfe1e13ad000ac,5500,Vince Lim
87a7f631aba283357925824464be7f74,15233,tuyền
0cfe3c931a81acba365b335768dd0d93,13793,Bùi Quốc Chung
20ba66f905957b34253d9d7abde919f3,11455,Bùi Thúy Hằng
7cd5a1d4664804885ed5092f68ff1842,13828,Bùi Thị Diệu Linh
cf3b784c8593890043b17e24088125d4,13938,Bùi Thị Hoài Thêu
bca314ed6a27eb1a7ce8434de54e3453,13871,Bùi Thị Huyền Trang
878df06ce009b583ce76653891aec539,14139,Bùi Thị Hương
aab085461de182608ee9f607f3f7d18f,11284,Bùi Thị Nguyệt
fdaa09fc5ed18d3226b3a1a00f1bc48c,5504,faurezarisyan Reza Risyann
2e51055e7d09f972c49336144993e082,13792,Bùi Thị Nữ
7303a103c93fea0445384d6ff3f3d1b9,11289,Bùi Thị Phượng
d3696cfb815ab692407d9362e6f06c28,5426,bo_xiang_0709
609c5e5089a9aa967232aba2a4d03114,5428,Zeric 帶你發現台灣｜旅遊 景點 空拍
eab0141b79354969d1edd234fbc07422,5429,rex7ho
3c06891375b688d31554f6770fbce90a,35490,m0nd3r
fd0efcca272f704a760c3b61dcc70fd0,5900,s_ken.ken /kenken
