id,sequence,product_uom,product_id,order_id,company_id,partner_id,currency_id,product_packaging_id,create_uid,write_uid,state,qty_received_method,display_type,analytic_distribution,name,product_qty,discount,price_unit,price_subtotal,price_total,qty_invoiced,qty_received,qty_received_manual,qty_to_invoice,is_downpayment,date_planned,create_date,write_date,product_uom_qty,price_tax,product_packaging_qty,orderpoint_id,location_final_id,group_id,product_description_variants,propagate_cancel,sale_order_id,sale_line_id,x_project_id,x_genre_id,x_subgenre_id,x_distribution_method_id,x_song_id,x_product_uom,x_ref,x_quality,x_video_type,x_sample_link,x_song_name,x_location,x_color,x_deadline,is_adjustable,x_review_price,x_expected_score,x_duration,x_video_minute,x_confirmed_qty,x_music_plan_detail_id,x_usage_type,hg_maintenance_request_part_id,hg_asset_request_line_id,x_review_link,hg_asset_categ_id,x_adjust_ok,discount_fixed,x_footage_qty,x_cid_release_mode,x_production_type,_source_id,_source_connection,_batch_id,_loaded_at
587,10,1,16,270,8,547,23,,56,68,purchase,manual,,,,1,,5000000,5000000,5500000,0,0,,1,,,2025-10-07 03:55:28.921549,2025-10-09 03:30:39.980142,1,500000,0,,,,,t,,,113,391,98,,117,,,qualified,,,,,,,t,7000000,8,0,0,1,70,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
688,11,1,29,295,3,15210,1,,65,65,purchase,manual,,,Hậu trường,7,0,0,0,0,0,0,0,7,,,2025-10-08 09:10:06.493688,2025-10-08 09:11:14.975196,7,0,0,,,,,t,,,130,441,274,,,video,,,,,,,,2025-10-27,t,0,0,0,0.016666666666666666,7,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1148,13,1,725,499,2,15,23,,447,2403,purchase,manual,,,,20,0,2300000,46000000,46000000,0,0,,20,f,2025-11-13 08:25:38,2025-11-13 08:25:37.8923,2025-11-13 08:50:04.868106,20,0,0,,,,,t,,,112,620,334,2,,,https://www.youtube.com/watch?v=MNOpKepBHuE,,video,,,,,2025-11-30,t,0,0,0,0,20,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1108,10,1,397,479,3,15292,1,,439,155,purchase,manual,,,Phong cảnh - thiên nhiên tại Na-uy,23,0,17,391,391,0,0,0,23,,,2025-11-06 02:06:04.193567,2025-11-14 01:41:18.412788,23,0,0,,,,,t,,,130,441,268,,,minute,4K,,,,,Oslo - Norway,Log,2025-11-10,t,0,0,0.38333333333333336,0,23,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1524,10,1,708,547,8,15488,23,,56,36,purchase,manual,,,,1,,1000000,1000000,1000000,0,0,,1,,,2025-11-17 07:17:25.830488,2025-11-17 08:11:23.339086,1,0,0,,,,,t,,,143,665,370,,2469,,,excellent,,,,,,,t,1760000,0,0,0,1,659,1,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1525,10,1,708,547,8,15488,23,,56,36,purchase,manual,,,,1,,1000000,1000000,1000000,0,0,,1,,,2025-11-17 07:17:25.830488,2025-11-17 08:11:23.339086,1,0,0,,,,,t,,,143,665,370,,2468,,,excellent,,,,,,,t,1760000,0,0,0,1,659,1,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1526,10,1,708,547,8,15488,23,,56,36,purchase,manual,,,,1,,1000000,1000000,1000000,0,0,,1,,,2025-11-17 07:17:25.830488,2025-11-17 08:11:23.339086,1,0,0,,,,,t,,,143,665,370,,2467,,,excellent,,,,,,,t,1760000,0,0,0,1,659,1,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
213,11,1,397,64,2,15088,23,,61,1,purchase,manual,,,,66,0,350000,23100000,23100000,0,0,0,66,,,2025-09-22 07:28:58.18279,2025-10-06 10:30:13.551409,66,0,0,,,,,t,,,130,441,268,,,video,4K,,,,,Thụy Sĩ,Màu,2025-09-30,t,0,0,0,0.016666666666666666,66,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1527,10,1,708,547,8,15488,23,,56,36,purchase,manual,,,,1,,1000000,1000000,1000000,0,0,,1,,,2025-11-17 07:17:25.830488,2025-11-17 08:11:23.339086,1,0,0,,,,,t,,,143,665,370,,2466,,,excellent,,,,,,,t,1760000,0,0,0,1,659,1,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
161,11,1,341,47,2,15,23,,2408,1,purchase,manual,,,,8,0,1350000,10800000,10800000,0,0,0,8,,,2025-09-19 04:12:34.05816,2025-10-06 10:30:13.551409,8,0,0,,,,,t,,,112,627,321,,,,https://www.youtube.com/watch?v=KSnceX1nSb4,,video,,,,,2025-06-30,t,0,0,0,0,8,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1528,10,1,708,547,8,15488,23,,56,36,purchase,manual,,,,1,,1000000,1000000,1000000,0,0,,1,,,2025-11-17 07:17:25.830488,2025-11-17 08:11:23.339086,1,0,0,,,,,t,,,143,665,370,,2465,,,excellent,,,,,,,t,1760000,0,0,0,1,659,1,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
191,10,1,348,52,14,15,23,,2408,1,purchase,manual,,,,55,0,2400000,132000000,132000000,0,0,0,55,,2025-09-19 05:11:13,2025-09-19 05:15:57.589203,2025-10-06 10:30:13.551409,55,0,0,,,,,t,,,112,627,315,,,,https://prnt.sc/l041UC8TADYX,,video,<p>https://prnt.sc/l041UC8TADYX</p>,,,,2025-06-30,t,0,0,0,0,55,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1529,10,1,708,547,8,15488,23,,56,36,purchase,manual,,,,1,,1000000,1000000,1000000,0,0,,1,,,2025-11-17 07:17:25.830488,2025-11-17 08:11:23.339086,1,0,0,,,,,t,,,143,665,370,,2464,,,excellent,,,,,,,t,1760000,0,0,0,1,659,1,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
184,14,1,347,50,2,15,23,,2408,1,purchase,manual,,,,40,0,3400000,136000000,136000000,0,0,0,40,,,2025-09-19 04:52:00.391801,2025-10-06 10:30:13.551409,40,0,0,,,,,t,,,112,629,318,,,,,,combo_video,,,,,2025-08-31,t,0,0,0,0,40,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
423,10,1,425,194,1,15258,23,,4638,1,draft,stock_moves,,,Dây HDMI,1,,730000,730000,730000,0,0,,0,,2025-10-06 10:10:14,2025-09-30 10:10:13.618369,2025-10-06 10:30:13.551409,1,0,0,,,,,t,,,,,,,,,,,,,,,,,t,0,0,0,0,0,,,,238,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
588,10,1,16,271,8,659,23,,56,68,purchase,manual,,,,1,,300000,300000,330000,0,0,,1,,,2025-10-07 03:55:28.921549,2025-10-09 04:37:22.165949,1,30000,0,,,,,t,,,113,391,98,,117,,,qualified,,,,,,,t,7000000,8,0,0,1,70,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
589,10,1,16,272,8,663,23,,56,68,purchase,manual,,,,1,,1700000,1700000,1870000,0,0,,1,,,2025-10-07 03:55:28.921549,2025-10-09 06:35:02.296415,1,170000,0,,,,,t,,,113,391,98,,117,,,qualified,,,,,,,t,7000000,8,0,0,1,70,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1530,10,1,708,547,8,15488,23,,56,36,purchase,manual,,,,1,,1000000,1000000,1000000,0,0,,1,,,2025-11-17 07:17:25.830488,2025-11-17 08:11:23.339086,1,0,0,,,,,t,,,143,665,370,,2463,,,excellent,,,,,,,t,1760000,0,0,0,1,659,1,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1531,10,1,708,547,8,15488,23,,56,36,purchase,manual,,,,1,,1000000,1000000,1000000,0,0,,1,,,2025-11-17 07:17:25.830488,2025-11-17 08:11:23.339086,1,0,0,,,,,t,,,143,665,370,,2462,,,excellent,,,,,,,t,1760000,0,0,0,1,659,1,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1532,10,1,708,547,8,15488,23,,56,36,purchase,manual,,,,1,,1000000,1000000,1000000,0,0,,1,,,2025-11-17 07:17:25.830488,2025-11-17 08:11:23.339086,1,0,0,,,,,t,,,143,665,370,,2461,,,excellent,,,,,,,t,1760000,0,0,0,1,659,1,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
881,10,1,412,383,3,15240,1,,162,162,purchase,manual,,,,72,0,11,792,792,0,0,0,72,,,2025-10-20 07:19:20.646278,2025-11-11 04:29:55.067863,72,0,0,,,,,t,,,130,441,256,,,video,4K,,,,,Kyrgyzstan,Đã vào màu,2025-10-20,t,0,0,0,0.016666666666666666,0,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1533,10,1,708,547,8,15488,23,,56,36,purchase,manual,,,,1,,1000000,1000000,1000000,0,0,,1,,,2025-11-17 07:17:25.830488,2025-11-17 08:11:23.339086,1,0,0,,,,,t,,,143,665,370,,2460,,,excellent,,,,,,,t,1760000,0,0,0,1,659,1,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
1367,10,1,10,538,8,490,23,,56,36,purchase,manual,,,,1,,1300000,1300000,1300000,0,0,,1,,,2025-11-17 07:17:25.830488,2025-11-17 08:12:01.819876,1,0,0,,,,,t,,,132,426,172,,2307,,,qualified,,<p>https://audiojungle.net/item/soothing-sleep-music/29747565</p>,,,,,t,1300000,0,0,0,1,616,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
6205,10,1,1134,1384,8,35436,23,,4711,4711,purchase,manual,,,,1,,200000,200000,220000,0,0,,1,,,2026-06-11 06:56:42.401645,2026-07-01 03:48:47.486138,1,20000,0,,,,,t,,,91,723,459,2,8493,,,excellent,,,,,,2026-06-25,t,200000,0,0,0,1,3709,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
654,10,1,17,286,8,659,23,,56,33,purchase,manual,,,,1,,2000000,2000000,2200000,0,0,,1,,,2025-10-07 03:57:54.615341,2025-11-14 12:18:52.845677,1,200000,0,,,,,t,,,113,392,100,,112,,,qualified,,,,,,,t,5200000,0,0,0,1,155,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
547,10,1,400,258,1,15,23,,447,6,purchase,manual,,,MV Concert HCM,1,0,0,0,0,0,0,,1,f,2025-10-06 09:40:45,2025-10-06 09:40:44.950528,2025-10-07 09:44:51.518365,1,0,0,,,,,t,,,,648,,,,,,,video,,,,,2025-09-30,t,0,0,0,0,1,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
655,10,1,17,287,8,663,23,,56,33,purchase,manual,,,,1,,1700000,1700000,1870000,0,0,,1,,,2025-10-07 03:57:54.615341,2025-11-14 12:18:52.845677,1,170000,0,,,,,t,,,113,392,100,,113,,,qualified,,,,,,,t,5200000,0,0,0,1,155,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
656,10,1,17,287,8,663,23,,56,33,purchase,manual,,,,1,,1700000,1700000,1870000,0,0,,1,,,2025-10-07 03:57:54.615341,2025-11-14 12:18:52.845677,1,170000,0,,,,,t,,,113,392,100,,112,,,qualified,,,,,,,t,5200000,0,0,0,1,155,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
205,10,1,352,59,7,15,23,,2408,1,purchase,manual,,,,1,0,14350000,14350000,14350000,0,0,0,1,,,2025-09-19 08:03:45.079387,2025-10-06 10:30:13.551409,1,0,0,,,,,t,,,139,646,,,,,,,video,,,,,2025-07-31,t,0,0,0,0,1,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
204,10,1,352,58,7,15,23,,2408,1,purchase,manual,,,,4,0,14350000,57400000,57400000,0,0,0,4,,,2025-09-19 08:00:05.012177,2025-10-06 10:30:13.551409,4,0,0,,,,,t,,,139,646,,,,,,,video,,,,,2025-08-31,t,0,0,0,0,4,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
201,11,1,351,56,14,15,23,,2408,1,purchase,manual,,,,24,0,1500000,36000000,36000000,0,0,0,24,,,2025-09-19 06:45:19.920149,2025-10-06 10:30:13.551409,24,0,0,,,,,t,,,96,624,,,,,,,video,,,,,2025-02-28,t,0,0,0,0,24,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
185,15,1,331,50,2,15,23,,2408,1,purchase,manual,,,,10,0,2300000,23000000,23000000,0,0,0,10,,,2025-09-19 05:03:14.939885,2025-10-06 10:30:13.551409,10,0,0,,,,,t,,,132,641,,,,,https://hgmedia-3.ziflow.io/proof/gallery/g1d9tjch9tb6c8ud4f28pqvh8i/jr8gnbvkbcckm4mjpddri0ivno,,combo_video,,,,,2025-08-31,t,0,0,0,0,10,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
156,16,1,342,46,2,15,23,,2408,1,purchase,manual,,,,8,0,2000000,16000000,16000000,0,0,0,8,,,2025-09-19 03:29:21.263507,2025-10-06 10:30:13.551409,8,0,0,,,,,t,,,137,616,313,,,,https://www.youtube.com/watch?v=0afsG7aN8X0,,video,,,,,2025-05-31,t,0,0,0,0,8,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
154,14,1,329,46,2,15,23,,2408,1,purchase,manual,,,,16,0,1350000,21600000,21600000,0,0,0,16,,,2025-09-19 03:29:21.263507,2025-10-06 10:30:13.551409,16,0,0,,,,,t,,,112,615,310,,,,như cũ,,combo_video,,,,,2025-05-31,t,0,0,0,0,16,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
4889,11,1,30,1066,8,490,23,,38,68,purchase,manual,,,,1,0,2000000,2000000,2200000,0,0,0,1,,,2026-03-11 10:15:05.572927,2026-03-11 10:23:28.914323,1,200000,0,,,,,t,,,113,391,99,,6304,,,excellent,,,,,,2026-03-15,t,6700000,0,0,0,1,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
209,10,1,397,62,2,15089,1,,439,1,purchase,manual,,,,18.25,0,20,365,365,0,0,0,18.25,,,2025-09-19 09:24:23.805392,2025-10-06 10:30:13.551409,18.25,0,0,,,,,t,,,130,441,268,,,minute,4K,,,,,Ý,,2025-09-30,t,0,0,0.30416666666666664,0.016666666666666666,18.25,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
180,10,1,329,50,2,15,23,,2408,1,purchase,manual,,,,16,0,1350000,21600000,21600000,0,0,0,16,,,2025-09-19 04:49:49.606276,2025-10-06 10:30:13.551409,16,0,0,,,,,t,,,112,615,310,,,,theo order chỉnh sửa của Luân,,combo_video,,,,,2025-08-31,t,0,0,0,0,16,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
182,12,1,337,50,2,15,23,,2408,1,purchase,manual,,,,16,0,1200000,19200000,19200000,0,0,0,16,,,2025-09-19 04:49:49.606276,2025-10-06 10:30:13.551409,16,0,0,,,,,t,,,91,619,,,,,https://www.youtube.com/watch?v=NFrnF8UAVgM,,video,,,,,2025-08-31,t,0,0,0,0,16,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
171,10,1,344,48,2,15,23,,2408,1,purchase,manual,,,,8,0,1350000,10800000,10800000,0,0,0,8,,,2025-09-19 04:40:15.563169,2025-10-06 10:30:13.551409,8,0,0,,,,,t,,,130,625,322,,,,https://www.youtube.com/watch?v=fUW0XWn1Gsk,,combo_video,,,,,2025-07-31,t,0,0,0,0,8,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
172,11,1,345,48,2,15,23,,2408,1,purchase,manual,,,,8,0,1350000,10800000,10800000,0,0,0,8,,,2025-09-19 04:40:15.563169,2025-10-06 10:30:13.551409,8,0,0,,,,,t,,,130,625,323,,,,https://www.youtube.com/@Tunepulse-bgm/videos,,combo_video,,,,,2025-07-31,t,0,0,0,0,8,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
173,12,1,341,48,2,15,23,,2408,1,purchase,manual,,,,8,0,1350000,10800000,10800000,0,0,0,8,,,2025-09-19 04:40:15.563169,2025-10-06 10:30:13.551409,8,0,0,,,,,t,,,112,627,321,,,,https://www.youtube.com/watch?v=KSnceX1nSb4,,video,,,,,2025-07-31,t,0,0,0,0,8,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
163,13,1,336,47,2,15,23,,2408,1,purchase,manual,,,,16,0,1800000,28800000,28800000,0,0,0,16,,,2025-09-19 04:12:34.05816,2025-10-06 10:30:13.551409,16,0,0,,,,,t,,,96,614,308,,,,,,video,,,,,2025-06-30,t,0,0,0,0,16,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
157,17,1,337,46,2,15,23,,2408,1,purchase,manual,,,,16,0,1200000,19200000,19200000,0,0,0,16,,,2025-09-19 03:31:16.688452,2025-10-06 10:30:13.551409,16,0,0,,,,,t,,,91,619,,,,,https://www.youtube.com/watch?v=NFrnF8UAVgM,,video,,,,,2025-05-31,t,0,0,0,0,16,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
148,18,1,341,45,2,15,23,,2408,1,purchase,manual,,,,16,0,1350000,21600000,21600000,0,0,0,16,,,2025-09-19 02:37:52.380174,2025-10-06 10:30:13.551409,16,0,0,,,,,t,,,112,627,321,,,,https://www.youtube.com/watch?v=KSnceX1nSb4,,combo_video,,,,,2025-04-30,t,0,0,0,0,16,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
135,10,1,323,44,2,15,23,,2408,1,purchase,manual,,,,32,0,1200000,38400000,38400000,0,0,0,32,,,2025-09-19 02:19:04.560796,2025-10-06 10:30:13.551409,32,0,0,,,,,t,,,130,452,,,,,https://www.youtube.com/watch?v=u7nPyizNXc8,,combo_video,,,,,2025-03-31,t,0,0,0,0,32,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
136,11,1,336,44,2,15,23,,2408,1,purchase,manual,,,,16,0,1800000,28800000,28800000,0,0,0,16,,,2025-09-19 02:19:04.560796,2025-10-06 10:30:13.551409,16,0,0,,,,,t,,,96,614,308,,,,https://www.youtube.com/watch?v=XCGqzxKrOjE,,video,,,,,2025-03-31,t,0,0,0,0,16,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
206,10,1,397,60,2,15094,23,,61,1,purchase,manual,,,,206,0,200000,41200000,41200000,0,0,0,206,,,2025-09-19 09:19:20.712266,2025-10-06 10:30:13.551409,206,0,0,,,,,t,,,130,441,268,,,video,4K,,,,,Việt Nam,File gốc,2025-09-30,t,0,0,0,0.016666666666666666,206,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
207,10,1,397,61,2,15090,1,,439,1,purchase,manual,,,,44.22,0,20,884.4,884.4,0,0,0,44.22,,,2025-09-19 09:19:27.103202,2025-10-06 10:30:13.551409,44.22,0,0,,,,,t,,,130,441,268,,,minute,4k,,,,,Ý,,2025-09-30,t,0,0,0.7369444444444444,0.016666666666666666,44.22,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
137,12,1,329,44,2,15,23,,2408,1,purchase,manual,,,,32,0,1350000,43200000,43200000,0,0,0,32,,,2025-09-19 02:19:04.560796,2025-10-06 10:30:13.551409,32,0,0,,,,,t,,,112,615,310,,,,https://www.youtube.com/watch?v=uj-fZfscY9Y,,combo_video,,,,,2025-03-31,t,0,0,0,0,32,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
215,11,1,29,65,3,15190,1,,64,1,purchase,manual,,,,10,0,0,0,0,0,0,0,10,,,2025-09-23 02:36:38.64476,2025-10-06 10:30:13.551409,10,0,0,,,,,t,,,130,441,274,,,video,,,,,,,,,t,0,0,0,0,10,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
657,10,1,17,288,8,570,23,,56,33,purchase,manual,,,,1,,500000,500000,550000,0,0,,1,,,2025-10-07 03:57:54.615341,2025-11-14 12:18:52.845677,1,50000,0,,,,,t,,,113,392,100,,113,,,qualified,,,,,,,t,5200000,0,0,0,1,155,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
658,10,1,17,288,8,570,23,,56,33,purchase,manual,,,,1,,500000,500000,550000,0,0,,1,,,2025-10-07 03:57:54.615341,2025-11-14 12:18:52.845677,1,50000,0,,,,,t,,,113,392,100,,112,,,qualified,,,,,,,t,5200000,0,0,0,1,155,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
586,13,1,349,259,14,15,23,,447,6,purchase,manual,,,,30,0,2400000,72000000,72000000,0,0,0,30,,,2025-10-06 10:24:37.443499,2025-10-07 09:02:29.729803,30,0,0,,,,,t,,,112,627,317,2,,,,,combo_video,<p>https://prnt.sc/_23tCowQoOs5</p>,,,,2025-09-30,t,0,0,0,0,30,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
659,10,1,17,289,8,653,23,,56,33,purchase,manual,,,,1,,1000000,1000000,1100000,0,0,,1,,,2025-10-07 03:57:54.615341,2025-11-14 12:18:52.845677,1,100000,0,,,,,t,,,113,392,100,,113,,,qualified,,,,,,,t,5200000,0,0,0,1,155,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
820,10,1,12,350,8,715,23,,33,33,purchase,manual,,,,1,,100,100,100,0,0,,1,,,2025-10-17 01:39:50.185169,2025-11-14 12:18:52.845677,1,0,0,,,,,t,,,96,365,156,,740,,,qualified,,<p>https://www.youtube.com/watch?v=oWYp1xRPH5g</p>,,,,,t,4000100,0,0,0,1,133,2,,,,,t,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
689,10,1,397,296,3,15210,1,,65,65,purchase,manual,,,"Cảnh cây lá vàng mùa thu, cảnh các ngôi làng trên núi ở Áo và Đức",50,0,22,1100,1100,0,0,0,50,,,2025-10-08 09:16:53.699703,2025-10-08 09:16:56.159732,50,0,0,,,,,t,,,130,441,268,,,video,4K,,,,,"Áo, miền nam nước Đức",mặc định,2025-10-27,t,0,0,0,0.016666666666666666,50,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
690,11,1,29,296,3,15210,1,,65,65,purchase,manual,,,,7,0,0,0,0,0,0,0,7,,,2025-10-08 09:16:53.699703,2025-10-08 09:16:56.159732,7,0,0,,,,,t,,,130,441,274,,,video,,,,,,,,,t,0,0,0,0.016666666666666666,7,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
821,10,1,12,350,8,715,23,,33,33,purchase,manual,,,,1,,100,100,100,0,0,,1,,,2025-10-17 01:39:50.185169,2025-11-14 12:18:52.845677,1,0,0,,,,,t,,,96,365,156,,739,,,qualified,,<p>https://www.youtube.com/watch?v=oWYp1xRPH5g</p>,,,,,t,4000100,0,0,0,1,133,2,,,,,t,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
426,10,1,315,199,9,15254,23,,2318,1,purchase,stock_moves,,,Màn hình,1,,0,0,0,0,1,,1,,2025-10-01 04:19:03,2025-10-01 04:19:03.598553,2025-10-06 10:30:13.551409,1,0,0,,,,,t,,,,,,,,,,,,,,,,,t,0,0,0,0,0,,,2,,,20,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
211,11,,,63,3,15182,23,,65,1,cancel,,,,"Vườn hoa Đà Lạt, Suối",20,0,180000,3600000,3600000,0,0,0,0,,,2025-09-22 04:28:56.362449,2025-10-06 10:30:13.551409,20,0,0,,,,,t,,,130,441,252,,,video,4K,,,,,Đà Lạt,Mặc định,2025-10-17,t,0,0,0,0.06666666666666667,20,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
223,11,1,29,72,10,15098,125,,65,1,purchase,manual,,,,5,0,0,0,0,0,0,0,5,,,2025-09-23 10:17:09.163216,2025-10-06 10:30:13.551409,5,0,0,,,,,t,,,130,629,274,,,video,mp4,,,,,Ba Lan,,2025-09-24,t,0,0,0,0.016666666666666666,5,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
222,10,1,397,72,10,15098,125,,65,1,purchase,manual,,,,25,0,15,375,375,0,0,0,25,,,2025-09-23 10:17:09.163216,2025-10-06 10:30:13.551409,25,0,0,,,,,t,,,130,629,268,,,video,4K,,,,,Ba Lan,mặc định,2025-09-24,t,0,0,0,0.016666666666666666,25,,,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
170,20,1,343,47,2,15,23,,2408,1,purchase,manual,,,,75,0,1350000,101250000,101250000,0,0,0,75,,,2025-09-19 04:12:34.05816,2025-10-06 10:30:13.551409,75,0,0,,,,,t,,,130,626,,,,,https://artlist.io/stock-footage/clip/christmas-decoration-shimmering-christmas-ornaments/6351429,,combo_video,,,,,2025-06-30,t,0,0,0,0,75,,2,,,,,f,0,,,,purchase_order_line,odoo_pg,purchase_order_line_20260826_014450,2026-08-26 01:44:50.485316
