mart_repository_resource_performance_sk,project_id,project,sub_project_id,sub_project,repository_id,repository,number_resources,used_resources,revenue,standard_cost,purchase_cost,total_cost,acceptance_score,total_resource_usage_published,usage_position_1,usage_position_2_3,usage_position_4_5,usage_position_gt_5,usage_position_1_pct,usage_position_2_3_pct,usage_position_4_5_pct,usage_position_gt_5_pct
819f46e52c25763a55cc642422644317,96,Deep House,655,Deep House - 2 - An Tuệ,338,Deep House - 2 - An Tuệ | Deep House Đen Trắng,328,225,195.691100000000000000000000,1032.00,0,1032.00,9.0786764705882353,6189,453,959,888,3889,0.07319437712069801260,0.15495233478752625626,0.14348036839554047504,0.62837291969623525610
04025959b191f8f9de3f924f0940515f,96,Deep House,655,Deep House - 2 - An Tuệ,339,Deep House - 2 - An Tuệ | Deep House Summer,404,336,66443.746800000000000000000000,684.00,0,684.00,9.0489959839357430,12488,932,1787,1575,8194,0.07463164638052530429,0.14309737347853939782,0.12612107623318385650,0.65614990390775144138
b2a530970149dbe0a1e1749c42321c5b,130,Relax,9c4eeb1a6675f3fed2de1941ffffc51f,MKT1 - NHẠC SẢN XUẤT,33d6b9e1ad2d543808ad25d77af3adc2,Không có kho,6,4,0,0,0,0,,111,0,5,2,104,0.00000000000000000000,0.04504504504504504505,0.01801801801801801802,0.93693693693693693694
40008b9a5380fcacce3976bf7c08af5b,96,Deep House,655,Deep House - 2 - An Tuệ,340,Deep House - 2 - An Tuệ | Tropical House,568,353,11032.220300000000000000000000,329.00,0,329.00,9.2362204724409449,7649,659,1219,1156,4615,0.08615505294809779056,0.15936723754739181592,0.15113086677997123807,0.60334684272453915545
3dd48ab31d016ffcbf3314df2b3cb9ce,126,Pop Cover - 0,651,Pop Cover - 1 - 2,341,Pop Cover - 1 - 2 | Pop cover,1,0,0,0.00,0,0.00,8.5243243243243243,0,0,0,0,0,0,0,0,0
30cdf502cd5bf82fce00a43a183363db,96,Deep House,b03bbf0c6df6daa75fb563bc69bef781,Không có dự án con,342cb78b894ff54b442b52824d25c55a,Moxura (Doreen Music),8,6,492.066100000000000000000000,0,0,0,,167,5,22,12,128,0.02994011976047904192,0.13173652694610778443,0.07185628742514970060,0.76646706586826347305
4c04c314776892386b2165b285b5bbc2,d146caaa227d84886ad3640b6a95b21c,Kid Song Cover,400e57a8022041b6459bb8d42d84e306,Kid Song Cover | Tiếng Anh viết lời mới,351525484c106eb4ee7310fd2a1bf8fb,Không có kho,14,0,0,4492.40,0,4492.40,8.4428571428571429,0,0,0,0,0,0,0,0,0
028ea3460d57200ff519e9e6c892a0ee,107,Giáng Sinh Cover - 1,0634fe553c08b3a17d98510f75449591,Giáng sinh Jazz Cover Top Hits - 1,35b24e049185ab9b1d6b38b8a5371440,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
cf5ccc511df0be3f1d675d71cd84a345,130,Relax,096abb0ccd7ea756dbb01a39409c46b4,Không có dự án con,35b38399074fb39fe586399d393b86cc,PUEBLO VISTA POLYMESA KAI MOUSIKI LP,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
e7b24b112a44fdd9ee93bdf998c6ca0e,125,Piano Cover - 0,652,Piano Cover - 1 - 2,360,Piano Cover - 1 - 2 | Piano cover,37,0,0,132.00,0,132.00,8.4972972972972973,0,0,0,0,0,0,0,0,0
52720e003547c70561bf5e03b95aa99f,141,Indie/Folk,653,Indie/folk - 2 - Red One,361,Indie/folk - 2 - Red One | Indie/folk,100,0,0,0.00,0,0.00,8.6960000000000000,0,0,0,0,0,0,0,0,0
c3e878e27f52e2a57ace4d9a76fd9acf,96,Deep House,650,Deep House - 2 - Red One,362,Deep House - 2 - Red One | Deep chill house,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
00411460f7c92d2124a67ea0f4cb5f85,91,Classical,654,Symphony Orchestra - 2 - Red One,363,Symphony Orchestra - 2 - Red One | Christmas,26,26,7644.169000000000000000000000,0.00,0,0.00,9.0000000000000000,3140,222,419,393,2106,0.07070063694267515924,0.13343949044585987261,0.12515923566878980892,0.67070063694267515924
2796358ea51dcb9b5728ab95ae39845e,122,Phonk,b9aa1c50b3b80df8ff8cfff1b52e3a60,Không có dự án con,36321e7944c07545de117e99fe747024,BLACK 17,78,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
bac9162b47c56fc8a4d2a519803d51b3,96,Deep House,655,Deep House - 2 - An Tuệ,364,Deep House - 2 - An Tuệ | Deep House,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
9be40cee5b0eee1462c82c6964087ff9,124,Phúc Âm (có lời),656,Phúc Âm (có lời) - 2 - An Tuệ,365,Phúc Âm (có lời) - 2 - An Tuệ | Phúc âm,111,94,6.346000000000000000000000,0.00,0,0.00,9.0000000000000000,3692,225,397,399,2671,0.06094257854821235103,0.10752979414951245937,0.10807150595882990249,0.72345612134344528711
5ef698cd9fe650923ea331c15af3b160,116,Lofi,657,Lofi - 2 - An Tuệ,366,Lofi - 2 - An Tuệ | Lofi,51,0,0,0.00,0,0.00,8.2144444444444444,0,0,0,0,0,0,0,0,0
05049e90fa4f5039a8cadc6acbb4b2cc,142,Chillout,658,Chillout - 2 - An Tuệ,367,Chillout - 2 - An Tuệ | Chillout,208,63,38.682000000000000000000000,0.00,0,0.00,9.0416666666666667,136,12,24,24,76,0.08823529411764705882,0.17647058823529411765,0.17647058823529411765,0.55882352941176470588
cf004fdc76fa1a4f25f62e0eb5261ca3,107,Giáng Sinh Cover - 1,660,Giáng Sinh Pop - 2 - An Tuệ,368,Giáng Sinh Pop - 2 - An Tuệ | Pop,1,0,0,0.00,0,0.00,,0,0,0,0,0,0,0,0,0
0c74b7f78409a4022a2c4c5a5ca3ee19,138,Downtempo,436,Downtempo - Red One,369,Downtempo - Red One | Downtempo 2,8,0,0,800.00,0,800.00,9.0000000000000000,0,0,0,0,0,0,0,0,0
8a6542f86db286ae4f4b4bb084082870,c7b5338e41a53d8f676f6976a23028a3,Indo YEG,e772a6b73b1685249679ffe0f860f8b1,Không có dự án con,3697c3188ebb9d7d69934088070943ee,Không có kho,222,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
362a58bcc10e628946678031389319be,100,Deep House Cover (Chillout) - 1,370,Deep House Cover (Chillout) - 1 - FM,36f823a66c56130ef245139eced725dd,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
17c40ef15b2e19090d6abe0b4598ff79,116,Lofi,657,Lofi - 2 - An Tuệ,36fa7f36082f660cf3af32f4d27286db,LOFI - 2,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
d709f38ef758b5066ef31b18039b8ce5,143,Om Healing,665,Om Healing - Label,370,Om Healing - Label | Om healing (có nhạc),61,59,0,3888.00,0,3888.00,9.0366666666666667,2631,277,283,286,1785,0.10528316229570505511,0.10756366400608133789,0.10870391486126947929,0.67844925883694412771
41f1f19176d383480afa65d325c06ed0,92,Country Cover - 0,664,Country - 2 - FM,371,Country - 2 - FM | Country,1,0,0,0.00,0,0.00,,0,0,0,0,0,0,0,0,0
24b16fede9a67c9251d3e7c7161c83ac,126,Pop Cover - 0,667,Pop - 2 - FM,372,Pop - 2 - FM | Pop,1,0,0,0.00,0,0.00,,0,0,0,0,0,0,0,0,0
ffd52f3c7e12435a724a8f30fddadd9c,144,Rock,668,Rock Cover - 1 - 2 - FM,373,Rock Cover - 1 - 2 - FM | Rock,1,0,0,0.00,0,0.00,,0,0,0,0,0,0,0,0,0
520ad31af29092c6d21e0ede8041f099,98f2df14832622118faa27eb392f6ee7,Indie/folk - 2 - MKT1,593ae5e6bfc95d2de22a4e885812b89d,Indie/folk - 2 - MKT1 | Indie/folk,37324e039879bc37d328c55f1494155f,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ad972f10e0800b49d76fed33a21f6698,132,Sóng âm,435,Sóng âm - Red One,374,Sóng âm - Red One | Thiền 2,10,4,20899.320000000000000000000000,728.00,0,728.00,9.5000000000000000,86,86,0,0,0,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
08a0e117099dcbbd6aa87f025adffeec,5ea437176ef8fa97761e051504525c25,Deep House - MKT1,1ffd9efe5d3e99ec9d046d2abc4d716f,Deep House - MKT1 | Summer,3757da7f1f578ecee1bb786cb990aabf,Không có kho,13,13,107.184100000000000000000000,3030.40,0,3030.40,8.8846153846153846,186,6,13,11,156,0.03225806451612903226,0.06989247311827956989,0.05913978494623655914,0.83870967741935483871
8bf1211fd4b7b94528899de0a43b9fb3,132,Sóng âm,426,Sóng âm - An Tuệ,378,Sóng âm - An Tuệ | Thư giãn,33,8,254.298000000000000000000000,1721.20,0,1721.20,8.5000000000000000,13,13,0,0,0,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
d036c4b7789968867af0e584e8218c75,508da0af802a17ee38dcea24714f7fb7,Sóng âm bật CID,82c65e8338bae2c90f5eff08fda2761d,Không có dự án con,378264207005a4711f5dfae14ec43e66,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
a02ffd91ece5e7efeb46db8f10a74059,150,Nhạc Pop Trung Quốc,672,Nhạc Trung - 2 - Red One,379,Nhạc Trung - 2 - Red One | Thanh xuân,50,42,4.904000000000000000000000,0.00,0,0.00,9.0000000000000000,1046,64,126,125,731,0.06118546845124282983,0.12045889101338432122,0.11950286806883365201,0.69885277246653919694
ed5f268a9548cdc1891b98660883163d,96,Deep House,3401502b4c84bdc0a00000fb8bfa1aa7,Deep House Hitkend,37ef48a7dbd0b51cbda6f9bc3a46e071,Techno,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
bca82e41ee7b0833588399b1fcd177c7,90,Cinematic,673,Cinematic - 2 - An Tuệ,380,Cinematic - 2 - An Tuệ | Cinematic,71,55,224.116000000000000000000000,9.00,0,9.00,9.0000000000000000,182,18,36,36,92,0.09890109890109890110,0.19780219780219780220,0.19780219780219780220,0.50549450549450549451
00ec53c4682d36f5c4359f4ae7bd7ba1,140,Jazz House,674,Jazz House - 2 - An Tuệ,381,Jazz House - 2 - An Tuệ | Jazz House,31,0,0,0.00,0,0.00,,0,0,0,0,0,0,0,0,0
4f6ffe13a5d75b2d6a3923922b3922e5,107,Giáng Sinh Cover - 1,675,Giáng Sinh Pop Cover - PD - 2 - An Tuệ,382,Giáng Sinh Pop Cover - PD - 2 - An Tuệ | Pop Cover PD,1,0,0,0.00,0,0.00,,0,0,0,0,0,0,0,0,0
2499c0fea3c421b4ca8dcce504327b6e,91,Classical,815a5db0f121c22f8b20714e0b5bc717,Không có dự án con,382340b2abdd19044405d953d8c90982,Thu mua Halidon,1,1,612.042000000000000000000000,0,0,0,,6,6,0,0,0,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
beed13602b9b0e6ecb5b568ff5058f07,107,Giáng Sinh Cover - 1,676,Giáng Sinh Pop Cover - 1 - 2 - An Tuệ,383,Giáng Sinh Pop Cover - 1 - 2 - An Tuệ | Pop Cover Top Hit,1,0,0,0.00,0,0.00,,0,0,0,0,0,0,0,0,0
0584ce565c824b7b7f50282d9a19945b,112,Jazz,679,Jazz - Red One,384,Jazz - Red One | Smooth Jazz,16,0,0,1820.00,0,1820.00,7.9000000000000000,0,0,0,0,0,0,0,0,0
dc912a253d1e9ba40e2c597ed2376640,111,Indie Pop - 2,678,Indie Pop - 2 - Red One,385,Indie Pop - 2 - Red One | Pop Hàn Nhật Sáng,31,27,0,0.00,0,0.00,9.0000000000000000,662,60,120,120,362,0.09063444108761329305,0.18126888217522658610,0.18126888217522658610,0.54682779456193353474
39461a19e9eddfb385ea76b26521ea48,96,Deep House,650,Deep House - 2 - Red One,386,Deep House - 2 - Red One | Giáng Sinh,1,0,0,0.00,0,0.00,,0,0,0,0,0,0,0,0,0
8efb100a295c0c690931222ff4467bb8,149,Deep Chill House,682,Deep Chill House - 2 - An Tuệ,387,Deep Chill House - 2 - An Tuệ | Deep Chill,28,0,0,0.00,0,0.00,,0,0,0,0,0,0,0,0,0
d9fc5b73a8d78fad3d6dffe419384e70,112,Jazz,680,Jazz - An Tuệ,388,Jazz - An Tuệ | Smooth Ballad Jazz,1,0,0,216.00,0,216.00,,0,0,0,0,0,0,0,0,0
c86a7ee3d8ef0b551ed58e354a836f2b,107,Giáng Sinh Cover - 1,683,Giáng Sinh Disco Cover - PD - 2 - An Tuệ,389,Giáng Sinh Disco Cover - PD - 2 - An Tuệ | Disco Cover PD,1,0,0,0.00,0,0.00,,0,0,0,0,0,0,0,0,0
c32be3ca63c89a816b3005f32008f1b8,593258ed278518150ff051df0e8f4f92,Phúc Âm (có lời) - 2 - MKT2,c81a4b3f2ac1ded035d11d049d65c6b6,Không có dự án con,389d93b9043a132cfd1a20c13b730c8f,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
faeaf15f5b46442911ddb7970f988104,125,Piano Cover - 0,137317ac7fb5c837fd9114540b52e144,Piano Cover,38da48e57e3ebd5356d22e15cef1d072,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
50029642e323f5c016fc8fa4f9e6f6b7,130,Relax,417,Piano Relax - FM,38dbe8d8535485206f18a7b025c8c5c8,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
a01a0380ca3c61428c26a231f0e49a09,149,Deep Chill House,684,Deep Chill House - 2 - Red One,390,Deep Chill House - 2 - Red One | Deep Chill,100,94,19655.996200000000000000000000,400.00,0,400.00,8.5520000000000000,21184,773,1450,1530,17431,0.03648980362537764350,0.06844788519637462236,0.07222432024169184290,0.82283799093655589124
f8c1f23d6a8d8d7904fc0ea8e066b3bb,130,Relax,412,Piano - An Tuệ,396,Piano - An Tuệ | Soothing,83,63,92985.081900000000000000000000,26560.00,0,26560.00,9.0120481927710843,22671,4349,7870,6136,4316,0.19183097349036213665,0.34713951744519430109,0.27065413964977283755,0.19037536941467072471
01e42a606901e5df9a91d53af412ae03,118,Nhạc AI MKT 4,9d5196c6e2fabddbb01a36cac04ad80b,Không có dự án con,397ac0c5a36841ec976f0cc74d8055c6,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6abe251dc65bb45490419d34bbb647ea,772e218f04bcbaa5b14d775d0cb96333,Indie Pop - 2 - MKT1,0dfa3314ac182ed348d020bf57619512,Không có dự án con,398ccb52f3248b09d176f4ef2b28df99,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6f8f2d10e44cd7f8af69058b3fd0027c,73457ee1f3db503b02eca90451439a62,Lofi - 2 - MKT2,2fedf04a156617a34cf2e92693293026,Lofi - 2 - MKT2 | Lofi,39fa9d60c0709d7ccf088d87b6e9d39e,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
88156fba8019fb8afe66d293b1c26796,130,Relax,91bb7c8583af612dee6146dd5514ca3b,RELAX PIANO,3b9525b0e06ddbdd5e52147e6ad68842,Không có kho,14,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2836ef6fada55aee3afded6fccdcd583,94,Dark Ambience,695,Dark Ambience - 2 - An Tuệ,3bca7ab4f6c8a17a547fd79de3788a61,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
28490972df20f65e3102fc8a64f849b2,94cbf45299c1ff766052a52d59f03f6a,Piano - MKT4,d421c67a3c54af731c8c8aa556faed6c,Không có dự án con,3bf06dc81742c1691610a28cbfde96c0,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
b54c6537fe1b43904a9e97ab5a16de97,91,Classical,815a5db0f121c22f8b20714e0b5bc717,Không có dự án con,3c185bdf5de39cfc85414e1a4e26c0e0,CID ĐỘC QUYỀN THEO KÊNH,14,6,34673.481900000000000000000000,0,0,0,,3778,878,812,518,1570,0.23239809422975119111,0.21492853361566966649,0.13710958178930651138,0.41556379036527263102
658899729ec971725c4dd1325e07a297,130,Relax,feba7ba8d35d69c76413f20d0c3c504d,Piano Relax Thu Mua MKT4,3c34b9217095cb991627844bc7e05de9,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
519f21027ff6458d1d853857bb2881ca,112,Jazz,75891746514a5825ad07d00e951c551e,Jazz Kho Riêng,3c6ecc0087a7e6d45926523ffabcf4fa,Không có kho,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
c84a2594582cadebdf11c1488dca52ec,111,Indie Pop - 2,3d102e50d19f6ba3dd00fbf9b22682d2,Indie Pop - AI,3c771ae7ea1d5cb81af40d1bbe28d46f,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4d9138bbe79ef1cd02a5ec14d004d62b,0ccbc07ed5d0178efc7de7dcdcfd785f,Piano Relax - FMG,fa1510d1c7e5de337ecabb45fe221511,Không có dự án con,3cbf6830604cf9f926b000887a5c7247,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
461389498c6a727afdb9c01ba6fe157e,d146caaa227d84886ad3640b6a95b21c,Kid Song Cover,46024ce0030a80fdb5af2c3ac36765fa,Không có dự án con,3dd4b0baeccc6f1bd2f889d0a18dfa6c,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
57b3545c433aff9cf7d5de636b58dd35,0ccbc07ed5d0178efc7de7dcdcfd785f,Piano Relax - FMG,a82e4ef6e7969e810d2a99cd672e2f40,Piano Relax - FMG | Thư giãn,3dfbd72defbb4b2f0af49ced1f012e4d,Không có kho,30,0,0,2904.70,0,2904.70,8.5000000000000000,0,0,0,0,0,0,0,0,0
84cc0000bfb55792828961954c69c20a,81,Roblox,ccd474ca2b8ceb967abc6d7e8b46020c,Không có dự án con,3e10b4878d72fcc41c72dfc0d437d4e7,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
aae182b87872a01b6f44b0d75a78cb7e,150,Nhạc Pop Trung Quốc,776,Nhạc Trung - 2 - An Tuệ,3e1dbeada7921e1721b7981f427d615b,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
801781ea0f2a62a16f8e002ddc98c50a,96,Deep House,b03bbf0c6df6daa75fb563bc69bef781,Không có dự án con,3e3e57b6d4ee0671228679528f5e3562,Million records,18,0,0,0,6656.0000000000000000,6656.0000000000000000,,0,0,0,0,0,0,0,0,0
96a0ccc5c7b038b8877400e7c6e6cd79,96,Deep House,3401502b4c84bdc0a00000fb8bfa1aa7,Deep House Hitkend,3e6f664f92d53917691c27b6a1aa8bf7,Deep House,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4afbfc52ff8f78c96a2c87a593d56cc9,125,Piano Cover - 0,2e07e0fe56da956789e9464de992660e,Không có dự án con,3e87fda61bece40844b7cfa8ee758cc6,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7db0b1946bec74d34d19021e52258d4b,140,Jazz House,f4142fb5bb46a40f24a13d500f4c42e7,Jazz House | Groovy Jazz House,3f0a4c018355406130ee2c9dd31c362c,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6213842fdc75e316020df75a139969d5,116,Lofi,c85959fcf73d7bf1c3486bb49487f15c,Không có dự án con,3f66780e06810b4bcdea3701c40c80c0,PUEBLO VISTA POLYMESA KAI MOUSIKI LP,721,174,714.740200000000000000000000,0,4153.76079999999989472000,4153.76079999999989472000,,2048,63,123,131,1731,0.03076171875000000000,0.06005859375000000000,0.06396484375000000000,0.84521484375000000000
cf0d1a1ed028b28fc5430806f1217a60,112,Jazz,679,Jazz - Red One,3fab49bd79f0ce2cfc70058c9c1d96a3,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3a1c27cad350499b76112dc86c7c140a,96,Deep House,b03bbf0c6df6daa75fb563bc69bef781,Không có dự án con,3fadca28270ea5c05545c736c988c2d8,Deep Disco,572,572,273300.917500000000000000000000,0,125260.9119999999999952,125260.9119999999999952,,145878,8406,16995,17360,103117,0.05762349360424464278,0.11650146012421338379,0.11900355091240625728,0.70687149535913571615
a8095efb13c31ffb46be7f549ae07884,154,Neo Classical,734,Neo Classical - 2 - An Tuệ,3fb9525a54bf5c4cd1bcf0f88c305f98,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
08c2e2793ec48c3bfae449916d4b0ea6,116,Lofi,399,Lofi bật CID,3ff7604ef830413bc58d3e967299e376,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
18d8042386b79e2c279fd162df0205c8,91,Classical,694,Classical Live Session - Label,400,Classical Live Session - Label | Carolight,1,0,0,1400.00,0,1400.00,,0,0,0,0,0,0,0,0,0
69cb3ea317a32c4e6143e665fdb20b14,94,Dark Ambience,695,Dark Ambience - 2 - An Tuệ,402,Dark Ambience - 2 - An Tuệ | Dark Ambience,40,0,0,0.00,0,0.00,,0,0,0,0,0,0,0,0,0
fee7564564a375fe78fa6ef74770ef3a,c3128e12e38497742d3320a03879030a,Piano - MKT1,619e9a9498fb448d6c7669fb7286bec6,Không có dự án con,4025ef32c295f54010926274a52b9867,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
bbf94b34eb32268ada57a3be5062fe7d,140,Jazz House,440,Jazz House - Label,403,Jazz House - Label | Day Night Jazz House,20,9,0,3480.00,0,3480.00,8.6550000000000000,81,7,18,14,42,0.08641975308641975309,0.22222222222222222222,0.17283950617283950617,0.51851851851851851852
4f4adcbf8c6f66dcfc8a3282ac2bf10a,143,Om Healing,665,Om Healing - Label,404,Om Healing - Label | Ngủ (chuông only),10,0,0,330.00,0,330.00,8.7000000000000000,0,0,0,0,0,0,0,0,0
bbcbff5c1f1ded46c25d28119a85c6c2,143,Om Healing,665,Om Healing - Label,405,Om Healing - Label | Ngủ (có nhạc),10,10,0,660.00,0,660.00,9.0000000000000000,97,8,7,9,73,0.08247422680412371134,0.07216494845360824742,0.09278350515463917526,0.75257731958762886598
2bb69aa8f98c9eb00055ef9ef2122dda,112,Jazz,1e13636bb795c2a11272f77d147c9770,Lounge Jazz,40588dfbc9498d6c75f048c2b2dfc831,Không có kho,1,0,0,0,0,0,9.0000000000000000,0,0,0,0,0,0,0,0,0
8cb22bdd0b7ba1ab13d742e22eed8da2,143,Om Healing,665,Om Healing - Label,406,Om Healing - Label | Thiền (chuông only),10,8,0,290.00,0,290.00,9.0000000000000000,16,2,2,2,10,0.12500000000000000000,0.12500000000000000000,0.12500000000000000000,0.62500000000000000000
f4f6dce2f3a0f9dada0c2b5b66452017,143,Om Healing,665,Om Healing - Label,407,Om Healing - Label | Thiền (có nhạc),10,10,0,680.00,0,680.00,9.0000000000000000,56,6,7,7,36,0.10714285714285714286,0.12500000000000000000,0.12500000000000000000,0.64285714285714285714
0d0fd7c6e093f7b804fa0150b875b868,127,R&B,696,R&B - 2 - Red One,408,R&B - 2 - Red One | R&B Soul,113,113,1848.614000000000000000000000,0.00,0,0.00,9.0000000000000000,2005,142,281,280,1302,0.07082294264339152120,0.14014962593516209476,0.13965087281795511222,0.64937655860349127182
a96b65a721e561e1e3de768ac819ffbb,112,Jazz,697,Jazz - 2 - Red One,409,Jazz - 2 - Red One | Blues Jazz,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
e04457d90db0641c4e5f0bf76b967912,96,Deep House,b03bbf0c6df6daa75fb563bc69bef781,Không có dự án con,40acd7a7d50806a5183fb6a3b88aeed8,Frequency,8,1,15.79700000000000000000,0,3754.3792000000000000,3754.3792000000000000,,1,1,0,0,0,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
1e0f9f42dfe83f96012a2a41f2c1dff0,8a32c743bf6ada532a0a0785c5171177,Phúc âm - MKT2,b684bd6a5f74b36dea80c03ef3f4ab16,Phúc âm - MKT2 | Tạo động lực,40f281e70f9d93c35133b5a6204ae84e,Không có kho,5,3,103.39640000000000000000,668.00,0,668.00,8.5000000000000000,53,4,17,4,28,0.07547169811320754717,0.32075471698113207547,0.07547169811320754717,0.52830188679245283019
1068c6e4c8051cfd4e9ea8072e3189e2,140,Jazz House,698,Jazz House - 2 - Label,410,Jazz House - 2 - Label | City Loops,10,10,0,632.00,0,632.00,9.0000000000000000,41,5,10,8,18,0.12195121951219512195,0.24390243902439024390,0.19512195121951219512,0.43902439024390243902
b9228e0962a78b84f3d5d92f4faa000b,140,Jazz House,440,Jazz House - Label,412,Jazz House - Label | 2601,10,10,0,1640.00,0,1640.00,8.9400000000000000,74,4,11,13,46,0.05405405405405405405,0.14864864864864864865,0.17567567567567567568,0.62162162162162162162
0deb1c54814305ca9ad266f53bc82511,143,Om Healing,665,Om Healing - Label,413,Om Healing - Label | Om healing (chuông only),0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
66808e327dc79d135ba18e051673d906,91,Classical,694,Classical Live Session - Label,414,Classical Live Session - Label | Viết Tiếp Ước Mơ,1,0,0,1400.00,0,1400.00,,0,0,0,0,0,0,0,0,0
8fe0093bb30d6f8c31474bd0764e6ac0,116,Lofi,657,Lofi - 2 - An Tuệ,416,Lofi - 2 - An Tuệ | Deep Work,40,20,37.711000000000000000000000,180.00,0,180.00,9.0000000000000000,395,76,143,130,46,0.19240506329113924051,0.36202531645569620253,0.32911392405063291139,0.11645569620253164557
99148fdf97ea43064fdee0016660b01a,96,Deep House,365,Deep House - An Tuệ,41659cad972bac701ba5bd54ae6c4e08,Không có kho,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
41ae36ecb9b3eee609d05b90c14222fb,112,Jazz,387,Jazz - FM,417,Jazz - FM | Bossa Nova Jazz 2,12,12,0,2000.00,0,2000.00,9.2333333333333333,29,5,7,13,4,0.17241379310344827586,0.24137931034482758621,0.44827586206896551724,0.13793103448275862069
7eacb532570ff6858afd2723755ff790,112,Jazz,387,Jazz - FM,419,Jazz - FM | Smooth Ballad Jazz 2,12,10,29.249700000000000000000000,2000.00,0,2000.00,9.0833333333333333,621,155,269,137,60,0.24959742351046698873,0.43317230273752012882,0.22061191626409017713,0.09661835748792270531
54e56c1f32230604a49315bb15f84579,130,Relax,8e1af1784ffeed1f21039e76605b38f5,Piano - MKT2,41d28bac1db9360ff76473d9aea7da5c,Không có kho,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
b6f0479ae87d244975439c6124592772,112,Jazz,387,Jazz - FM,420,Jazz - FM | Lounge Jazz,12,12,6.351600000000000000000000,2480.00,0,2480.00,9.2083333333333333,251,58,112,66,15,0.23107569721115537849,0.44621513944223107570,0.26294820717131474104,0.05976095617529880478
e0c641195b27425bb056ac56f8953d24,130,Relax,411,Piano - Red One,421,Piano - Red One | Soothing 2,30,30,9061.667600000000000000000000,9600.00,0,9600.00,9.0333333333333333,5080,949,1843,1358,930,0.18681102362204724409,0.36279527559055118110,0.26732283464566929134,0.18307086614173228346
f85454e8279be180185cac7d243c5eb3,96,Deep House,650,Deep House - 2 - Red One,422,Deep House - 2 - Red One | Tropical Vocal House,193,162,1714.096300000000000000000000,0.00,0,0.00,9.0200000000000000,7645,458,963,947,5277,0.05990843688685415304,0.12596468279921517332,0.12387181164159581426,0.69025506867233485939
faa9afea49ef2ff029a833cccc778fd0,130,Relax,411,Piano - Red One,423,Piano - Red One | Nhạc cầu nguyện,11,10,1043.026400000000000000000000,2300.00,0,2300.00,8.5500000000000000,459,136,221,87,15,0.29629629629629629630,0.48148148148148148148,0.18954248366013071895,0.03267973856209150327
3c7781a36bcd6cf08c11a970fbe0e2a6,90,Cinematic,354,Cinematic - An Tuệ,424,Cinematic - An Tuệ | Phiêu lưu,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
