step_order,buoc,status_order,tinh_trang,flow_item_key,resource_id,hg_stock_id,isrc,so_id,po_id,po_detail_id,channel_id,repository_id,production_sub_project_id,production_project_id,stock_sub_project_id,stock_project_id,sub_project_id,project_id,order_company_id,stock_company_id,company_id,net_id,platform,stock_stored_date,recorded_date,so_luong
1,OD→SX,1,Hoàn thành,OD_SX:1:907,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:908,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:909,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:910,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:911,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:912,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:913,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:914,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:915,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:916,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:917,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:918,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:669,,,,168,,,,367,658,142,,,658,142,,,,,,,,15
1,OD→SX,1,Hoàn thành,OD_SX:1:1000,,,,182,,,,367,658,142,,,658,142,,,,,,,,15
1,OD→SX,1,Hoàn thành,OD_SX:1:922,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:923,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:924,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:925,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:926,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:927,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:928,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:929,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:930,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:931,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:932,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:933,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:934,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:935,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:936,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:937,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:938,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:939,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:940,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:941,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:942,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:943,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:944,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:945,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:947,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:948,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:949,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:950,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:951,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
1,OD→SX,1,Hoàn thành,OD_SX:1:952,,,,176,,,,367,658,142,,,658,142,,,,,,,,1
