fact_po_detail_sk,po_detail_id,po_id,qty_order,repository
8d317bdcf4aafcfc22149d77babee96d,747,321,1,145
e56954b4f6347e897f954495eab16a88,265,95,10,269
e49b8b4053df9505e1f48c3a701c0682,748,321,1,145
b056eb1587586b71e2da9acfe4fbd19e,749,321,1,145
03f544613917945245041ea1581df0c2,1089,454,10,
5f2c22cb4a5380af7ca75622a6426917,720,304,2,
feab05aa91085b7a8012516bc3533958,1145,499,10,
386854131f58a556343e056f03626e00,5551,1238,1,
7d771e0e8f3633ab54856925ecdefc5d,1178,515,1,361
1f50893f80d6830d62765ffad7721742,880,374,5,160
14bfa6bb14875e45bba028a21ed38046,69,21,10,250
723dadb8c699bf14f74503dbcb6e09c1,4894,1072,5,276
0537fb40a68c18da59a35c2bfe1ca554,744,319,1,145
5f0f5e5f33945135b874349cfbed4fb9,745,320,1,145
2cfd4560539f887a5e420412b370b361,1123,485,16,377
e515df0d202ae52fcebb14295743063b,1030,418,10,
afdec7005cc9f14302cd0474fd0f3c96,1031,418,10,
8e54d6b523b279543ac12a0f7333cd3c,3867,845,100,250
b137fdd1f79d56c7edf3365fea7520f2,750,322,1,167
912d2b1c7b2826caf99687388d2e8f7c,751,322,1,167
5b8add2a5d98b1a652ea7fd72d942dac,317,137,10,274
a1d33d0dfec820b41b54430b50e96b5c,752,322,1,167
7f5d04d189dfb634e6a85bb9d9adf21e,687,295,50,268
6f2268bd1d3d3ebaabb04d6b5d099425,753,323,1,166
872488f88d1b2db54d55bc8bba2fad1b,754,323,1,166
ccb0989662211f61edae2e26d58ea92f,755,323,1,166
2823f4797102ce1a1aec05359cc16dd9,756,323,1,166
4502591a3be059858cf9e9d763134ee3,5552,1238,1,
b1a59b315fc9a3002ce38bbe070ec3f5,261,90,2.42,268
dabd8d2ce74e782c65a973ef76fd540b,1179,515,1,361
bf62768ca46b6c3b5bea9515d1a1fc45,758,324,1,167
fa14d4fe2f19414de3ebd9f63d5c0169,759,324,1,167
2ca65f58e35d9ad45bf7f3ae5cfd08f1,760,325,1,167
88ae6372cfdc5df69a976e893f4d554b,761,325,1,167
7f975a56c761db6506eca0b37ce6ec87,1011,404,3,98
f33ba15effa5c10e873bf3842afb46a6,1012,404,3,99
4c27cea8526af8cfee3be5e183ac9605,638,283,1,172
6a10bbd480e4c5573d8f3af73ae0454b,635,282,1,171
c5ab0bc60ac7929182aadd08703f1ec6,636,282,1,171
6b180037abbebea991d8b1232f8a8ca9,1013,404,4,100
70162fe655ec381ac6312ebf026aac54,3868,845,20,274
6a2feef8ed6a9fe76d6b3f30f02150b4,1092,457,50,250
3b712de48137572f3849aabd5666a4e3,1122,485,10,
496e05e1aea0a9c4655800e8a7b9ea28,305,134,16,
2291d2ec3b3048d1a6f86c2c4591b7e0,664,290,1,171
84117275be999ff55a987b9381e01f96,665,290,1,171
fae0b27c451c728867a567e8c1bb4e53,666,290,1,171
86b122d4358357d834a87ce618a55de0,773,335,1,160
4e0928de075538c593fbdabb0c5ef2c3,774,335,1,160
8a3363abe792db2d8761d6403605aeb7,1146,499,16,377
a1d50185e7426cbb0acad1e6ca74b9aa,1147,499,16,307
68b1fbe7f16e4ae3024973f12f3cb313,1093,457,10,274
8597a6cfa74defcbde3047c891d78f90,1119,484,30,
766d856ef1a6b02f93d894415e6bfa0e,1014,408,6,207
d58072be2820e8682c0a27c0518e805e,806,346,8,205
6eb6e75fddec0218351dc5c0c8464104,1180,515,1,361
f2201f5191c4e92cc5af043eebfd0946,767,331,1,161
3a835d3215755c435ef4fe9965a3f2a0,768,331,1,161
2c620a8c232f32aa9e7dcbc90102b253,3869,846,100,250
c255c05246a081654a0267cbb725f5a7,3870,846,20,274
c0f168ce8900fa56e57789e2a2f2c9d0,775,336,1,138
959a557f5f6beb411fd954f3f34b21c3,766,330,1,147
d840cc5d906c3e9c84374c8919d2074e,765,329,1,162
5807a685d1a9ab3b599035bc566ce2b9,764,328,1,161
eefc9e10ebdc4a2333b42b2dbb8f27b6,763,327,1,147
06997f04a7db92466a2baa6ebc8b872d,762,326,1,162
4ea06fbc83cdd0a06020c35d50e1e89a,770,333,1,98
288cc0ff022877bd3df94bc9360b9c5d,769,332,1,98
09c6c3783b4a70054da74f2538ed47c6,1149,500,20,
2b38c2df6a49b97f706ec9148ce48d86,1150,500,30,
4a213d37242bdcad8e7300e202e7caa4,1130,488,0,274
41bfd20a38bb1b0bec75acf0845530a7,1094,458,2,
f197002b9a0853eca5e046d9ca4663d5,1151,500,20,
298923c8190045e91288b430794814c4,1015,409,50,250
8c6744c9d42ec2cb9e8885b54ff744d0,776,336,1,138
98d6f58ab0dafbb86b083a001561bb34,873,374,30,367
aeb3135b436aa55373822c010763dd54,871,374,30,365
f1c1592588411002af340cbaedd6fc33,777,337,1,138
e07413354875be01a996dc560274708e,778,337,1,138
67d96d458abdef21792e6d8e590244e7,779,337,1,138
53420bd6e6798761679772a7dd012674,4723,1032,50,250
69a5b5995110b36a9a347898d97a610e,1129,488,50,268
8c19f571e251e61cb8dd3612f26d5ecf,263,90,6.52,268
06eb61b839a0cefee4967c67ccb099dc,310,135,15,
9dfcd5e558dfa04aaf37f137a1d9d3e5,311,135,30,307
89f0fd5c927d466d6ec9a21b9ac34ffa,325,140,30,245
320722549d1751cf3f247855f937b982,320,139,30,268
2ac2406e835bd49c70469acae337d292,1181,515,1,361
08fe2621d8e716b02ec0da35256a998d,1016,409,10,274
9a3d458322d70046f63dfd8b0153ece4,1193,515,1,361
dd03de08bfdff4d8ab01117276564cc7,4724,1032,10,274
a8e864d04c95572d1aece099af852d0a,780,338,1,138
7143d7fbadfa4693b9eec507d9d37443,781,338,1,138
551cb238f4895024b98d1943b708de7c,3871,847,100,250
d35b05a832e2bb91f110d54e34e2da79,3872,847,20,274
db346ccb62d491029b590bbbf0f5c412,3873,848,100,250
2b44928ae11fb9384c4cf38708677c48,115,39,100,312
da4fb5c6e93e74d3df8527599fa62642,120,40,10,
4c56ff4ce4aaf9573aa5dff913df997a,121,40,30,
a0a080f42e6f13b3a2df133f073095dd,122,40,10,310
5ef059938ba799aaa845e1c2e8a762bd,118,39,50,
76dc611d6ebaafc66cc0879c71b5db5c,128,41,10,310
c8ffe9a587b126f152ed3d89a146b445,124,40,50,
a42a596fc71e17828440030074d15e74,1194,515,1,361
7f6ffaa6bb0b408017b62254211691b5,112,39,20,
5fd0b37cd7dbbb00f97ba6ce92bf5add,114,39,10,310
73278a4a86960eeb576a8fd4c9ec6997,113,39,20,
07e1cd7dca89a1678042477183b7ac3f,119,40,10,
ec8956637a99787bd197eacd77acce5e,102,37,50,312
6974ce5ac660610b44d9b9fed0ff9548,103,37,50,
c9e1074f5b3f9fc8ea15d152add07294,104,37,50,
38b3eff8baf56627478ec76a704e9b52,101,37,30,
f899139df5e1059396431415e770c6dd,100,37,20,
5f93f983524def3dca464469d2cf9f3e,110,38,50,
2a38a4a9316c49e5a833517c45d31070,88,27,2,162
3ef815416f775098fe977004015c6193,85,27,8,155
43ec517d68b6edd3015b3edc9a11367b,81,27,20,166
7647966b7343c29048673252e490f736,89,27,10,160
fe9fc289c3ff0af142b6d3bead98a923,83,27,11,171
202cb962ac59075b964b07152d234b70,123,40,100,312
2ed80f6311c1825feb854d78fa969d34,3874,848,20,274
f85454e8279be180185cac7d243c5eb3,422,193,1,
b6f0479ae87d244975439c6124592772,420,191,1,
7eacb532570ff6858afd2723755ff790,419,190,1,
d1f255a373a3cef72e03aa9d980c7eca,418,189,1,
0deb1c54814305ca9ad266f53bc82511,413,188,1,
66808e327dc79d135ba18e051673d906,414,188,1,
42e7aaa88b48137a16a1acd04ed91125,415,188,1,
41ae36ecb9b3eee609d05b90c14222fb,417,188,1,
8fe0093bb30d6f8c31474bd0764e6ac0,416,188,3,
45f31d16b1058d586fc3be7207b58053,1152,500,30,
55b1927fdafef39c48e5b73b5d61ea60,1153,500,20,
e8b1cbd05f6e6a358a81dee52493dd06,1154,500,30,
fe709c654eac84d5239d1a12a4f71877,1131,489,10,
b90ba83119860d7f6a6dfaab9f2aa150,4302,938,1,407
b052e2e0c0ad1b2d5036bd56e27d061c,4303,938,1,407
e0c7ccc47b2613c82d1073a4214deecc,4199,938,1,406
86dba86754c0ad93997a11fa947d97b2,4200,938,1,406
11b9842e0a271ff252c1903e7132cd68,303,134,15,310
37bc2f75bf1bcfe8450a1a41c200364c,304,134,16,307
cb5f984421c93f1efb42b53a43f83c3a,4009,906,1,338
6693a7aacb8a2e74c6f5fe91bc39864b,4010,906,1,338
b14680dec683e744ada1f2fe08614086,4011,906,1,338
0dd1bc593a91620daecf7723d2235624,3880,850,1,370
a1c5aff9679455a233086e26b72b9a06,3881,850,1,370
b2eb7349035754953b57a32e2841bda5,306,134,40,335
8e98d81f8217304975ccb23337bb5761,307,135,20,
a8c88a0055f636e4a163a5e3d16adab7,308,135,20,
eddea82ad2755b24c4e168c5fc2ebd40,309,135,20,
950a4152c2b4aa3ad78bdd6b366cc179,312,135,15,
158f3069a435b314a80bdcb024f8e422,313,135,29,
25b2822c2f5a3230abfadd476e8b04c9,425,198,1,
3c7781a36bcd6cf08c11a970fbe0e2a6,424,197,1,
470e7a4f017a5476afb7eeb3f8b96f9b,757,323,1,166
c60d060b946d6dd6145dcbad5c4ccf6f,1118,484,20,
5d616dd38211ebb5d6ec52986674b6e4,1017,410,1,
51ef186e18dc00c2d31982567235c559,874,374,11,171
4b0a59ddf11c58e7446c9df0da541a84,875,374,10,172
49c9adb18e44be0711a94e827042f630,869,374,15,338
7bfa32686d200c64cb46de03ac2eac0d,4252,953,5,392
5680522b8e2bb01943234bce7bf84534,1185,515,1,361
2b6d65b9a9445c4271ab9076ead5605a,1186,515,1,361
c36b1132ac829ece87dda55d77ac06a4,4777,1045,50,445
085ccaddbd3aa270b1d72beef6bbc5ca,4778,1045,74,446
69dd2eff9b6a421d5ce262b093bdab23,6208,1384,1,459
7ffb4e0ece07869880d51662a2234143,5058,1122,1,430
094bb65ef46d3eb4be0a87877ec333eb,4259,954,10,419
5101a4796c5127131b2112e2bc6fe02b,4260,954,10,420
7a9a322cbe0d06a98667fdc5160dc6f8,4896,1074,7,274
285f89b802bcb2651801455c86d78f2a,1155,501,50,250
e22312179bf43e61576081a2f250f845,1156,501,10,274
4aaa76178f8567e05c8e8295c96171d8,4684,1010,30,
5265d33c184af566aeb7ef8afd0b9b03,4685,1010,30,
4f284803bd0966cc24fa8683a34afc6e,1187,515,1,361
1aa48fc4880bb0c9b8a3bf979d3b917e,803,346,50,361
7fc63ff01769c4fa7d9279e97e307829,4019,907,1,338
ef50c335cca9f340bde656363ebd02fd,1018,411,1,
c44e503833b64e9f27197a484f4257c0,1188,515,1,361
82c2559140b95ccda9c6ca4a8b981f1e,1189,515,1,361
160c88652d47d0be60bfbfed25111412,1190,515,1,361
b20bb95ab626d93fd976af958fbc61ba,1191,515,1,361
0188e8b8b014829e2fa0f430f0a95961,1195,515,1,361
9adeb82fffb5444e81fa0ce8ad8afe7a,1196,515,1,361
ae5e3ce40e0404a45ecacaaf05e5f735,1197,515,1,361
7c9d0b1f96aebd7b5eca8c3edaa19ebb,1134,491,1,
801c14f07f9724229175b8ef8b4585a8,1137,493,1,
fd06b8ea02fe5b1c2496fe1700e9d16c,1133,490,1,
fd2c5e4680d9a01dba3aada5ece22270,1135,492,1,
47a658229eb2368a99f1d032c8848542,1136,493,1,
92bf5e6240737e0326ea59846a83e076,2772,592,1,340
f565bb9efccaf6986443db0bf01018bc,2773,592,1,340
228499b55310264a8ea0e27b6e7c6ab6,1585,553,30,382
571e0f7e2d992e738adff8b1bd43a521,1132,490,1,
c3e0c62ee91db8dc7382bde7419bb573,1138,494,1,
ccc81a97c1535f9a631b9db584a264e4,3875,849,1,396
b24d516bb65a5a58079f0f3526c87c57,1220,520,1,360
1d72310edc006dadf2190caad5802983,1221,520,1,360
d82118376df344b0010f53909b961db3,1381,539,1,361
4e0d67e54ad6626e957d15b08ae128a6,1382,539,1,361
cd0dce8fca267bf1fb86cf43e18d5598,1383,539,1,361
5ca3e9b122f61f8f06494c97b1afccf3,1384,539,1,361
86e8f7ab32cfd12577bc2619bc635690,1385,539,1,361
363763e5c3dc3a68b399058c34aecf2c,1386,539,1,361
4fa7c62536118cc404dec4a0ca88d4f6,1387,539,1,361
0c0a7566915f4f24853fc4192689aa7e,1388,539,1,361
2bd7f907b7f5b6bbd91822c0c7b835f6,1389,539,1,361
359f38463d487e9e29bd20e24f0c050a,1390,539,1,361
e4acb4c86de9d2d9a41364f93951028d,4688,1013,16,251
56c51a39a7c77d8084838cc920585bd0,4162,930,1,405
60495b4e033e9f60b32a6607b587aadd,4163,930,1,405
8f19793b2671094e63a15ab883d50137,1586,553,10,383
49af6c4e558a7569d80eee2e035e2bd7,1587,553,20,380
001ab2fa029c064a45e41f8b2644a292,4897,1075,25,250
1770ae9e1b6bc9f5fd2841f141557ffb,4898,1075,2,274
5446f217e9504bc593ad9dcf2ec88dda,6209,1384,1,459
834a3bd235bca0caa53141f2ebc30438,3876,849,1,396
8d9a6e908ed2b731fb96151d9bb94d49,3877,849,1,396
63cb524a9f51b7858733e1108bf556fa,4285,936,1,405
ae3f58a127f6c1f12c4942432d1f246a,5537,1234,1,459
9e886e4b377efe990f936dde0d9c98ca,5538,1234,1,459
70117ee3c0b15a2950f1e82a215e812b,5059,1123,5,415
8d749ea54f6657b0396c204d3148da60,5060,1123,5,392
f466e84e4d899dda09be2bf2d3d7ece3,5061,1123,10,
e7d161ac8d8a76529d39d9f5b4249ccb,4760,1037,109,251
35464c848f410e55a13bb9d78e7fddd0,1548,550,15,
c88d8d0a6097754525e02c2246d8d27f,1549,550,50,
6b8eba43551742214453411664a0dcc8,1550,550,5,
4e6cd95227cb0c280e99a195be5f6615,1551,550,3,
351b33587c5fdd93bd42ef7ac9995a28,1552,550,3,
18ead4c77c3f40dabf9735432ac9d97a,1553,550,2,
a08e32d2f9a8b78894d964ec7fd4172e,4901,1077,50,250
98986c005e5def2da341b4e0627d4712,1554,550,1,
b2dd140336c9df867c087a29b2e66034,1555,550,1,
4e9cec1f583056459111d63e24f3b8ef,1556,550,20,
596f713f9a7376fe90a62abaaedecc2d,1557,550,10,
e7a425c6ece20cbc9056f98699b53c6f,4902,1077,5,274
05c7ac946880ad7eed28166b478c7277,5062,1123,20,
35a0f1963430da063133ba27d695f851,5063,1123,20,
91a4d5c9c78d0de89b38ff408f49f39c,5105,1165,52,269
a7971abb4134fc0cfcec7d589e1ebcf6,5032,1119,1,339
91c77393975889bd08f301c9e13a44b7,5033,1119,1,339
63a99723ebb3af94d52b474c3b21dbe1,5746,1278,1,
1db3fa8e5bbd04882892f478a301a311,5748,1280,1,
0e98aeeb54acf612b9eb4e48a269814c,5749,1281,1,420
020c8bfac8de160d4c5543b96d1fdede,1559,550,2,
3a20f62a0af1aa152670bab3c602feed,1560,550,1,
2e2079d63348233d91cad1fa9b1361e9,5034,1119,1,339
173f0f6bb0ee97cf5098f73ee94029d4,5106,1165,7,275
3e1953b572576cc82887d4100a29a02c,4283,956,20,391
894b77f805bd94d292574c38c5d628d5,1588,553,20,381
dca5672ff3444c7e997aa9a2c4eb2094,1589,553,20,367
4ad13f04ef4373992c9d3046200aa350,3253,688,24,268
a09e75c5c86a7bf6582d2b4d75aad615,4028,907,1,338
608b30e45f4b60adb254a8127a6da8ef,4251,953,5,415
ec99dd0bbd9458bc47d4b550b55aa1b2,4256,953,20,
6950aa02ae8613af620668146dd11840,3479,746,1,100
e8e0dd181e4ee545195120626098bfba,3480,746,1,100
6d6968d87c240c699190e2d8c029fa9d,3477,745,1,100
b071cfa81605a94ad80cfa2bbc747448,3478,745,1,100
1e747ddbea997a1b933aaf58a7953c3c,5064,1123,40,282
aac933717a429f57c6ca58f32975c597,5035,1119,1,339
c731077c04035ac9e92a3706288db18f,5036,1119,1,339
97af07a14cacba681feacf3012730892,5037,1119,1,339
3a4496776767aaa99f9804d0905fe584,4899,1076,26.5,251
b9cfe8b6042cf759dc4c0cccb27a6737,4900,1076,2,275
ac0b236e346da355400a90fcc7e28be6,5065,1124,5,415
bdb3c278f45e6734c35733d24299d3f4,5066,1124,5,392
9f4768b4bd4a205e1d3a60398ab022a2,5068,1124,20,
739cf54211aa6b75dd3001d54064e7a7,5069,1124,30,
29921001f2f04bd3baee84a12e98098f,1558,550,15,
846c260d715e5b854ffad5f70a516c88,805,346,26,363
4edaa105d5f53590338791951e38c3ad,1403,540,1,363
186a157b2992e7daed3677ce8e9fe40f,1404,540,1,363
3de2334a314a7a72721f1f74a6cb4cee,1405,540,1,363
b7087c1f4f89e63af8d46f3b20271153,1406,540,1,363
c57abe86de4e516e12dfa386053fbfe2,3248,681,5,275
46771d1f432b42343f56f791422a4991,1407,540,1,363
b132ecc1609bfcf302615847c1caa69a,1561,551,4,166
bcb41ccdc4363c6848a1d760f26c28a0,1590,553,20,365
0e1ebad68af7f0ae4830b7ac92bc3c6f,3245,681,50,268
d309cd6396e744600c943fada20f686a,3246,681,7,274
6d9c547cf146054a5a720606a7694467,1408,540,1,363
87db7e7138edb20aec02bb8ca2281dd0,4255,953,20,
e564618b1a0f9a0e5b043f63d43fc065,6210,1384,1,459
54e8912427a8d007ece906c577fdca60,5553,1239,1,434
4fbe073f17f161810fdf3dab1307b30f,5202,1161,30,456
d63fbf8c3173730f82b150c5ef38b8ff,1534,548,1,370
748ba69d3e8d1af87f84fee909eef339,1535,548,1,370
b5a1fc2085986034e448d2ccc5bb9703,1536,548,1,370
d1a69640d53a32a9fb13e93d1c8f3104,1537,548,1,370
b60c5ab647a27045b462934977ccad9a,1538,548,1,370
17e23e50bedc63b4095e3d8204ce063b,1539,548,1,370
1373b284bc381890049e92d324f56de0,1541,548,1,370
d010396ca8abf6ead8cacc2c2f2f26c7,1542,548,1,370
819c9fbfb075d62a16393b9fe4fcbaa5,1543,548,1,370
82965d4ed8150294d4330ace00821d77,1346,535,1,341
0e55666a4ad822e0e34299df3591d979,1347,535,1,341
c73dfe6c630edb4c1692db67c510f65c,1348,535,1,341
bcc0d400288793e8bdcd7c19a8ac0c2b,1349,535,1,341
4c22bd444899d3b6047a10b20a2f26db,1328,531,1,162
92af93f73faf3cefc129b6bc55a748a9,1562,551,4,167
7b5b23f4aadf9513306bcd59afb6e4c9,1409,540,1,363
ac45088df2e8d3cd2d8fbafceb920878,3247,681,15,269
5129a5ddcd0dcd755232baa04c231698,1591,561,2,98
b3af1c7992383988a4bd73c7e9f14759,5554,1239,1,434
d72fbbccd9fe64c3a14f85d225a046f4,1592,561,2,99
0f34132b15dd02f282a11ea1e322a96d,6211,1384,1,459
9a83eabfb7fa303a2d85dbc6f37483e5,6212,1384,1,459
512c5cad6c37edb98ae91c8a76c3a291,1410,540,1,363
06a81a4fb98d149f2d31c68828fa6eb2,1593,561,3,100
2067e2650cd701ae71c68080f9dbbdc1,3255,688,10,274
f016e59c7ad8b1d72903bb1aa5720d53,1394,117,1,152
14d9e8007c9b41f57891c48e07c23f57,1395,117,1,152
4d6e4749289c4ec58c0063a90deb3964,1563,551,21,378
c5e1ab9c931df8f5e4c5a8aa53837d52,4257,953,30,282
54072f485cdb7897ebbcaf7525139561,1411,540,1,363
0e4e946668cf2afc4299b462b812caca,1412,540,1,363
0ebcc77dc72360d0eb8e9504c78d38bd,1594,562,20,207
29c0c0ee223856f336d7ea8052057753,4254,953,20,
7f5fc754c7af0a6370c9bf91314e79f4,4034,908,1,339
032dd17b77fab7d51a476c5ff2b5659c,3242,680,4,
59f51fd6937412b7e56ded1ea2470c25,1413,540,1,363
6786f3c62fbf9021694f6e51cc07fe3c,1452,544,1,363
536a76f94cf7535158f66cfbd4b113b6,1453,544,1,363
e275193bc089e9b3ca1aeef3c44be496,6213,1384,1,459
3bbfdde8842a5c44a0323518eec97cbe,1454,544,1,363
1e3b21cb226c39b6aa4634f820b372f3,3252,685,5,275
a60937eba57758ed45b6d3e91e8659f3,1415,541,1,341
23ad3e314e2a2b43b4c720507cec0723,1416,541,1,341
9a1756fd0c741126d7bbd4b692ccbd91,1417,541,1,341
309928d4b100a5d75adff48a9bfc1ddb,1418,541,1,341
30c8e1ca872524fbf7ea5c519ca397ee,1419,541,1,341
90db9da4fc5414ab55a9fe495d555c06,1420,541,1,341
9aa42b31882ec039965f3c4923ce901b,1421,541,1,341
0ed9422357395a0d4879191c66f4faa2,1422,541,1,341
856fc81623da2150ba2210ba1b51d241,1423,541,1,341
489d0396e6826eb0c1e611d82ca8b215,1424,541,1,341
299fb2142d7de959380f91c01c3a293c,1426,541,1,341
970af30e481057c48f87e101b61e6994,1427,541,1,341
0663a4ddceacb40b095eda264a85f15c,1428,541,1,341
56352739f59643540a3a6e16985f62c7,1429,541,1,341
411ae1bf081d1674ca6091f8c59a266f,1430,541,1,341
facf9f743b083008a894eee7baa16469,1564,551,3,155
0a1bf96b7165e962e90cb14648c9462d,1455,544,1,363
fcdf25d6e191893e705819b177cddea0,1494,546,1,367
5e76bef6e019b2541ff53db39f407a98,1456,544,1,363
01d8bae291b1e4724443375634ccfa0e,1457,544,1,363
675f9820626f5bc0afb47b57890b466e,5992,1346,1,473
e4a86b0d7bf4c46d7d550a92b0b2fcae,4915,1081,20,251
d88518acbcc3d08d1f18da62f9bb26ec,1595,563,50,379
2131f8ecf18db66a758f718dc729e00e,3256,696,4,
4ea83d951990d8bf07a68ec3e50f9156,3257,696,1,
485843481a7edacbfce101ecb1e4d2a8,3258,696,4,
e53a0a2978c28872a4505bdb51db06dc,1232,523,1,366
e034fb6b66aacc1d48f445ddfb08da98,1233,523,1,366
81dc9bdb52d04dc20036dbd8313ed055,1234,523,1,366
9996535e07258a7bbfd8b132435c5962,1235,523,1,366
7bccfde7714a1ebadf06c5f4cea752c1,1236,523,1,366
a9eb812238f753132652ae09963a05e9,1237,523,1,366
d38901788c533e8286cb6400b40b386d,1238,523,1,366
b3ba8f1bee1238a2f37603d90b58898d,1239,523,1,366
a9078e8653368c9c291ae2f8b74012e7,1240,523,1,366
4122cb13c7a474c1976c9706ae36521d,1230,522,1,152
a87d27f712df362cd22c7a8ef823e987,3259,696,1,
d961e9f236177d65d21100592edb0769,1565,551,2,156
452bf208bf901322968557227b8f6efe,1572,552,10,366
d54ce9de9df77c579775a7b6b1a4bdc0,3260,696,1,
95177e528f8d6c7c28a5473fd5a471b6,3261,696,1,
4dcae38ee11d3a6606cc6cd636a3628b,1458,544,1,363
1abb1e1ea5f481b589da52303b091cbb,1459,544,1,363
07042ac7d03d3b9911a00da43ce0079a,1460,544,1,363
f337d999d9ad116a7b4f3d409fcc6480,1544,549,1,138
89ae0fe22c47d374bc9350ef99e01685,1545,549,1,138
87ec2f451208df97228105657edb717f,1597,566,50,250
95151403b0db4f75bfd8da0b393af853,1461,544,1,363
ad71c82b22f4f65b9398f76d8be4c615,1462,544,1,363
fe70c36866add1572a8e2b96bfede7bf,1463,544,1,363
be53ee61104935234b174e62a07e53cf,1566,551,3,161
655ea4bd3b5736d88afc30c9212ccddf,1569,552,25,338
1cd138d0499a68f4bb72bee04bbec2d7,2774,592,1,340
2ba3c4b9390cc43edb94e42144729d33,3976,897,15,339
c09f9caf5e08836d4673ccdd69bb041e,3904,851,51,250
2cfa8f9e50e0f510ede9d12338a5f564,4863,1059,1,274
5b5e6cc50cefa5e9f1f5ca272b136475,4036,908,1,339
ac73001b1d44f4925449ce09d9f5d5ca,3266,702,5,393
073b00ab99487b74b63c9a6d2b962ddc,3267,702,5,392
9c8661befae6dbcd08304dbf4dcaf0db,3273,702,30,282
522e1ea43810e90242942ccc0995dae1,4905,1078,14,250
8e1ad7941398486f8cede7799b886b58,4319,957,1,410
bb7946e7d85c81a9e69fee1cea4a087c,1324,530,1,366
3546ab441e56fa333f8b44b610d95691,1325,530,1,366
c70daf247944fe3add32218f914c75a6,1326,530,1,366
17fafe5f6ce2f1904eb09d2e80a4cbf6,1327,530,1,366
18d10dc6e666eab6de9215ae5b3d54df,1567,551,2,162
9c19a2aa1d84e04b0bd4bc888792bd1e,1598,566,10,274
6074c6aa3488f3c2dddff2a7ca821aab,5555,1239,1,434
13384ffc9d8bdb21c53c6f72d46f7866,4261,955,1,396
a4d92e2cd541fca87e4620aba658316d,3268,702,20,
5d0cb12f8c9ad6845110317afc6e2183,4262,955,1,396
d360a502598a4b64b936683b44a5523a,4037,908,1,339
63154d5661f774fb7d2d11701d466aa2,3905,851,6,274
1cd73be1e256a7405516501e94e892ac,4039,909,1,339
ca4b33532855080dfa79cf8a925d146d,4040,909,1,339
54c3d58c5efcf59ddeb7486b7061ea5a,4906,1078,28,250
c91e3483cf4f90057d02aa492d2b25b1,3269,702,20,
cf8d8c66b1212720e569b0bd67695451,4917,1081,7,252
3f7bcd0b3ea822683bba8fc530f151bd,3270,702,20,
bfbb56bee68d99affaa64f189045d5f2,3271,702,20,
79514e888b8f2acacc68738d0cbb803e,3272,702,15,
b7ee6f5f9aa5cd17ca1aea43ce848496,771,334,1,160
e57c6b956a6521b28495f2886ca0977a,772,334,1,160
6a450490f238b4ddff085d66a916a206,3598,766,1,207
dfa92d8f817e5b08fcaafb50d03763cf,1568,551,5,160
e7e69cdf28f8ce6b69b4e1853ee21bab,3599,766,1,207
8d7628dd7a710c8638dbd22d4421ee46,3600,766,1,207
62e7f2e090fe150ef8deb4466fdc81b3,3601,767,1,207
228b25587479f2fc7570428e8bcbabdc,3602,767,1,207
6a8018b3a00b69c008601b8becae392b,3603,767,1,207
c254e7753095807e1cca159e48eceb21,3604,768,1,207
a05d886123a54de3ca4b0985b718fb9b,3605,768,1,207
774b0e07753b0b94d1a1c5b0543b5fe1,3606,768,1,207
967990de5b3eac7b87d49a13c6834978,3607,768,1,207
60a0575ee6ce460e1d86c0e9d281c4f1,3608,768,1,207
649a066d415bdda4ce2a7088292645e0,3609,769,1,207
f95ec3de395b4bce25b39ef6138da871,3610,769,1,207
6490791e7abf6b29a381288cc23a8223,1499,546,1,367
cfa5301358b9fcbe7aa45b1ceea088c6,1500,546,1,367
5cbdfd0dfa22a3fca7266376887f549b,1501,546,1,367
77f959f119f4fb2321e9ce801e2f5163,1502,546,1,367
0c8ce55163055c4da50a81e0a273468c,1503,546,1,367
49b8b4f95f02e055801da3b4f58e28b7,1504,546,1,367
3fb04953d95a94367bb133f862402bce,3481,747,1,379
b7fede84c2be02ccb9c77107956560eb,3482,747,1,379
cb953f6ca5923f7517125db46ed1293d,3483,747,1,379
966b6dfb6b0819cc10644bea3115cf20,3484,747,1,379
dfeb9598fbfb97cc6bbcc0aff2c785d6,3485,747,1,379
ab4f2b5fd96ca65349119909c1eada2d,3486,747,1,379
944a5ae3483ed5c1e10bbccb7942a279,3487,747,1,379
0c9ebb2ded806d7ffda75cd0b95eb70c,1505,546,1,367
b5488aeff42889188d03c9895255cecc,1506,546,1,367
ebd6d2f5d60ff9afaeda1a81fc53e2d0,1508,546,1,367
1cd3882394520876dc88d1472aa2a93f,1509,546,1,367
41a60377ba920919939d83326ebee5a1,1510,546,1,367
ebb71045453f38676c40deb9864f811d,1511,546,1,367
0f3d014eead934bbdbacb62a01dc4831,1512,546,1,367
2b3bf3eee2475e03885a110e9acaab61,1513,546,1,367
83f2550373f2f19492aa30fbd5b57512,1514,546,1,367
bc7316929fe1545bf0b98d114ee3ecb8,1515,546,1,367
db1915052d15f7815c8b88e879465a1e,1520,546,1,367
253f7b5d921338af34da817c00f42753,1521,546,1,367
3fb451ca2e89b3a13095b059d8705b15,1522,546,1,367
df12ecd077efc8c23881028604dbb8cc,1523,546,1,367
7949e456002b28988d38185bd30e77fd,1570,552,15,339
7bd28f15a49d5e5848d6ec70e584e625,1571,552,15,365
076023edc9187cf1ac1f1163470e479a,1583,558,1,
