id,company_id,parent_id,manager_id,color,master_department_id,create_uid,write_uid,complete_name,parent_path,name,note,active,create_date,write_date,hg_paymenttool_id,hg_assign_sequence_id,hg_repair_sequence_id,hg_return_sequence_id,hg_dispose_sequence_id,hg_code,sequence,_source_id,_source_connection,_batch_id,_loaded_at
41,2,35,,,35,6,2318,Red One Media / Phòng MKT Tuấn TP,35/41/,"{""en_US"": ""Phòng SEO Youtube anh Tuấn"", ""vi_VN"": ""Phòng MKT Tuấn TP""}",,t,2025-08-18 17:25:19.573697,2025-12-24 07:01:18.016186,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
113,3,97,,,97,6,2318,An Tuệ / Phòng MKT Quân,97/113/,"{""en_US"": ""Phòng MKT Quân"", ""vi_VN"": ""Phòng MKT Quân""}",,t,2025-08-18 17:48:22.947069,2025-12-24 07:01:35.636385,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
56,2,41,,,35,6,2318,Red One Media / Phòng MKT Tuấn TP / Team MKT Duy,35/41/56/,"{""en_US"": ""Team SEO Youtube anh Duy"", ""vi_VN"": ""Team MKT Duy""}",,t,2025-08-18 17:25:19.573697,2025-12-24 07:03:35.385456,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
54,2,39,,,35,6,2318,Red One Media / Phòng MKT3 / Team MKT Luân,35/39/54/,"{""en_US"": ""Team SEO Youtube anh Luân"", ""vi_VN"": ""Team MKT Luân""}",,t,2025-08-18 17:25:19.573697,2025-12-24 07:03:57.608604,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
140,,138,,0,138,6,6,Marketing Label / Performance,138/140/,"{""en_US"": ""Performance"", ""vi_VN"": ""Performance""}",,t,2025-08-23 08:37:00.254235,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
1,,,,,1,1,6,Administration,1/,"{""en_US"": ""Administration"", ""vi_VN"": ""Quản trị""}",,t,2025-08-04 03:23:04.316029,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
109,3,106,,,97,6,2318,An Tuệ / Phòng Sáng tạo / Team Design,97/106/109/,"{""en_US"": ""Team Design"", ""vi_VN"": ""Team Design""}",,t,2025-08-18 17:48:22.947069,2025-12-24 07:02:49.984928,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
22,8,20,,0,20,6,2318,Sản Xuất Nhạc / Sản Xuất Nhạc SG,20/22/,"{""en_US"": ""Sản Xuất Nhạc SG"", ""vi_VN"": ""Sản Xuất Nhạc SG""}",,t,2025-08-17 12:09:45.072234,2025-12-24 07:05:44.940613,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
117,4,98,,,98,6,2318,Vibe / Phòng MKT Thi,98/117/,"{""en_US"": ""Phòng MKT Thi"", ""vi_VN"": ""Phòng MKT Thi""}",,t,2025-08-18 17:48:22.947069,2025-12-24 07:01:26.807756,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
137,3,100,,0,97,6,6,An Tuệ / Phòng Cung ứng / Team sản xuất,97/100/137/,"{""en_US"": ""Team sản xuất"", ""vi_VN"": ""Team sản xuất""}",,t,2025-08-18 18:05:02.106427,2025-11-26 08:43:10.692509,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
121,,100,,,97,6,155,An Tuệ / Phòng Cung ứng / Team Thu mua,97/100/121/,"{""en_US"": ""Team Thu mua"", ""vi_VN"": ""Team Thu mua""}",,t,2025-08-18 17:48:22.947069,2025-12-16 08:00:58.203369,,521,522,523,524,PB,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
21,8,20,,0,20,6,2318,Sản Xuất Nhạc / Sản Xuất Nhạc HN,20/21/,"{""en_US"": ""Sản Xuất Nhạc HN"", ""vi_VN"": ""Sản Xuất Nhạc HN""}",,t,2025-08-17 12:09:35.502296,2025-12-24 07:05:54.848769,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
129,6,99,,,99,6,2318,HG La Giang / Phòng hỗ trợ,99/129/,"{""en_US"": ""Phòng hỗ trợ"", ""vi_VN"": ""Phòng hỗ trợ""}",,t,2025-08-18 17:48:22.947069,2025-12-24 07:01:46.381152,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
43,2,37,,,35,6,2318,Red One Media / Phòng Sáng tạo / Team 2D,35/37/43/,"{""en_US"": ""Team 2D"", ""vi_VN"": ""Team 2D""}",,t,2025-08-18 17:25:19.573697,2025-12-24 07:02:00.328912,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
107,3,106,,,97,6,2318,An Tuệ / Phòng Sáng tạo / Team 2D Artist,97/106/107/,"{""en_US"": ""Team 2D Artist"", ""vi_VN"": ""Team 2D Artist""}",,t,2025-08-18 17:48:22.947069,2025-12-24 07:02:07.255499,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
127,4,124,,,98,6,2318,Vibe / Phòng Design Vibe / Team Design,98/124/127/,"{""en_US"": ""Team Design"", ""vi_VN"": ""Team Design""}",,t,2025-08-18 17:48:22.947069,2025-12-24 07:02:55.81733,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
128,4,124,,,98,6,2318,Vibe / Phòng Design Vibe / Team Edit,98/124/128/,"{""en_US"": ""Team Edit"", ""vi_VN"": ""Team Edit""}",,t,2025-08-18 17:48:22.947069,2025-12-24 07:03:03.644488,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
110,3,106,,,97,6,2318,An Tuệ / Phòng Sáng tạo / Team Edit,97/106/110/,"{""en_US"": ""Team Edit"", ""vi_VN"": ""Team Edit""}",,t,2025-08-18 17:48:22.947069,2025-12-24 07:03:11.144355,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
165,8,,,,165,6,2318,Inhouse Producer,165/,"{""en_US"": ""Inhouse Producer"", ""vi_VN"": ""Inhouse Producer""}",,t,2025-09-10 16:11:39.282993,2025-12-24 06:56:30.142039,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
135,,99,,,99,6,2318,HG La Giang / Phòng design La Giang,99/135/,"{""en_US"": ""Phòng design"", ""vi_VN"": ""Phòng design La Giang""}",,t,2025-08-18 17:48:22.947069,2025-10-21 04:00:47.901653,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
163,1,179,,,179,6,2318,HG Media / Hành Chính Nhân Sự,179/163/,"{""en_US"": ""Human Resources & Administration Department"", ""vi_VN"": ""Hành Chính Nhân Sự""}",,t,2025-09-10 16:11:39.282993,2025-12-24 07:33:06.479588,40d46663-b48e-474e-b2a3-2aad73d56ba9,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
164,1,179,,,179,6,2318,HG Media / IT,179/164/,"{""en_US"": ""Information Technology Department"", ""vi_VN"": ""IT""}",,t,2025-09-10 16:11:39.282993,2025-12-24 07:33:22.365627,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
156,1,179,,,179,6,2318,HG Media / Team Trợ Lý,179/156/,"{""en_US"": ""Assistant Department"", ""vi_VN"": ""Team Trợ Lý""}",,t,2025-09-10 16:11:39.282993,2025-12-24 07:33:57.054461,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
155,1,179,,,179,6,2318,HG Media / Kế Toán,179/155/,"{""en_US"": ""Accounting Department"", ""vi_VN"": ""Kế Toán""}",,t,2025-09-10 16:11:39.282993,2025-12-24 07:34:27.897356,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
162,14,,,,162,6,2318,Forest Music,162/,"{""en_US"": ""Forest Music"", ""vi_VN"": ""Forest Music""}",,t,2025-09-10 16:11:39.282993,2025-12-24 07:37:04.169506,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
170,,,,,170,6,6,Tiktok,170/,"{""en_US"": ""Tiktok"", ""vi_VN"": ""Tiktok""}",,t,2025-09-10 16:11:39.282993,2025-09-10 16:11:39.282993,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
171,,,,,171,6,6,Training Department,171/,"{""en_US"": ""Training Department"", ""vi_VN"": ""Training Department""}",,t,2025-09-10 16:11:39.282993,2025-09-10 16:11:39.282993,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
175,,,,,175,6,6,Youtube - Marketing 4,175/,"{""en_US"": ""Youtube - Marketing 4"", ""vi_VN"": ""Youtube - Marketing 4""}",,t,2025-09-10 16:11:39.282993,2025-09-10 16:11:39.282993,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
160,,,,,160,6,6,Creative Studio,160/,"{""en_US"": ""Creative Studio"", ""vi_VN"": ""Creative Studio""}",,t,2025-09-10 16:11:39.282993,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
161,,,,,161,6,6,External Relations Department,161/,"{""en_US"": ""External Relations Department"", ""vi_VN"": ""External Relations Department""}",,t,2025-09-10 16:11:39.282993,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
168,,,,,168,6,6,Operation,168/,"{""en_US"": ""Operation"", ""vi_VN"": ""Operation""}",,t,2025-09-10 16:11:39.282993,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
169,,,,,169,6,6,Project Management,169/,"{""en_US"": ""Project Management"", ""vi_VN"": ""Project Management""}",,t,2025-09-10 16:11:39.282993,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
105,,129,,,99,6,6,HG La Giang / Phòng hỗ trợ / Team Hậu kỳ màu,99/129/105/,"{""en_US"": ""Team Hậu kỳ màu"", ""vi_VN"": ""Team Hậu kỳ màu""}",,t,2025-08-18 17:48:22.947069,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
114,3,113,,,97,6,2318,An Tuệ / Phòng MKT Quân / Team MKT Long,97/113/114/,"{""en_US"": ""Team MKT Long"", ""vi_VN"": ""Team MKT Long""}",,t,2025-08-18 17:48:22.947069,2025-12-24 07:04:09.977375,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
151,,,,,151,6,6,Editor,151/,"{""en_US"": ""Editor"", ""vi_VN"": ""Editor""}",,t,2025-09-10 14:08:17.216065,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
152,,,,,152,6,6,Sản xuất,152/,"{""en_US"": ""Sản xuất"", ""vi_VN"": ""Sản xuất""}",,t,2025-09-10 14:08:17.216065,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
153,,,,,153,6,6,Art,153/,"{""en_US"": ""Art"", ""vi_VN"": ""Art""}",,t,2025-09-10 14:08:17.216065,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
154,,,,,154,6,6,Concept Designer,154/,"{""en_US"": ""Concept Designer"", ""vi_VN"": ""Concept Designer""}",,t,2025-09-10 14:08:17.216065,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
150,,,,,150,6,6,Quay Phim,150/,"{""en_US"": ""Quay Phim"", ""vi_VN"": ""Quay Phim""}",,t,2025-09-10 14:08:17.216065,2025-09-21 16:38:08.311628,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
119,,118,,,98,6,2318,Vibe / Phòng hỗ trợ Vibe / Team trợ lý,98/118/119/,"{""en_US"": ""Team trợ lý"", ""vi_VN"": ""Team trợ lý""}",,t,2025-08-18 17:48:22.947069,2025-12-23 09:57:52.0932,,,,,,,10,hr_department,odoo_pg,hr_department_20260822_051409,2026-08-22 05:14:10.113198
