ResourceFileInfoId,ToStatus,_source_id,_source_connection
07f1bb05-7900-49bb-a31d-606725d4422c,Archived,resource_storage_history,hg_stock
620bc6c5-e6e1-4d97-9ff7-f9ae0de90ba8,Archived,resource_storage_history,hg_stock
570ffccd-7a41-401c-b60c-4f7fe49a3fc9,Archived,resource_storage_history,hg_stock
8e438dba-3566-4e76-b054-432d510c7880,Archived,resource_storage_history,hg_stock
98ab1366-c82e-4116-885f-6eaf3081a169,Archived,resource_storage_history,hg_stock
934a7086-49e8-4c12-8de6-46380e77da7e,Archived,resource_storage_history,hg_stock
e9256142-2b57-42d1-828a-e68e7096c370,Archived,resource_storage_history,hg_stock
feacda4b-8ccc-4c72-81d3-4a3090b6af53,Archived,resource_storage_history,hg_stock
3555f16b-44d7-416c-b302-c0808674e7f9,Archived,resource_storage_history,hg_stock
64b30b93-7a41-4666-bfac-35d9a6ccb525,Archived,resource_storage_history,hg_stock
e7e7daad-b97a-41eb-bbce-e5463875ee41,Archived,resource_storage_history,hg_stock
c6ebf284-d461-4625-8905-a2e5dbc307d6,Archived,resource_storage_history,hg_stock
2ae1b0a3-db2c-4d90-a570-88e99d0fa02b,Archived,resource_storage_history,hg_stock
317d5a39-e93b-4fab-a10b-58a2d93616a5,Archived,resource_storage_history,hg_stock
08774be5-1857-4a5b-b530-1589352a87dd,Archived,resource_storage_history,hg_stock
22e071bc-34c2-4583-b034-8094ed4f89af,Archived,resource_storage_history,hg_stock
e3a6a976-6a54-4ec5-87a7-30ef76d26763,Archived,resource_storage_history,hg_stock
00c25820-c4a5-475a-ae17-4d92bd28f18c,Archived,resource_storage_history,hg_stock
96e16075-8491-4484-ba0a-fd3ae4e2539e,Archived,resource_storage_history,hg_stock
8a237f9f-be8b-44b4-afd1-fcb7088bab58,Archived,resource_storage_history,hg_stock
d4ad54c7-2a58-48f2-a523-a0c7608084ac,Archived,resource_storage_history,hg_stock
605c33ba-87dd-45e1-945c-037e540b65e4,Active,resource_storage_history,hg_stock
a1203ee3-6063-425d-9339-a56956e328d4,Archived,resource_storage_history,hg_stock
738343f8-9f39-423b-8118-da6939741894,Archived,resource_storage_history,hg_stock
96fad212-b53a-4812-939b-2d66d15d2c6d,Archived,resource_storage_history,hg_stock
e934bcc4-1919-4fbf-9add-73f846d1a3ad,Archived,resource_storage_history,hg_stock
6de2ee39-18b8-4ceb-9d24-a3171c39e556,Archived,resource_storage_history,hg_stock
1eda8d8f-bd2d-4611-b01c-6d19fd378cf3,Archived,resource_storage_history,hg_stock
13bc19d7-636b-448f-a085-e7dcbebc87cd,Archived,resource_storage_history,hg_stock
98dcab7a-3015-44b6-ab30-852ebf7c3cb5,Archived,resource_storage_history,hg_stock
4cae13ae-edda-43a2-80fb-37ace13993d6,Archived,resource_storage_history,hg_stock
9c1652b2-f3c8-436b-a394-46a2b616dd1c,Archived,resource_storage_history,hg_stock
8e9e3a28-21d1-437f-83b4-779cd256f3f0,Active,resource_storage_history,hg_stock
9677eecb-1e93-4ccd-b8bb-cccc500a8a26,Archived,resource_storage_history,hg_stock
fe224c42-cf93-4660-b8f6-36521364b845,Archived,resource_storage_history,hg_stock
12f68fc6-0a5a-4258-b5e8-54d2b2845602,Archived,resource_storage_history,hg_stock
503a2f9d-6974-43ea-b39b-74f1bc1a93bc,Archived,resource_storage_history,hg_stock
854be492-3659-4c00-88fc-b0e1fe00eefb,Archived,resource_storage_history,hg_stock
54aa60c2-6288-453e-bec8-7610335cb6c9,Archived,resource_storage_history,hg_stock
cfd49d6b-3834-4cb2-8651-eb5ee3d093ab,Archived,resource_storage_history,hg_stock
8c00eea6-69fc-423b-a72e-165244fe81ab,Archived,resource_storage_history,hg_stock
6e9a58a4-c279-4412-b827-abba4c711065,Archived,resource_storage_history,hg_stock
0e9729a1-2c28-4aa7-917e-d2d83153a775,Active,resource_storage_history,hg_stock
b8cfc2d6-f735-4949-8efd-317ea79d5ae4,Archived,resource_storage_history,hg_stock
b987c702-1d2b-4195-851b-a547347ea833,Archived,resource_storage_history,hg_stock
a0eec6ab-ecbf-4776-955e-f16c826e74c8,Archived,resource_storage_history,hg_stock
5faeda7b-53f5-4952-926b-86fa0cef6cb8,Archived,resource_storage_history,hg_stock
53131224-19fe-486b-95d4-8f0d8d30791b,Archived,resource_storage_history,hg_stock
5333319f-6bca-4c4a-af5f-33eb9976c6e7,Archived,resource_storage_history,hg_stock
7d0a0cf7-4b2f-4725-9f42-5f8154392066,Archived,resource_storage_history,hg_stock
6826ae03-ab85-4bdd-b6b6-86e82db2040c,Archived,resource_storage_history,hg_stock
a8128825-f6e5-4001-8e09-ec080f64f7a4,Archived,resource_storage_history,hg_stock
d460b8d8-7a04-4c18-99db-7348d3fba76e,Archived,resource_storage_history,hg_stock
62d213ca-9df3-4e84-9a2c-fdfc582775af,Archived,resource_storage_history,hg_stock
ab3dd8c7-ef5a-4598-aca0-b20b631584ff,Archived,resource_storage_history,hg_stock
a13f6bef-66e6-4367-87af-f8ce5f0be190,Archived,resource_storage_history,hg_stock
70308865-616e-4383-8532-1e6b2b3c2976,Active,resource_storage_history,hg_stock
74c36e43-efb6-4249-aa0f-d7dd45032d7d,Archived,resource_storage_history,hg_stock
0cab4d4a-541d-47a8-be56-1e5f975acc7a,Archived,resource_storage_history,hg_stock
84a19225-9a9e-4657-9186-03d3d903b1fa,Archived,resource_storage_history,hg_stock
8779f0ff-bdd2-4282-9c78-303a7a481cfb,Archived,resource_storage_history,hg_stock
07a64a28-9ae5-4852-9371-f377ba03e1d9,Archived,resource_storage_history,hg_stock
1876cab6-7c07-4b03-b2c3-8c8f800df9b2,Archived,resource_storage_history,hg_stock
937a7261-0525-4a6f-8fc0-3eeee2a6adae,Archived,resource_storage_history,hg_stock
907c156f-6929-4732-8385-b82c48e3f4ae,Archived,resource_storage_history,hg_stock
05981c88-dbfa-41ec-b03a-911dda39ce88,Archived,resource_storage_history,hg_stock
5d965bc8-454a-42fa-8a77-9508295902e1,Archived,resource_storage_history,hg_stock
024becaf-6366-41fc-a24f-f73bc8068343,Archived,resource_storage_history,hg_stock
587d527e-7302-4e2b-9a70-0804e664e3d7,Archived,resource_storage_history,hg_stock
61e317f5-7e24-4b7c-9dd8-b261e5fc2de0,Archived,resource_storage_history,hg_stock
5087e4c2-c3ab-49d8-a4aa-2704a5a3e84f,Archived,resource_storage_history,hg_stock
1231ec59-6d6b-4a92-8962-fd8a2cb2867d,Archived,resource_storage_history,hg_stock
d1971deb-7c7e-4ce1-a173-434cb844d82c,Archived,resource_storage_history,hg_stock
073974aa-4e0b-4e71-b387-de841013bf62,Archived,resource_storage_history,hg_stock
c673c9e5-d5f0-47df-962a-350bb441be3f,Archived,resource_storage_history,hg_stock
1ee6eadd-fc71-4856-ab2b-79b1b71eba29,Archived,resource_storage_history,hg_stock
bd500bd6-9951-4c65-b055-fb16fd82d2d5,Archived,resource_storage_history,hg_stock
ab452538-4918-4f4f-bd84-e8b46417e408,Archived,resource_storage_history,hg_stock
83a87865-18df-489f-bfaf-5b49bdce9b39,Archived,resource_storage_history,hg_stock
eeb78f7e-c2c2-46d0-ab36-07d7aeea69ce,Archived,resource_storage_history,hg_stock
bc2f9932-c5cf-4369-ab98-cb2bfd5f9d50,Archived,resource_storage_history,hg_stock
e4394e3d-6934-49a2-9d23-e4cbba8d97bb,Archived,resource_storage_history,hg_stock
0acbb5e3-e857-4018-9042-94713ae66fab,Archived,resource_storage_history,hg_stock
