fact_editing_sk,editing_id,editing_code,hg_stock_id,position,duration
f811ab1f42090bc12fb16b411534da0c,d0f5c7c4-6d7b-4fa0-84da-4e619936dd1d,HGEDBDE17DA026BE4EF4B2D4B1AD5F35473A,HGFAEA6A4FD6BD1B42C3B609AEC5E372E514,5,204267
4efdd1c26b5c817ba4d4e2467fd30ddb,d0f5c7c4-6d7b-4fa0-84da-4e619936dd1d,HGEDBDE17DA026BE4EF4B2D4B1AD5F35473A,HGFA02CD3CF746514F07A179C077A53762A1,6,331100
4058ab86a0f61267fb1ada2a67baeb8b,d0f5c7c4-6d7b-4fa0-84da-4e619936dd1d,HGEDBDE17DA026BE4EF4B2D4B1AD5F35473A,HGFABB07ABBBA0324DFBAD038156EF0E69D6,7,426933
af169705c734a6c01b535d70719a34c8,d0f5c7c4-6d7b-4fa0-84da-4e619936dd1d,HGEDBDE17DA026BE4EF4B2D4B1AD5F35473A,HGFABB07ABBBA0324DFBAD038156EF0E69D6,8,33
edb42d6a2c2304068b3f877172318168,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFA3BEABB9CD6E44A119CAF855B0A2196BC,1,229933
b350d701b504d288f596abb55817bca4,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFA9BF87AC5B90C45A2A3659ED641D15380,2,201034
0c3f3f06485d144b6939f9bcb5df5dac,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFAE9F73EF338A34E22A5B6B2DAE61B6DD5,3,271033
65b4a80fe3c31cd34bf5381beaea7cef,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFA977A37ECE4AE4DAE99BDCB002ECF8FD9,4,197600
f8708658d6f05b7bd63ea766adfdc086,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFA3BEABB9CD6E44A119CAF855B0A2196BC,5,229934
b073cbb1c8eb2b053cbe3ba25b903bcb,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFA9BF87AC5B90C45A2A3659ED641D15380,6,201033
f6b1426bf24513bdacfa238731772a25,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFAE9F73EF338A34E22A5B6B2DAE61B6DD5,7,271033
ab61ffd48cd4e68c87b31893d3293afd,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFA977A37ECE4AE4DAE99BDCB002ECF8FD9,8,197600
be42fa13fe70e6abee025cc951636929,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFA3BEABB9CD6E44A119CAF855B0A2196BC,9,229933
e6cbc699e5c62c85b4e4d4d77bb370c6,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFA9BF87AC5B90C45A2A3659ED641D15380,10,201033
f6a254fb69d8a272e79616cd88c25be8,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFAE9F73EF338A34E22A5B6B2DAE61B6DD5,11,271034
b40a4f98cd07d84c5058cff669118c6e,d0f5c7c4-c199-4d2d-b6c1-c204eb447b2d,HGEDFCC15201FFE044C6916D565B7FE50C04,HGFA977A37ECE4AE4DAE99BDCB002ECF8FD9,12,197600
cda67f1759c19f2a689baf38afe88336,d0f5ceb6-8506-42f1-a984-b89110e60499,HGEDF59D576EA50D405F82CF5A1E44DBE3FC,HGFA53D7B94D130742FC8FD77586D4A452C1,1,1894759
0929e580949ffaf1b89facfa403c2c41,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFA9F4D33E3660943DFA29940F493E2D77E,1,460100
cb83acf27ae0003168db5e3eaf4c31a7,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFA13B1B1A9DA39421D913CA49AC99FE854,2,178000
cdd49ebdba19199a63b74af49e200d72,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFA4C3EF4D4E27E42D5B31572015E65C1C2,3,227000
dcb11c6abbf5f5841dd9053c75732bb8,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFAB0DE9A9A30944C54963C96583EFB65DE,4,236200
a06a74d5dde71967b3df42a38bd056bc,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFA9F71899A810D412088D10814720AEBF6,5,287933
8328b2f5c644843ae2ad4cd3fc66ae55,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFAEA75042DBF574679B7D38314EFC88E6E,6,207000
1fb59718575cd25f09eacc937ee0b57c,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFA9CFEF8A442CA49C4BCB07CFC511A692D,7,162867
ac502b1175ef38b88e2c834a27f5185f,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFA31BE3137055E447CA728EA7807B93EF5,8,231300
816cabe18c4b4d96de4bd61e7724d8a9,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFA5F7D45FAF35142CE91B41ADB4C0773E1,9,357900
6f1ce7410ffbb4d6c482e752522d77cf,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFA127DBA94FCF94E499A2C66ADC4CF57CD,10,337400
9111745631182fae0059e8df89cd7cb6,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFA3D49F5D2B4D048CD90EA3ED2080BDFE3,11,261433
e54d5b3441321dbf9ddfcc38878df269,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFA694CCF06BA5B4B86923625204044B0C1,12,175567
efa1078271e57f553aaa77372efa0bed,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFA2F6F7049627949E585AFB3F3785525D5,13,272066
70c996c49ca02bac3c06a53114778149,d0f60c95-5e8e-4789-a1bc-6b2443f794f4,HGED9845732F32FC4BDD832A39681DA5DC2B,HGFAF1772E93D8A343E1A0053486A35623EC,14,484367
3f9170653309eb5a1c7b59b20cda2653,d0f61871-86fe-4b7b-b18d-bc5607d91372,HGEDAABC9A6A9F26477B88336C14C51AA7E9,HGFA4CF1346F715E4CDAA9C93A143BD371BB,1,234433
48f8f1d408265020a2d64c56179ffbc0,d0f61871-86fe-4b7b-b18d-bc5607d91372,HGEDAABC9A6A9F26477B88336C14C51AA7E9,HGFA3362B24D5B0048E6AB1BD08E403D80FF,2,144767
e8d9f04a08c2a7b98811f334bd9c9525,d0f61871-86fe-4b7b-b18d-bc5607d91372,HGEDAABC9A6A9F26477B88336C14C51AA7E9,HGFA188539A576624006AFF2A62A1024AEF8,3,283666
9ec60ca2864971fd5fd198ed7966ba47,d0f61871-86fe-4b7b-b18d-bc5607d91372,HGEDAABC9A6A9F26477B88336C14C51AA7E9,HGFA27812D5489BD4CCCB6EED4F90998DA05,4,307134
dcd7a70c4a378c60dd368c5aa404b739,d0f61871-86fe-4b7b-b18d-bc5607d91372,HGEDAABC9A6A9F26477B88336C14C51AA7E9,HGFA0A378C46D8C54301A1B383582C45AB18,5,201967
6e716b0c9377830b70a8542f1bf31fab,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFAD5B4CD09D8A245F8B2270671003628BB,1,216760
ad371b07dbb7131a89e959487c26900e,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFA1177364DED5F438D83C3684DB82CECAC,2,225240
88627b5860f635669364e1eb78f7dcf6,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFA44F491EADB8B4ABFA094C598ABD77EF9,3,217680
ced8374be67ac53303491d14a94aa087,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFA2481B35D54D9414682E14305754048CF,4,233360
70d4fbefeb277eabf070dfddabffc1f8,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFA80673E9FF4D84386853AE2AEECF1AD30,5,229120
0c8de024df1cbe5a3d1e6820afa3ad40,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFADDC05C1EFA764EC4A4A7571ED6011B9D,6,206880
6e1d758e5083af03a902ec2d903cedd4,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFA37B60EE9EB0B4B0E832E6C372947F5B0,7,270120
1a4e9e4aea3cb09d9fb89305b940fdf5,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFAD35562EA39444915A19F46FE5FEF984A,8,265040
051b068886c5f454daaecfec91f48300,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFA9A8DFAE915AF4ECEB3E488101DB67502,9,236320
dd51f48334fa3ecb4be828abf0538d2a,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFAD4C427B87DD4464389501982431778E6,10,238760
a79cf07629a6ddb70a3619caa1e1dded,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFAA0E29C4CE8E14CEFADFCBE219A9B5D2A,11,208440
d30461986d95b3a09cb42be38e305d0f,d0f640a5-cbe0-4984-a5d8-053ba50e93fa,HGED68E18747F37F403DBFEB010885AFFE58,HGFACC18BE7E81FF4A1C9D3602B8FD802F76,12,256800
6b2bce10fd6eaa27d4a08ab123dc487c,d0f647b1-c32d-442e-9a6f-a49457050356,HGED474DCF2D5E28406C8C9261BB2A93FBAF,HGFA6E59E749C5094FE3B71D082AA39E24EA,1,199066
5dab3370131d08763dd681677d79849d,d0f647b1-c32d-442e-9a6f-a49457050356,HGED474DCF2D5E28406C8C9261BB2A93FBAF,HGFA5EBB496A835349E69BC608BB8ED5ED31,2,147634
8724ba610b9ca51c2abdf8e26b2abbdb,d0f647b1-c32d-442e-9a6f-a49457050356,HGED474DCF2D5E28406C8C9261BB2A93FBAF,HGFAF86B892A636E4C9AB94ADBF0D6768BB0,3,118133
52305e9d7a0a2c4b0a1b0fce10d594ee,d0f647b1-c32d-442e-9a6f-a49457050356,HGED474DCF2D5E28406C8C9261BB2A93FBAF,HGFA3E60C4A52E19411389FE3CA1F5CE5B80,4,222833
e3e814534c82fe6ecced2e534d26a5fc,d0f647b1-c32d-442e-9a6f-a49457050356,HGED474DCF2D5E28406C8C9261BB2A93FBAF,HGFA41205ADAB134490790CFB0F77114BEB8,5,132867
f17a2363f142c222694688ed69f56a80,d0f647b1-c32d-442e-9a6f-a49457050356,HGED474DCF2D5E28406C8C9261BB2A93FBAF,HGFA781266A2BD7A4A99915D908808FC495E,6,158267
25b190f8ce1b0d506afb8d41ffe703a8,d0f647b1-c32d-442e-9a6f-a49457050356,HGED474DCF2D5E28406C8C9261BB2A93FBAF,HGFAF78020B1BAC04079B5FA73FF6EADF7D9,7,76133
