fact_khsx_detail_sk,production_plan_detail_id,production_plan_id,production_manager,ar_manager,status
dda04f9d634145a9c68d5dfe53b21272,2567,35,31,37,draft
cd0cbcc668fe4bc58e0af3cc7e0a653d,2275,30,33,38,draft
6150ccc6069bea6b5716254057a194ef,2276,30,33,38,draft
fe40fb944ee700392ed51bfe84dd4e3d,2277,30,33,38,draft
48c3ec5c3a93a9e294a8a6392ccedeb4,2568,35,31,37,draft
96671501524948bc3937b4b30d0e57b9,2279,30,33,38,draft
02f657d55eaf1c4840ce8d66fcdaf90c,2569,35,31,37,draft
452bf208bf901322968557227b8f6efe,1572,22,33,39,draft
eed5af6add95a9a6f1252739b1ad8c24,439,9,33,43,draft
cdc0d6e63aa8e41c89689f54970bb35f,619,9,31,36,approved
1f4477bad7af3616c1f933a02bfabe4e,927,10,32,37,approved
c203d8a151612acf12457e4d67635a95,442,9,33,43,draft
729c68884bd359ade15d5f163166738a,1484,19,31,39,draft
7fb8ceb3bd59c7956b1df66729296a4c,1485,19,31,39,draft
a1afc58c6ca9540d057299ec3016d726,1573,22,33,39,draft
86df7dcfd896fcaf2674f757a2463eba,1486,19,31,39,draft
d395771085aab05244a4fb8fd91bf4ee,279,9,33,37,draft
a4f23670e1833f3fdb077ca70bbd5d66,260,9,33,37,draft
b1a59b315fc9a3002ce38bbe070ec3f5,261,9,33,37,draft
f4be00279ee2e0a53eafdaa94a151e2c,528,9,33,45,draft
13f320e7b5ead1024ac95c3b208610db,527,9,33,45,draft
85422afb467e9456013a2a51d4dff702,526,9,33,45,draft
69421f032498c97020180038fddb8e24,525,9,33,45,draft
2bb232c0b13c774965ef8558f0fbd615,523,9,33,45,draft
f3f27a324736617f20abbf2ffd806f6d,516,9,33,45,draft
cf67355a3333e6e143439161adc2d82e,520,9,33,45,draft
63538fe6ef330c13a05a3ed7e599d5f7,519,9,33,45,draft
555d6702c950ecb729a966504af0a635,239,9,33,36,draft
ebd9629fc3ae5e9f6611e2ee05a31cef,518,9,33,45,draft
38913e1d6a7b94cb0f55994f679f5956,517,9,33,45,draft
67d16d00201083a2b118dd5128dd6f59,876,10,33,45,draft
a60937eba57758ed45b6d3e91e8659f3,1415,19,31,37,draft
23ad3e314e2a2b43b4c720507cec0723,1416,19,31,37,draft
3fe78a8acf5fda99de95303940a2420c,1128,12,32,39,draft
69a5b5995110b36a9a347898d97a610e,1129,12,32,39,draft
861dc9bd7f4e7dd3cccd534d0ae2a2e9,1350,16,30,3298,draft
3e313b9badf12632cdae5452d20e1af6,1351,16,30,3298,draft
980ecd059122ce2e50136bda65c25e07,1356,16,30,3298,approved
0e55666a4ad822e0e34299df3591d979,1347,16,30,3298,draft
c73dfe6c630edb4c1692db67c510f65c,1348,16,30,3298,draft
e19347e1c3ca0c0b97de5fb3b690855a,1115,12,32,38,draft
36660e59856b4de58a219bcf4e27eba3,262,9,33,37,draft
0c048b3a434e49e655c1247efb389cec,1158,12,33,43,draft
90794e3b050f815354e3e29e977a88ab,936,10,32,44,approved
5eac43aceba42c8757b54003a58277b5,1245,12,30,38,approved
2b8a61594b1f4c4db0902a8a395ced93,515,9,33,45,draft
10a7cdd970fe135cf4f7bb55c0e3b59f,512,9,33,45,draft
3dc4876f3f08201c7c76cb71fa1da439,513,9,33,45,draft
8c19f571e251e61cb8dd3612f26d5ecf,263,9,33,37,draft
d6baf65e0b240ce177cf70da146c8dc8,264,9,33,37,draft
286674e3082feb7e5afb92777e48821f,1297,12,32,39,approved
0e4e946668cf2afc4299b462b812caca,1412,19,31,37,draft
598b3e71ec378bd83e0a727608b5db01,476,9,30,44,draft
1ff8a7b5dc7a7d1f0ed65aaa29c04b1e,172,7,30,43,approved
e56954b4f6347e897f954495eab16a88,265,9,33,37,draft
4734ba6f3de83d861c3176a6273cac6d,273,9,33,37,draft
d947bf06a885db0d477d707121934ff8,274,9,33,37,draft
63923f49e5241343aa7acb6a06a751e7,275,9,33,37,draft
db8e1af0cb3aca1ae2d0018624204529,276,9,33,37,draft
299fb2142d7de959380f91c01c3a293c,1426,19,33,37,draft
970af30e481057c48f87e101b61e6994,1427,19,33,37,draft
2421fcb1263b9530df88f7f002e78ea5,436,9,32,42,draft
4ffce04d92a4d6cb21c1494cdfcd6dc1,640,9,33,47,draft
b2f627fff19fda463cb386442eac2b3d,601,9,33,37,approved
996009f2374006606f4c0b0fda878af1,1302,15,30,3298,draft
233509073ed3432027d48b1a83f5fbd2,625,9,32,44,draft
aba3b6fd5d186d28e06ff97135cade7f,721,10,33,37,draft
c8ed21db4f678f3b13b9d5ee16489088,722,10,33,37,draft
7f1171a78ce0780a2142a6eb7bc4f3c8,724,10,33,37,draft
c8c41c4a18675a74e01c8a20e8a0f662,946,10,31,37,approved
82f2b308c3b01637c607ce05f52a2fed,725,10,33,37,draft
f57a2f557b098c43f11ab969efe1504b,905,10,30,40,approved
9597353e41e6957b5e7aa79214fcb256,1607,23,31,42,draft
6eb6e75fddec0218351dc5c0c8464104,1180,12,30,44,draft
b9d487a30398d42ecff55c228ed5652b,1108,12,32,37,draft
8f1d43620bc6bb580df6e80b0dc05c48,1109,12,32,37,draft
81e5f81db77c596492e6f1a5a792ed53,1250,12,32,38,approved
c15da1f2b5e5ed6e6837a3802f0d1593,788,10,33,41,draft
68053af2923e00204c3ca7c6a3150cf7,789,10,33,41,draft
193002e668758ea9762904da1a22337c,1268,13,30,35,draft
502e4a16930e414107ee22b6198c578f,258,9,31,37,draft
0d3180d672e08b4c5312dcdafdf6ef36,726,10,33,37,draft
cbb6a3b884f4f88b3a8e3d44c636cbd8,926,10,32,37,approved
fe8c15fed5f808006ce95eddb7366e35,849,10,33,43,draft
1efa39bcaec6f3900149160693694536,850,10,33,43,draft
dc16622ddc767e6bc1200fe5df2fbdfb,2280,30,33,38,draft
0f46c64b74a6c964c674853a89796c8e,2281,30,33,38,draft
852c44ddce7e0c7e4c64d86147300831,2570,35,31,37,draft
e00406144c1e7e35240afed70f34166a,1269,13,30,35,draft
fa1e9c965314ccd7810fb5ea838303e5,1495,19,31,38,approved
ed265bc903a5a097f61d3ec064d96d2e,546,9,33,47,draft
428fca9bc1921c25c5121f9da7815cde,463,9,33,43,draft
c850371fda6892fbfd1c5a5b457e5777,1270,13,30,35,draft
c1e39d912d21c91dce811d6da9929ae8,1271,13,31,36,draft
2dace78f80bc92e6d7493423d729448e,790,10,33,41,draft
df7f28ac89ca37bf1abd2f6c184fe1cf,791,10,33,41,draft
96ea64f3a1aa2fd00c72faacf0cb8ac9,792,10,33,41,draft
da8ce53cf0240070ce6c69c48cd588ee,793,10,33,41,draft
00411460f7c92d2124a67ea0f4cb5f85,363,9,32,39,draft
c3992e9a68c5ae12bd18488bc579b30d,602,9,30,35,draft
82489c9737cc245530c7a6ebef3753ec,794,10,33,41,draft
7c590f01490190db0ed02a5070e20f01,795,10,33,41,draft
283085d30e10513624c8cece7993f4de,2571,35,31,37,draft
c559da2ba967eb820766939a658022c8,1601,23,31,42,draft
1bc0249a6412ef49b07fe6f62e6dc8de,1602,23,31,42,draft
f3173935ed8ac4bf073c1bcd63171f8a,1603,23,31,42,draft
a368b0de8b91cfb3f91892fbf1ebd4b2,1604,23,31,42,draft
a2cc63e065705fe938a4dda49092966f,1609,23,31,42,draft
a14ac55a4f27472c5d894ec1c3c743d2,1610,23,31,42,draft
7a6a74cbe87bc60030a4bd041dd47b78,1611,23,31,42,draft
52947e0ade57a09e4a1386d08f17b656,1612,23,31,42,draft
69d658d0b2859e32cd4dc3b970c8496c,1613,23,31,42,draft
e9fd7c2c6623306db59b6aef5c0d5cac,1614,23,31,42,draft
71a58e8cb75904f24cde464161c3e766,1615,23,31,42,draft
962e56a8a0b0420d87272a682bfd1e53,1616,23,31,42,draft
297fa7777981f402dbba17e9f29e292d,1617,23,31,42,draft
f60bb6bb4c96d4df93c51bd69dcc15a0,1618,23,31,42,draft
d1dc3a8270a6f9394f88847d7f0050cf,1619,23,31,42,draft
806beafe154032a5b818e97b4420ad98,1620,23,31,42,draft
a2557a7b2e94197ff767970b67041697,189,9,30,35,draft
92fb0c6d1758261f10d052e6e2c1123c,851,10,33,43,draft
22ac3c5a5bf0b520d281c122d1490650,852,10,33,43,draft
45645a27c4f1adc8a7a835976064a86d,626,9,32,44,draft
81dc9bdb52d04dc20036dbd8313ed055,1234,12,32,50,draft
1ecfb463472ec9115b10c292ef8bc986,709,10,33,37,draft
c6e19e830859f2cb9f7c8f8cacb8d2a6,581,9,31,50,draft
46922a0880a8f11f8f69cbb52b1396be,582,9,31,50,draft
19bc916108fc6938f52cb96f7e087941,712,10,33,37,draft
5e388103a391daabe3de1d76a6739ccd,554,9,33,47,draft
35cf8659cfcb13224cbd47863a34fc58,796,10,33,41,draft
beb22fb694d513edcf5533cf006dfeae,797,10,33,41,draft
9e3cfc48eccf81a0d57663e129aef3cb,798,10,33,41,draft
28267ab848bcf807b2ed53c3a8f8fc8a,799,10,33,41,draft
1141938ba2c2b13f5505d7c424ebae5f,802,10,33,41,draft
1aa48fc4880bb0c9b8a3bf979d3b917e,803,10,33,41,draft
dc5689792e08eb2e219dce49e64c885b,804,10,33,41,draft
846c260d715e5b854ffad5f70a516c88,805,10,33,41,draft
d58072be2820e8682c0a27c0518e805e,806,10,33,41,draft
6e7b33fdea3adc80ebd648fffb665bb8,807,10,33,41,draft
e2230b853516e7b05d79744fbd4c9c13,509,9,33,45,draft
59b90e1005a220e2ebc542eb9d950b1e,514,9,33,45,draft
07563a3fe3bbe7e3ba84431ad9d055af,521,9,33,45,draft
a8ecbabae151abacba7dbde04f761c37,808,10,33,41,draft
32b30a250abd6331e03a2a1f16466346,809,10,33,41,draft
b6edc1cd1f36e45daf6d7824d7bb2283,810,10,33,41,draft
670e8a43b246801ca1eaca97b3e19189,811,10,33,41,draft
81e74d678581a3bb7a720b019f4f1a93,812,10,33,41,draft
577ef1154f3240ad5b9b413aa7346a1e,235,9,33,36,draft
dc6a70712a252123c40d2adba6a11d84,676,10,30,35,draft
71a3cb155f8dc89bf3d0365288219936,677,10,30,35,draft
e0cf1f47118daebc5b16269099ad7347,813,10,33,41,draft
96b9bff013acedfb1d140579e2fbeb63,814,10,33,41,draft
86b122d4358357d834a87ce618a55de0,773,10,32,40,draft
07c5807d0d927dcd0980f86024e5208b,713,10,33,37,draft
c410003ef13d451727aeff9082c29a5c,490,9,32,44,draft
996a7fa078cc36c46d02f9af3bef918b,608,9,31,50,approved
71ad16ad2c4d81f348082ff6c4b20768,815,10,33,41,draft
43fa7f58b7eac7ac872209342e62e8f1,816,10,33,41,draft
2a9d121cd9c3a1832bb6d2cc6bd7a8a7,912,10,31,50,draft
d64a340bcb633f536d56e51874281454,530,9,33,45,draft
7e7e69ea3384874304911625ac34321c,1209,12,32,49,draft
bb7946e7d85c81a9e69fee1cea4a087c,1324,15,31,42,approved
f7cade80b7cc92b991cf4d2806d6bd78,1210,12,32,49,draft
7b5b23f4aadf9513306bcd59afb6e4c9,1409,19,31,37,draft
158f3069a435b314a80bdcb024f8e422,313,9,33,38,draft
512c5cad6c37edb98ae91c8a76c3a291,1410,19,31,37,draft
33ceb07bf4eeb3da587e268d663aba1a,1213,12,32,49,draft
b55ec28c52d5f6205684a473a2193564,942,10,30,3233,approved
559cb990c9dffd8675f6bc2186971dc2,491,9,32,44,draft
9b698eb3105bd82528f23d0c92dedfc0,643,9,33,47,draft
285ab9448d2751ee57ece7f762c39095,1211,12,32,49,draft
a01610228fe998f515a72dd730294d87,1212,12,32,49,draft
86e8f7ab32cfd12577bc2619bc635690,1385,19,31,35,draft
