id,sequence,expected_employees,no_of_employee,no_of_recruitment,department_id,company_id,contract_type_id,create_uid,write_uid,name,description,requirements,active,create_date,write_date,_source_id,_source_connection,_batch_id,_loaded_at
178,10,2,1,1,,,,6,6,"{""en_US"": ""Sound Engineer"", ""vi_VN"": ""Sound Engineer""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 19:04:19.789363,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
52,10,25,24,1,,,,6,4671,"{""en_US"": ""Digital Marketing"", ""vi_VN"": ""Digital Marketing""}",,,t,2025-08-18 17:49:26.327908,2026-04-17 07:33:38.788925,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
169,10,1,0,1,,,,6,6,"{""en_US"": ""Growth Hack"", ""vi_VN"": ""Growth Hack""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
210,10,1,0,1,,,,6,6,"{""en_US"": ""AI Resource"", ""vi_VN"": ""AI Resource""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
215,10,1,1,0,,,,6,6,"{""en_US"": ""HR Generalist Intern"", ""vi_VN"": ""HR Generalist Intern""}",,,t,2025-09-21 14:07:59.438286,2025-09-21 14:08:05.040547,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
56,10,12,11,1,,,,6,6,"{""en_US"": ""Designer"", ""vi_VN"": ""Designer""}",,,t,2025-08-18 17:49:26.327908,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
183,10,1,0,1,,,,6,6,"{""en_US"": ""Google Adwords"", ""vi_VN"": ""Google Adwords""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
53,10,83,82,1,,,,6,2318,"{""en_US"": ""SEO Youtube"", ""vi_VN"": ""SEO Youtube""}",,,t,2025-08-18 17:49:26.327908,2026-07-09 03:44:23.99838,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
32,10,7,6,1,,,,6,2318,"{""en_US"": ""Motion Effect Designer"", ""vi_VN"": ""Motion Effect Designer""}",,,t,2025-08-18 17:36:45.959127,2026-07-09 03:40:31.467463,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
182,10,1,0,1,,,,6,6,"{""en_US"": ""Training Specialist"", ""vi_VN"": ""Training Specialist""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
125,10,1,0,1,,,,6,6,"{""en_US"": ""Digital Marketing Intern"", ""vi_VN"": ""Digital Marketing Intern""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
150,10,2,1,1,,,,6,6,"{""en_US"": ""L&D Intern"", ""vi_VN"": ""L&D Intern""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
128,10,1,0,1,,,,6,6,"{""en_US"": ""Designer "", ""vi_VN"": ""Designer ""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
176,10,1,0,1,,,,6,6,"{""en_US"": ""Music Production Assistant"", ""vi_VN"": ""Music Production Assistant""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
124,10,1,0,1,,,,6,6,"{""en_US"": ""Art Director"", ""vi_VN"": ""Art Director""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
179,10,1,0,1,,,,6,6,"{""en_US"": ""Youtube Operator"", ""vi_VN"": ""Youtube Operator""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
181,10,1,0,1,,,,6,6,"{""en_US"": ""Edit Studio"", ""vi_VN"": ""Edit Studio""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
148,10,1,0,1,,,,6,6,"{""en_US"": ""Employer Branding & Internal Communication Executive"", ""vi_VN"": ""Employer Branding & Internal Communication Executive""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
139,10,1,0,1,,,,6,6,"{""en_US"": ""Talent Acquisition Leader"", ""vi_VN"": ""Talent Acquisition Leader""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
133,10,1,0,1,,,,6,6,"{""en_US"": ""PR"", ""vi_VN"": ""PR""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
110,10,2,1,1,,,,6,6,"{""en_US"": ""AI Engineer (Computer Vision)"", ""vi_VN"": ""AI Engineer (Computer Vision)""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
146,10,1,0,1,,,,6,6,"{""en_US"": ""L&D Team Leader"", ""vi_VN"": ""L&D Team Leader""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
199,10,1,0,1,,,,6,6,"{""en_US"": ""Leader R&D"", ""vi_VN"": ""Leader R&D""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
89,0,2,1,1,,,,6,6,"{""en_US"": ""Leader Editor"", ""vi_VN"": ""Leader Editor""}",,,t,2025-09-10 14:11:59.136517,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
191,10,1,0,1,,,,6,6,"{""en_US"": ""Interior Designer"", ""vi_VN"": ""Interior Designer""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
131,10,2,1,1,,,,6,6,"{""en_US"": ""C&B"", ""vi_VN"": ""C&B""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
98,10,3,2,1,,,,6,6,"{""en_US"": ""Legal Staff"", ""vi_VN"": ""Legal Staff""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
193,10,1,0,1,,,,6,6,"{""en_US"": ""3D Animation"", ""vi_VN"": ""3D Animation""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
61,10,2,1,1,,,,6,6,"{""en_US"": ""3D Architecture"", ""vi_VN"": ""3D Architecture""}",,,t,2025-08-18 17:49:26.327908,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
198,10,1,0,1,,,,6,6,"{""en_US"": ""Department Communication"", ""vi_VN"": ""Department Communication""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
105,10,1,0,1,,,,6,6,"{""en_US"": ""Nail Artist"", ""vi_VN"": ""Nail Artist""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
109,10,1,0,1,,,,6,6,"{""en_US"": ""AI Engineer (MLOPs)"", ""vi_VN"": ""AI Engineer (MLOPs)""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
206,10,1,0,1,,,,6,6,"{""en_US"": ""Editor Executive"", ""vi_VN"": ""Editor Executive""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
177,10,1,0,1,,,,6,6,"{""en_US"": ""Music Production Management"", ""vi_VN"": ""Music Production Management""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
101,10,1,0,1,,,,6,6,"{""en_US"": ""Internal control"", ""vi_VN"": ""Internal control""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
201,10,1,0,1,,,,6,6,"{""en_US"": ""Animation Scriptwriter"", ""vi_VN"": ""Animation Scriptwriter""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
138,10,2,1,1,,,,6,6,"{""en_US"": ""Internal Communication"", ""vi_VN"": ""Internal Communication""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
147,10,1,0,1,,,,6,6,"{""en_US"": ""Talent Acquisition Intern"", ""vi_VN"": ""Talent Acquisition Intern""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
170,10,1,0,1,,,,6,2318,"{""en_US"": ""Content Specialist"", ""vi_VN"": ""Content Specialist""}",,,t,2025-09-10 16:12:13.928772,2025-11-28 08:39:52.765112,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
144,10,5,4,1,,,,6,4581,"{""en_US"": ""HR Generalist"", ""vi_VN"": ""HR Generalist""}",,,t,2025-09-10 16:12:13.928772,2025-12-10 02:52:52.538749,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
117,10,1,0,1,,,,6,6,"{""en_US"": ""Content Creator"", ""vi_VN"": ""Content Creator""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
159,10,5,4,1,,,,6,6,"{""en_US"": ""Frontend Developer"", ""vi_VN"": ""Frontend Developer""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
164,10,1,0,1,,,,6,6,"{""en_US"": ""Producer Inhouse Project Assistant"", ""vi_VN"": ""Producer Inhouse Project Assistant""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
142,10,1,0,1,,,,6,6,"{""en_US"": ""HCNS tổng hợp"", ""vi_VN"": ""HCNS tổng hợp""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
194,10,1,0,1,,,,6,6,"{""en_US"": ""R&D"", ""vi_VN"": ""R&D""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
120,10,1,0,1,,,,6,6,"{""en_US"": ""Marketing Executive"", ""vi_VN"": ""Marketing Executive""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
153,10,2,1,1,,,,6,6,"{""en_US"": ""Designer Intern"", ""vi_VN"": ""Designer Intern""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
140,10,4,3,1,,,,6,6,"{""en_US"": ""Talent Acquisition Executive"", ""vi_VN"": ""Talent Acquisition Executive""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
152,10,1,0,1,,,,6,6,"{""en_US"": ""Employer Branding Intern"", ""vi_VN"": ""Employer Branding Intern""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
158,10,9,8,1,,,,6,6,"{""en_US"": ""Backend Developer"", ""vi_VN"": ""Backend Developer""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
115,10,1,0,1,,,,6,6,"{""en_US"": ""Business Development Executive"", ""vi_VN"": ""Business Development Executive""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
161,10,1,0,1,,,,6,6,"{""en_US"": ""Scrum Master"", ""vi_VN"": ""Scrum Master""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
211,10,1,0,1,,,,6,6,"{""en_US"": ""Music Copyright Purchasing"", ""vi_VN"": ""Music Copyright Purchasing""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
162,10,3,2,1,,,,6,6,"{""en_US"": ""IT Intern"", ""vi_VN"": ""IT Intern""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
116,10,1,0,1,,,,6,6,"{""en_US"": ""Intern Business Developer"", ""vi_VN"": ""Intern Business Developer""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
141,10,1,0,1,,,,6,6,"{""en_US"": ""Internal Communication Executive"", ""vi_VN"": ""Internal Communication Executive""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
122,10,1,0,1,,,,6,6,"{""en_US"": ""Marketing Specialist"", ""vi_VN"": ""Marketing Specialist""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
155,10,2,1,1,,,,6,6,"{""en_US"": ""Developer"", ""vi_VN"": ""Developer""}",,,t,2025-09-10 16:12:13.928772,2026-02-12 19:09:14.845766,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
156,10,4,3,1,,,,6,6,"{""en_US"": ""Product Owner"", ""vi_VN"": ""Product Owner""}",,,t,2025-09-10 16:12:13.928772,2026-02-12 19:13:12.559995,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
123,10,1,0,1,,,,6,6,"{""en_US"": ""Marketing Interns"", ""vi_VN"": ""Marketing Interns""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
157,10,2,1,1,,,,6,6,"{""en_US"": ""IT Support"", ""vi_VN"": ""IT Support""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
143,10,2,1,1,,,,6,6,"{""en_US"": ""IC cum L&D Executive"", ""vi_VN"": ""IC cum L&D Executive""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 18:00:30.165507,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
151,10,2,1,1,,,,6,6,"{""en_US"": ""Learning & Development"", ""vi_VN"": ""Learning & Development""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 18:00:30.165507,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
154,10,2,1,1,,,,6,6,"{""en_US"": ""HRGA Generalist"", ""vi_VN"": ""HRGA Generalist""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 18:00:30.165507,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
160,10,3,2,1,,,,6,6,"{""en_US"": ""UI/UX Designer"", ""vi_VN"": ""UI/UX Designer""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 18:00:30.165507,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
163,10,3,2,1,,,,6,6,"{""en_US"": ""Tester"", ""vi_VN"": ""Tester""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 18:00:30.165507,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
168,10,2,1,1,,,,6,6,"{""en_US"": ""Growth Hack "", ""vi_VN"": ""Growth Hack ""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 19:04:19.789363,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
209,10,1,0,1,,,,6,6,"{""en_US"": ""Content Marketing"", ""vi_VN"": ""Content Marketing""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
184,10,1,0,1,,,,6,6,"{""en_US"": ""SEO Intern"", ""vi_VN"": ""SEO Intern""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
208,10,1,0,1,,,,6,6,"{""en_US"": ""Creative Designer"", ""vi_VN"": ""Creative Designer""}",,,t,2025-09-10 16:12:13.928772,2026-02-12 19:13:12.559995,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
192,10,1,0,1,,,,6,6,"{""en_US"": ""2D Artist "", ""vi_VN"": ""2D Artist ""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
205,10,1,0,1,,,,6,6,"{""en_US"": ""2D Designer"", ""vi_VN"": ""2D Designer""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
187,10,1,0,1,,,,6,6,"{""en_US"": ""3D Visualiser"", ""vi_VN"": ""3D Visualiser""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
202,10,1,0,1,,,,6,6,"{""en_US"": ""2D Animation "", ""vi_VN"": ""2D Animation ""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
172,10,2,1,1,,,,6,6,"{""en_US"": ""Social Marketing Executive"", ""vi_VN"": ""Social Marketing Executive""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
171,10,2,1,1,,,,6,6,"{""en_US"": ""Social Marketing Leader"", ""vi_VN"": ""Social Marketing Leader""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 19:04:19.789363,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
174,10,2,1,1,,,,6,6,"{""en_US"": ""Senior Digital Marketing"", ""vi_VN"": ""Senior Digital Marketing""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 19:04:19.789363,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
175,10,2,1,1,,,,6,6,"{""en_US"": ""Performance Marketing Intern"", ""vi_VN"": ""Performance Marketing Intern""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 19:04:19.789363,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
186,10,1,0,1,,,,6,6,"{""en_US"": ""Designer POD"", ""vi_VN"": ""Designer POD""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
197,10,1,0,1,,,,6,6,"{""en_US"": ""AI Resource Production"", ""vi_VN"": ""AI Resource Production""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
189,10,2,1,1,,,,6,6,"{""en_US"": ""Assistant Intern"", ""vi_VN"": ""Assistant Intern""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 19:04:26.799092,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
190,10,3,2,1,,,,6,6,"{""en_US"": ""3D Interior Designer"", ""vi_VN"": ""3D Interior Designer""}",,,t,2025-09-10 16:12:13.928772,2025-09-10 19:04:30.546729,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
204,10,1,0,1,,,,6,6,"{""en_US"": ""Data Engineer"", ""vi_VN"": ""Data Engineer""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
207,10,1,0,1,,,,6,6,"{""en_US"": ""Typography Designer"", ""vi_VN"": ""Typography Designer""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
200,10,1,0,1,,,,6,6,"{""en_US"": ""Leader Postproduction Audio"", ""vi_VN"": ""Leader Postproduction Audio""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
188,10,1,0,1,,,,6,6,"{""en_US"": ""Seller POD"", ""vi_VN"": ""Seller POD""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
203,10,1,0,1,,,,6,6,"{""en_US"": ""Production Leader"", ""vi_VN"": ""Production Leader""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
195,10,1,0,1,,,,6,6,"{""en_US"": ""AI Resource Production Intern"", ""vi_VN"": ""AI Resource Production Intern""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
185,10,1,0,1,,,,6,6,"{""en_US"": ""Operation staff"", ""vi_VN"": ""Operation staff""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
196,10,1,0,1,,,,6,6,"{""en_US"": ""AI Engineer Intern (Computer Vision)"", ""vi_VN"": ""AI Engineer Intern (Computer Vision)""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
180,10,1,0,1,,,,6,6,"{""en_US"": ""Video Jockey"", ""vi_VN"": ""Video Jockey""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
173,10,1,0,1,,,,6,6,"{""en_US"": ""Design Leader"", ""vi_VN"": ""Design Leader""}",,,t,2025-09-10 16:12:13.928772,2025-09-21 17:37:00.707657,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
7,10,8,7,1,,,,6,1,"{""en_US"": ""QLSX"", ""vi_VN"": ""QLSX""}",,,t,2025-08-17 11:59:30.280167,2026-05-23 08:35:58.4566,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
91,0,9,8,1,,,,6,2318,"{""en_US"": ""Video Editor"", ""vi_VN"": ""Video Editor""}",,,t,2025-09-10 14:11:59.136517,2026-05-29 09:23:39.486195,hr_job,odoo_pg,hr_job_20260822_051820,2026-08-22 05:18:20.715853
