id,project_id,product_genre_id,product_tmpl_id,sequence_id,create_uid,write_uid,order_type,name,subgenre_code,genre_code,description,brief_link,sample_link,note,create_date,write_date,seq,text_code,backstage_ok,temp_sequence_id,_source_id,_source_connection,_batch_id,_loaded_at
426,90,354,,,56,6,music,Cinematic - An Tuệ | Tạo động lực,CI(2_B_O)_C,CI(2_B_O),,,,,2026-01-28 10:37:49.486136,2026-06-08 01:37:45.039166,0,C,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
425,90,354,,,56,6,music,Cinematic - An Tuệ | Piano cảm xúc,CI(2_B_O)_B,CI(2_B_O),,,,,2026-01-28 10:37:31.045209,2026-06-08 01:37:45.039166,0,B,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
424,90,354,,,56,6,music,Cinematic - An Tuệ | Phiêu lưu,CI(2_B_O)_A,CI(2_B_O),,,,,2026-01-28 10:36:48.883167,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
422,96,650,1031,563,56,6,music,Deep House - 2 - Red One | Tropical Vocal House,DH2(1_V_O)_E,DH2(1_V_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/17uvs7S2sKCg1VIvitwvl5tLki_QTwgT9TWubId9WmoY/edit?gid=621793274#gid=621793274"">https://docs.google.com/spreadsheets/d/17uvs7S2sKCg1VIvitwvl5tLki_QTwgT9TWubId9WmoY/edit?gid=621793274#gid=621793274</a></div>",,2026-01-28 02:40:05.447996,2026-06-08 01:37:45.039166,0,E,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
421,130,411,991,565,56,6,music,Piano - Red One | Soothing 2,P(1_B_O)_D,P(1_B_O),Không ghita,,"<div data-oe-version=""1.2""><a href=""https://open.spotify.com/track/6Tyba4t5zYr7xlpR01u0Ac?si=e9a98daf9d8b4ee9"">https://open.spotify.com/track/6Tyba4t5zYr7xlpR01u0Ac?si=e9a98daf9d8b4ee9</a></div>",kho Z,2026-01-27 04:12:04.5019,2026-06-08 01:37:45.039166,0,D,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
420,112,387,945,569,56,6,music,Jazz - FM | Lounge Jazz,J(F_B_O)_M,J(F_B_O),,https://docs.google.com/spreadsheets/d/1Hok3l4kS4zrgSmcOyJ7G5GjIdyCbtMPbLOO0RsZKwDI/edit?gid=2098961772#gid=2098961772,"<div data-oe-version=""1.2""><a href=""https://youtu.be/U3n31M81RpE?si=Y_rxGNjmtrsMw5R6"">https://youtu.be/U3n31M81RpE?si=Y_rxGNjmtrsMw5R6</a></div>",,2026-01-21 04:06:36.4052,2026-06-08 01:37:45.039166,0,M,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
419,112,387,944,566,56,6,music,Jazz - FM | Smooth Ballad Jazz 2,J(F_B_O)_L,J(F_B_O),,https://docs.google.com/spreadsheets/d/1Hok3l4kS4zrgSmcOyJ7G5GjIdyCbtMPbLOO0RsZKwDI/edit?gid=2098961772#gid=2098961772,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=MYPVQccHhAQ"">https://www.youtube.com/watch?v=MYPVQccHhAQ</a></div>",,2026-01-21 04:06:12.757307,2026-06-08 01:37:45.039166,0,L,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
417,112,387,943,567,56,6,music,Jazz - FM | Bossa Nova Jazz 2,J(F_B_O)_K,J(F_B_O),,https://docs.google.com/spreadsheets/d/1Hok3l4kS4zrgSmcOyJ7G5GjIdyCbtMPbLOO0RsZKwDI/edit?gid=2098961772#gid=2098961772,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=BshkGKR5iL8&amp;list=RDBshkGKR5iL8&amp;start_radio=1"">https://www.youtube.com/watch?v=BshkGKR5iL8&amp;list=RDBshkGKR5iL8&amp;start_radio=1</a></div>",,2026-01-21 03:58:37.569319,2026-06-08 01:37:45.039166,0,K,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
416,116,657,1104,600,441,6,music,Lofi - 2 - An Tuệ | Deep Work,L2(2_B_O)_B,L2(2_B_O),,,,,2026-01-16 09:35:39.345583,2026-06-08 01:37:45.039166,0,B,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
414,91,694,940,560,56,6,music,Classical Live Session - Label | Viết Tiếp Ước Mơ,CLS(L_V_PD)_B,CLS(L_V_PD),Thu âm và hậu kì bản ghi chương trình Viết Tiếp Ước Mơ - 29/12/2025,,,,2026-01-12 11:00:15.203925,2026-06-08 01:37:45.039166,0,B,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
413,143,665,939,,56,6,music,Om Healing - Label | Om healing (chuông only),OH(C_B_O)_A,OH(C_B_O),,,,,2026-01-12 10:47:39.478453,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
412,140,440,938,561,56,6,music,Jazz House - Label | 2601,JH(L_B_O)_C,JH(L_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1dWG3p_b3N3EbtmVKEYbtkJFgYP6jcEN-Mo6pOfdXNnc/edit?gid=1879060620#gid=1879060620"">https://docs.google.com/spreadsheets/d/1dWG3p_b3N3EbtmVKEYbtkJFgYP6jcEN-Mo6pOfdXNnc/edit?gid=1879060620#gid=1879060620</a></div>",,2026-01-12 10:08:51.502787,2026-06-08 01:37:45.039166,0,C,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
410,140,698,937,562,56,6,music,Jazz House - 2 - Label | City Loops,JH2(L_B_O)_A,JH2(L_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1dWG3p_b3N3EbtmVKEYbtkJFgYP6jcEN-Mo6pOfdXNnc/edit?gid=972351367#gid=972351367"">https://docs.google.com/spreadsheets/d/1dWG3p_b3N3EbtmVKEYbtkJFgYP6jcEN-Mo6pOfdXNnc/edit?gid=972351367#gid=972351367</a></div>",,2026-01-10 01:42:15.746574,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
409,112,697,936,,441,6,music,Jazz - 2 - Red One | Blues Jazz,J2(1_V_O)_A,J2(1_V_O),,,,,2026-01-09 02:00:34.910729,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
408,127,696,934,559,56,6,music,R&B - 2 - Red One | R&B Soul,RB2(1_V_O)_A,RB2(1_V_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1nDWb4_Bs3xCvPQ9pqsLUkJXpB-ktCXZGFCbF4vkfWaw/edit?gid=0#gid=0"">https://docs.google.com/spreadsheets/d/1nDWb4_Bs3xCvPQ9pqsLUkJXpB-ktCXZGFCbF4vkfWaw/edit?gid=0#gid=0</a>&nbsp;</div>",,2026-01-09 01:47:24.602674,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
407,143,665,949,556,56,6,music,Om Healing - Label | Thiền (có nhạc),OH(C_B_O)_C1,OH(C_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1NK_bzMpPEeLWYhkaGxpopEE-BL9wYnoHRQRT4wPDmWM/edit?gid=1735359794#gid=1735359794"">https://docs.google.com/spreadsheets/d/1NK_bzMpPEeLWYhkaGxpopEE-BL9wYnoHRQRT4wPDmWM/edit?gid=1735359794#gid=1735359794</a></div>",,2025-12-30 12:31:08.103917,2026-06-08 01:37:45.039166,0,C1,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
406,143,665,950,555,56,6,music,Om Healing - Label | Thiền (chuông only),OH(C_B_O)_C,OH(C_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1NK_bzMpPEeLWYhkaGxpopEE-BL9wYnoHRQRT4wPDmWM/edit?gid=1735359794#gid=1735359794"">https://docs.google.com/spreadsheets/d/1NK_bzMpPEeLWYhkaGxpopEE-BL9wYnoHRQRT4wPDmWM/edit?gid=1735359794#gid=1735359794</a></div>",,2025-12-30 12:30:33.252506,2026-06-08 01:37:45.039166,0,C,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
405,143,665,948,554,56,6,music,Om Healing - Label | Ngủ (có nhạc),OH(C_B_O)_B1,OH(C_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1NK_bzMpPEeLWYhkaGxpopEE-BL9wYnoHRQRT4wPDmWM/edit?gid=415958779#gid=415958779"">https://docs.google.com/spreadsheets/d/1NK_bzMpPEeLWYhkaGxpopEE-BL9wYnoHRQRT4wPDmWM/edit?gid=415958779#gid=415958779</a></div>",,2025-12-30 12:29:56.639165,2026-06-08 01:37:45.039166,0,B1,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
404,143,665,947,553,56,6,music,Om Healing - Label | Ngủ (chuông only),OH(C_B_O)_B,OH(C_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1NK_bzMpPEeLWYhkaGxpopEE-BL9wYnoHRQRT4wPDmWM/edit?gid=415958779#gid=415958779"">https://docs.google.com/spreadsheets/d/1NK_bzMpPEeLWYhkaGxpopEE-BL9wYnoHRQRT4wPDmWM/edit?gid=415958779#gid=415958779</a></div>",,2025-12-30 12:26:44.449949,2026-06-08 01:37:45.039166,0,B,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
367,142,658,700,327,56,6,music,Chillout - 2 - An Tuệ | Chillout,CO2(2_V_O)_A,CO2(2_V_O),,,"<div data-oe-version=""1.2""><a href=""https://drive.google.com/drive/folders/1Bd06r6xZOarU73cvwcDBeASsI13iOkQj"">https://drive.google.com/drive/folders/1Bd06r6xZOarU73cvwcDBeASsI13iOkQj</a></div>",,2025-10-09 12:33:05.89936,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
366,116,657,699,328,56,6,music,Lofi - 2 - An Tuệ | Lofi,L2(2_B_O)_A,L2(2_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1_Q3x-zTqJZ0C0OFgKCQB9PJDC5qwYIqqEtPmewZwXK0/edit?gid=0#gid=0"">https://docs.google.com/spreadsheets/d/1_Q3x-zTqJZ0C0OFgKCQB9PJDC5qwYIqqEtPmewZwXK0/edit?gid=0#gid=0</a></div>",,2025-10-09 12:33:05.89936,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
403,140,440,,,56,6,music,Jazz House - Label | Day Night Jazz House,JH(L_B_O)_B,JH(L_B_O),"Mood chủ đạo: classy, chill, thời thượng, cảm giác tận hưởng cuộc sống đô thị nhưng có khoảng lặng tinh tế.
Ngữ cảnh nghe: làm việc – lái xe – nghỉ dưỡng – chill lounge / resort party.
Tone thị giác: warm film, muted light, retro texture, elegant typography.
Tệp khán giả: 24–35, yêu thích thẩm mỹ và cảm giác “effortless sophistication""",https://docs.google.com/spreadsheets/d/1dWG3p_b3N3EbtmVKEYbtkJFgYP6jcEN-Mo6pOfdXNnc/edit?gid=0#gid=0 ,"<div data-oe-version=""1.2"">Where Morning Starts in Motion - <a href=""https://open.spotify.com/track/6U17u6EgNm131QJ5yuX80D?si=960d6b7931094980"">https://open.spotify.com/track/6U17u6EgNm131QJ5yuX80D?si=960d6b7931094980</a></div><div>Daydrinker’s Club -&nbsp;<a href=""https://open.spotify.com/track/1uUig8GbfDdTSkyKzUnGre?si=a5ad9d75c6ae4b87"">https://open.spotify.com/track/1uUig8GbfDdTSkyKzUnGre?si=a5ad9d75c6ae4b87</a></div><div>Sunset Society -&nbsp;<a href=""https://open.spotify.com/album/0G0nHeXlVf43QtcrDxYOIU"">https://open.spotify.com/album/0G0nHeXlVf43QtcrDxYOIU</a></div><div>For Those Who Roam Afterhours -&nbsp;<a href=""https://open.spotify.com/track/47WewSqip6G4BSSi8V8O8N"">https://open.spotify.com/track/47WewSqip6G4BSSi8V8O8N</a></div><div>Some Kind of Blue -&nbsp;<a href=""https://open.spotify.com/track/1zOA78sKxnosYcQtYR0ZDv?si=1d5d5303cfb94342"">https://open.spotify.com/track/1zOA78sKxnosYcQtYR0ZDv?si=1d5d5303cfb94342</a></div>",,2025-12-29 10:07:12.553139,2026-06-08 01:37:45.039166,0,B,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
402,94,695,832,573,56,6,music,Dark Ambience - 2 - An Tuệ | Dark Ambience,DA2(2_B_O)_A,DA2(2_B_O),,,,,2025-12-29 08:20:20.547936,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
400,91,694,830,550,56,6,music,Classical Live Session - Label | Carolight,CLS(L_V_PD)_A,CLS(L_V_PD),Thu âm và hậu kì bản ghi sự kiện CAROLIGHT - 14/12/2025,,,,2025-12-26 10:30:21.069406,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
396,130,412,818,546,56,6,music,Piano - An Tuệ | Soothing,P(2_B_O)_F,P(2_B_O),- Không ghita,,"<div data-oe-version=""1.2""><a href=""https://open.spotify.com/track/6Tyba4t5zYr7xlpR01u0Ac?si=e9a98daf9d8b4ee9"">https://open.spotify.com/track/6Tyba4t5zYr7xlpR01u0Ac?si=e9a98daf9d8b4ee9</a></div>",kho Z,2025-12-22 06:38:19.937222,2026-06-08 01:37:45.039166,0,F,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
390,149,684,825,592,56,6,music,Deep Chill House - 2 - Red One | Deep Chill,DCH2(1_V_O)_A,DCH2(1_V_O),,,,"trước 12/2026 là kho Deep House - 2 - MKT1 | Deep chill house trong dự án con Deep House - 2 - MKT1
mã cũ DH2(1_V_O)_C",2025-12-09 08:54:37.398667,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
389,107,683,826,532,441,6,music,Giáng Sinh Disco Cover - PD - 2 - An Tuệ | Disco Cover PD,DISX2(2_V_PD)_A,DISX2(2_V_PD),,,,,2025-12-08 07:52:26.001253,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
388,112,680,933,549,56,6,music,Jazz - An Tuệ | Smooth Ballad Jazz,J(2_B_O)_A,J(2_B_O),,,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=MYPVQccHhAQ"">https://www.youtube.com/watch?v=MYPVQccHhAQ</a></div>",,2025-12-08 02:34:11.849289,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
387,149,682,831,548,441,6,music,Deep Chill House - 2 - An Tuệ | Deep Chill,DCH2(2_V_O)_A,DCH2(2_V_O),,,"<div data-oe-version=""1.2""><a href=""http://www.youtube.com/watch?v=vBtlMwiOas4"">www.youtube.com/watch?v=vBtlMwiOas4</a></div>",,2025-12-05 08:01:32.453299,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
386,96,650,,526,441,6,music,Deep House - 2 - Red One | Giáng Sinh,DH2(1_V_O)_D,DH2(1_V_O),,,"<div data-oe-version=""1.2""><a href=""https://drive.google.com/file/d/17FMYzQ39hRg4wcHkLI-58SJfrBgaye4e/view"">https://drive.google.com/file/d/17FMYzQ39hRg4wcHkLI-58SJfrBgaye4e/view</a></div>",,2025-12-04 07:44:38.809403,2026-06-08 01:37:45.039166,0,D,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
385,111,678,814,513,56,6,music,Indie Pop - 2 - Red One | Pop Hàn Nhật Sáng,IP2(1_V_O)_A,IP2(1_V_O),Nhạc pop vibe Hàn nhật,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1MxozCUR2SHajPvmcSINqe6pKiy4m5lU1V0FpFUhBOfg/edit?usp=sharing"">https://docs.google.com/spreadsheets/d/1MxozCUR2SHajPvmcSINqe6pKiy4m5lU1V0FpFUhBOfg/edit?usp=sharing</a>	</div>",,2025-11-29 08:17:34.329265,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
384,112,679,829,533,56,6,music,Jazz - Red One | Smooth Jazz,J(1_B_O)_A,J(1_B_O),"Smooth Jazz Tiết tấu nhanh, tiếng piano trong, ít note trầm, nhịp phách đều",,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1qD1LmpBwLgHcdHgsrdV0GKhvJU7NV0faZZ9cjpktBR8/edit?usp=sharing"">https://docs.google.com/spreadsheets/d/1qD1LmpBwLgHcdHgsrdV0GKhvJU7NV0faZZ9cjpktBR8/edit?usp=sharing</a>	</div>",,2025-11-29 08:08:27.766196,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
383,107,676,773,,56,6,music,Giáng Sinh Pop Cover - 1 - 2 - An Tuệ | Pop Cover Top Hit,POPX2(2_V_TH)_A,POPX2(2_V_TH),,,,,2025-11-22 08:20:52.769975,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
382,107,675,772,552,56,6,music,Giáng Sinh Pop Cover - PD - 2 - An Tuệ | Pop Cover PD,POPX2(2_V_PD)_A,POPX2(2_V_PD),,,,,2025-11-22 08:19:04.411999,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
381,140,674,775,509,56,6,music,Jazz House - 2 - An Tuệ | Jazz House,JH2(2_V_O)_A,JH2(2_V_O),,,,,2025-11-22 07:51:25.39053,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
380,90,673,774,558,56,6,music,Cinematic - 2 - An Tuệ | Cinematic,CI2(2_B_O)_A,CI2(2_B_O),,,,,2025-11-22 07:50:17.866298,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
379,150,672,776,512,56,6,music,Nhạc Trung - 2 - Red One | Thanh xuân,PTQ2(1_V_O)_A,PTQ2(1_V_O),,https://docs.google.com/spreadsheets/d/1D4jtokL46h3QB7TwZHUD_eG1H_70KKxpAzA1sdt137A/edit?gid=1549211308#gid=1549211308,"<div data-oe-version=""1.2""><a href=""https://youtu.be/bu7nU9Mhpyo?si=le5kMHGwltEjfJmT"">https://youtu.be/bu7nU9Mhpyo?si=le5kMHGwltEjfJmT</a></div>","trước 12/2026 nằm trong dự án Pop Cover - 0, mã gốc POP2",2025-11-22 07:47:40.706028,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
378,132,426,768,510,56,6,music,Sóng âm - An Tuệ | Thư giãn,SA(2_B_O)_C,SA(2_B_O),,,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=UnnOYEBzTO8"">https://www.youtube.com/watch?v=UnnOYEBzTO8</a></div>",,2025-11-19 01:50:06.284289,2026-06-08 01:37:45.039166,0,C,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
374,132,435,,511,56,6,music,Sóng âm - Red One | Thiền 2,SA(1_B_O)_B,SA(1_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1qlPcTfVwFD0G97-grP64fvobVA5aHhzBgX0EpZiTxqg/edit?gid=0#gid=0"">https://docs.google.com/spreadsheets/d/1qlPcTfVwFD0G97-grP64fvobVA5aHhzBgX0EpZiTxqg/edit?gid=0#gid=0</a></div>",,2025-11-04 04:33:43.525638,2026-06-08 01:37:45.039166,0,B,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
373,144,668,,,56,6,music,Rock Cover - 1 - 2 - FM | Rock,RK(F_V_TH)_A,RK(F_V_TH),,,,,2025-10-30 10:47:16.750888,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
372,126,667,,,56,6,music,Pop - 2 - FM | Pop,POP(F_V_O)_A,POP(F_V_O),,,,,2025-10-30 10:46:29.636842,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
371,92,664,,,56,6,music,Country - 2 - FM | Country,C(F_V_O)_A,C(F_V_O),,,,,2025-10-30 10:45:38.717832,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
370,143,665,708,506,56,6,music,Om Healing - Label | Om healing (có nhạc),OH(C_B_O)_A1,OH(C_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1NK_bzMpPEeLWYhkaGxpopEE-BL9wYnoHRQRT4wPDmWM/edit?gid=701199201#gid=701199201"">https://docs.google.com/spreadsheets/d/1NK_bzMpPEeLWYhkaGxpopEE-BL9wYnoHRQRT4wPDmWM/edit?gid=701199201#gid=701199201</a></div>","mã cũ trước 12/2025 là kho A, sau đổi thành mã A1 khi có yêu cầu lấy chuông only",2025-10-24 06:39:22.994571,2026-06-08 01:37:45.039166,0,A1,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
369,138,436,704,505,56,6,music,Downtempo - Red One | Downtempo 2,DTP(1_B_O)_B,DTP(1_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1Z5t4Q9UYHIeOo8Xmj7JRQe5gvNoFbolMHUhRglzsBVg/edit?gid=0#gid=0"">https://docs.google.com/spreadsheets/d/1Z5t4Q9UYHIeOo8Xmj7JRQe5gvNoFbolMHUhRglzsBVg/edit?gid=0#gid=0</a></div>",,2025-10-16 10:42:54.344508,2026-06-08 01:37:45.039166,0,B,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
365,124,656,698,329,56,6,music,Phúc Âm (có lời) - 2 - An Tuệ | Phúc âm,PAL2(2_V_O)_A,PAL2(2_V_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/19tj6IE9Jr8ptdbf-v-b_jkMtSgQ8yHv31ad2B_HvMSY/edit?gid=0#gid=0"">https://docs.google.com/spreadsheets/d/19tj6IE9Jr8ptdbf-v-b_jkMtSgQ8yHv31ad2B_HvMSY/edit?gid=0#gid=0</a></div>",,2025-10-09 12:33:05.89936,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
364,96,655,,330,56,6,music,Deep House - 2 - An Tuệ | Deep House,DH2(2_V_O)_D,DH2(2_V_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1N282q5-obzuskTXRvpQSVaTJdnNSjD9YWO6VyG8jSxA/edit?gid=674007172#gid=674007172"">https://docs.google.com/spreadsheets/d/1N282q5-obzuskTXRvpQSVaTJdnNSjD9YWO6VyG8jSxA/edit?gid=674007172#gid=674007172</a></div>",,2025-10-09 12:33:05.89936,2026-06-08 01:37:45.039166,0,D,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
363,91,654,703,331,56,6,music,Symphony Orchestra - 2 - Red One | Christmas,CL2(1_V_PD)_A,CL2(1_V_PD),Public Domain cover,,"<div data-oe-version=""1.2""><br></div>",,2025-10-09 12:33:05.89936,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
362,96,650,702,332,56,6,music,Deep House - 2 - Red One | Deep chill house,DH2(1_V_O)_C,DH2(1_V_O),,,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=LkQqspHw4KE"">https://www.youtube.com/watch?v=LkQqspHw4KE</a></div>",,2025-10-09 12:33:05.89936,2026-06-08 01:37:45.039166,0,C,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
361,141,653,701,333,56,6,music,Indie/folk - 2 - Red One | Indie/folk,IF2(1_V_O)_A,IF2(1_V_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/17uvs7S2sKCg1VIvitwvl5tLki_QTwgT9TWubId9WmoY/edit?usp=sharing"">https://docs.google.com/spreadsheets/d/17uvs7S2sKCg1VIvitwvl5tLki_QTwgT9TWubId9WmoY/edit?usp=sharing</a></div>",Nhạc mẫu cũ (trước tháng 2/2026) https://www.youtube.com/watch?v=Ty-482Ca8w0,2025-10-09 12:33:05.89936,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
360,125,652,707,334,56,6,music,Piano Cover - 1 - 2 | Piano cover,P12(C_B_TH)_A,P12(C_B_TH),,,,,2025-10-09 12:33:05.89936,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
341,126,651,706,335,56,6,music,Pop Cover - 1 - 2 | Pop cover,POP12(C_V_TH)_A,POP12(C_V_TH),,,,,2025-10-09 06:44:03.446234,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
338,96,655,696,338,56,6,music,Deep House - 2 - An Tuệ | Deep House Đen Trắng,DH2(2_V_O)_A,DH2(2_V_O),,,"<div data-oe-version=""1.2""><a href=""https://drive.google.com/file/d/1ZbSbgRPDETClLaZdOVwq4tarqNYDb7DY/view"">https://drive.google.com/file/d/1ZbSbgRPDETClLaZdOVwq4tarqNYDb7DY/view</a></div>",,2025-10-09 06:38:53.704354,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
