id,project_id,product_genre_id,product_tmpl_id,sequence_id,create_uid,write_uid,order_type,name,subgenre_code,genre_code,description,brief_link,sample_link,note,create_date,write_date,seq,text_code,backstage_ok,temp_sequence_id,_source_id,_source_connection,_batch_id,_loaded_at
112,112,387,,461,6,6,music,Jazz - FM | Bossa Nova Guitar Jazz 6,J(H_B_O)_H,J(H_B_O),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
476,154,734,1309,602,441,6,music,Neo Classical - 2 - An Tuệ | Neo Classical,NC2(2_B_O)_A,NC2(2_B_O),,https://www.youtube.com/watch?v=zc5374ffwok,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=zc5374ffwok"">https://www.youtube.com/watch?v=zc5374ffwok</a></div>",,2026-05-12 07:22:52.761851,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
475,130,733,1310,613,34,6,music,Piano - Label | Piano Premium,P(L_B_O)_A,P(L_B_O),,,,,2026-05-12 04:17:04.414343,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
474,96,655,1308,601,441,6,music,Deep House - 2 - An Tuệ | Deep House Melodic,DH2(2_V_O)_F,DH2(2_V_O),,https://drive.google.com/file/d/1SzxyvAPrhKGFAPKqZoef_RVBU4X937oA/view?usp=sharing,"<div data-oe-version=""1.2""><a href=""https://drive.google.com/file/d/1SzxyvAPrhKGFAPKqZoef_RVBU4X937oA/view?usp=sharing"">https://drive.google.com/file/d/1SzxyvAPrhKGFAPKqZoef_RVBU4X937oA/view?usp=sharing</a></div>",,2026-05-12 02:39:11.243817,2026-06-08 01:37:45.039166,0,F,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
473,138,730,,607,34,6,music,Downtempo - 2 - Red One | Overflow,DTP2(1_B_O)_A,DTP2(1_B_O),,,,,2026-05-07 08:01:32.649338,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
472,96,650,1303,606,150,6,music,Deep House - 2 - Red One | Deep Emotion Male,DH2(1_V_O)_H,DH2(1_V_O),,https://docs.google.com/spreadsheets/d/10uITSxEj_QArl-I_mhKvOWuqM3Pw6hWFTchaHH_ZWGQ/edit?gid=0#gid=0,,,2026-05-04 11:08:52.468326,2026-06-08 01:37:45.039166,0,H,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
471,91,356,1302,608,150,6,music,Classical - Red One | Neo Classical,CL(1_B_PD)_D,CL(1_B_PD),,https://docs.google.com/spreadsheets/d/1xMO0GHfm4WhjvNAo3lFOAwpon_1BBMatAhpxRYn5bdU/edit?gid=0#gid=0,,,2026-05-04 11:06:50.835661,2026-06-08 01:37:45.039166,0,D,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
482,96,655,1326,616,441,441,music,Deep House - 2 - An Tuệ | Techno,DH2(2_V_O)_G,DH2(2_V_O),,https://drive.google.com/drive/folders/1j2gh4dKk4aiG_9gYeCyY_hHzvYD4-Mu9,"<div data-oe-version=""1.2""><a href=""https://drive.google.com/drive/folders/1j2gh4dKk4aiG_9gYeCyY_hHzvYD4-Mu9"">https://drive.google.com/drive/folders/1j2gh4dKk4aiG_9gYeCyY_hHzvYD4-Mu9</a></div>",,2026-06-05 09:48:34.944299,2026-06-08 02:11:30.685798,0,G,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
118,,432,20,455,6,6,music,Reggae Cover - 1 | Rockabye,WR(C_V_TH)_A,WR(C_V_TH),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
481,112,697,1324,617,150,441,music,Jazz - 2 - Red One | Smooth Jazz,J2(1_V_O)_B,J2(1_V_O),,https://docs.google.com/spreadsheets/d/1W8wmEoESz_MuGADlJYhpgMZwc39Nb_Dnmr238AiampM/edit?gid=0#gid=0,,,2026-06-05 02:08:21.634161,2026-07-07 08:40:26.170687,0,B,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
480,112,718,1323,615,34,34,music,Jazz - 2 - FM | ACID JAZZ,J2(F_V_O)_F,J2(F_V_O),,,,,2026-06-03 02:04:35.629683,2026-07-15 08:59:00.18341,0,F,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
479,140,735,,,34,6,music,Jazz House Hunt - Label | Jazz House Hunt,JHH(L_B_O)_A,JHH(L_B_O),,,,,2026-05-27 09:29:45.885282,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
132,130,414,,445,6,6,music,Piano bật CID | Hàn Nhật sáng,PBC(C_B_O)_A,PBC(C_B_O),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
131,123,405,,446,6,6,music,Phúc âm bật CID | Amazing Grace,PABC(C_B_O)_A,PABC(C_B_O),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
130,116,399,,447,6,6,music,Lofi bật CID | Aesthetic,LBC(C_B_O)_A,LBC(C_B_O),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
129,96,368,,448,6,6,music,House bật CID | Summer Love,HBC(C_B_O)_A,HBC(C_B_O),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
127,106,419,,449,6,6,music,Giáng sinh Relax Cover - Public Domain | Christmas Piano,PX(C_B_PD)_A,PX(C_B_PD),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
126,106,408,,450,6,6,music,Giáng sinh Pop Cover - Top Hits | Santa Tell Me,POPX(C_V_TH)_A,POPX(C_V_TH),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
125,106,407,,451,6,6,music,Giáng sinh Pop Cover - Public Domain | Santa Tell Me,POPX(C_V_PD)_A,POPX(C_V_PD),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
124,107,438,22,452,6,6,music,Giáng sinh Pop Cover - 1 | Santa Tell Me,POPX1(C_V_TH)_A,POPX1(C_V_TH),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
120,91,357,,453,6,6,music,Classical bật CID | Neo Classical,CLBC(C_B_O)_A,CLBC(C_B_O),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
119,135,431,,454,6,6,music,Tropical House Cover - 1 - FM | Tropical House 1,WDT(H_V_TH)_A,WDT(H_V_TH),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
117,130,417,,456,6,6,music,Piano Relax - FM | Soothing,P(H_B_O)_C,P(H_B_O),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
116,130,415,,457,6,6,music,Piano bật CID - FM | Soothing,PBC(H_B_O)_B,PBC(H_B_O),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
115,130,415,,458,6,6,music,Piano bật CID - FM | Hàn Nhật sáng,PBC(H_B_O)_A,PBC(H_B_O),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
114,112,387,,459,6,6,music,Jazz - FM | Tropical Ballad Guitar Jazz,J(H_B_O)_J,J(H_B_O),,https://docs.google.com/spreadsheets/d/1G6MUDRRfvBca3s4yDrjxMfIh3qjVXrNJbYdruqD1MnQ/edit?usp=sharing,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=cwVximoYk84"">https://www.youtube.com/watch?v=cwVximoYk84</a></div>",,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
113,112,387,,460,6,6,music,Jazz - FM | Smooth Guitar Jazz,J(H_B_O)_I,J(H_B_O),,,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=DptuNYRfLXk"">https://www.youtube.com/watch?v=DptuNYRfLXk</a></div>",,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
111,112,387,,462,6,6,music,Jazz - FM | Bossa Nova Guitar Jazz 4,J(H_B_O)_G,J(H_B_O),,https://docs.google.com/spreadsheets/d/1mQ5Ws1m2Ft7AwZp55aVbzyQEpnmqTE-Oefx6hh9pmL4/edit?usp=sharing,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=DmvR6KVzcAQ&amp;t=59s"">https://www.youtube.com/watch?v=DmvR6KVzcAQ&amp;t=59s</a></div>",,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
110,112,387,,463,6,6,music,Jazz - FM | Bossa Nova Guitar Jazz 2,J(H_B_O)_F,J(H_B_O),,https://docs.google.com/spreadsheets/d/1ketrRkUEp1L9DHfTxv1gIabtKetrZouNXOIuTRRrVQA/edit?gid=1768960508#gid=1768960508,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=8cN7LWGO-gE"">https://www.youtube.com/watch?v=8cN7LWGO-gE</a></div>",,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
109,112,387,,464,6,6,music,Jazz - FM | Bossa Nova Guitar Jazz 5,J(H_B_O)_E,J(H_B_O),,,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
108,112,387,,465,6,6,music,Jazz - FM | Bossa Nova Guitar Jazz 3,J(H_B_O)_D,J(H_B_O),,https://docs.google.com/spreadsheets/d/1BvYzHxo9D7dheK7uSt7p_OZMQuItqZJHIiSWaJK92ls/edit?usp=sharing,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=xN0wroGecSg"">https://www.youtube.com/watch?v=xN0wroGecSg</a></div>",,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
107,112,387,,466,6,6,music,Jazz - FM | Bossa Nova Guitar Jazz 1,J(H_B_O)_C,J(H_B_O),,https://docs.google.com/spreadsheets/d/1zSSVj-imkAffgoeWoY6GaeeVDDV8kVgOtxIbyIZPn_A/edit?usp=sharing,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=6OZDJzlpXIU"">https://www.youtube.com/watch?v=6OZDJzlpXIU</a></div>",,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
106,132,429,19,467,6,6,music,Sóng âm - BG | Ngủ chữa lành,SA(B_B_O)_A,SA(B_B_O),,https://docs.google.com/spreadsheets/d/1GL4uchIN4-vUX68oHH4Y4gd-t611xpUWfnYYiblgCQw/edit?gid=0#gid=0,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=s1J3sQkgzLA"">https://www.youtube.com/watch?v=s1J3sQkgzLA</a></div>",,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
105,90,355,,468,6,6,music,Cinematic - BG | Châu Phi,CI(B_B_O)_B,CI(B_B_O),,,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=Fvgo56zZkeo"">https://www.youtube.com/watch?v=Fvgo56zZkeo</a></div>",,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
104,90,355,,469,6,6,music,Cinematic - BG | Thiên nhiên,CI(B_B_O)_A,CI(B_B_O),,https://docs.google.com/spreadsheets/d/1h0ZM-DW8_2FP0zXeyQ0WOW_kEimGyxxoL5SeL04IYgI/edit?gid=0#gid=0,,,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
103,130,417,,470,6,6,music,Piano Relax - FM | Ngủ,P(H_B_O)_B,P(H_B_O),,,"<p data-oe-version=""1.2""><a href=""https://drive.google.com/file/d/1mwC1iosoc9yTHUcx6eYbOdlxWvkRWpCf/view?usp=drive_link"">https://drive.google.com/file/d/1mwC1iosoc9yTHUcx6eYbOdlxWvkRWpCf/view?usp=drive_link</a></p><p>&nbsp;<a href=""https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO?si=nPYVjY0bRe61cyV48EpPaQ"">https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO?si=nPYVjY0bRe61cyV48EpPaQ</a></p>",,2025-08-17 12:37:09.717399,2026-06-08 01:37:45.039166,0,,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
465,154,727,1292,614,34,6,music,Neo Classical - Label | Reflective Piano,NC(L_B_O)_A,NC(L_B_O),,,,,2026-04-21 06:55:33.817426,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
368,107,660,789,326,56,6,music,Giáng Sinh Pop - 2 - An Tuệ | Pop,POPX2(2_V_O)_A,POPX2(2_V_O),MKT tự sản xuất,,,,2025-10-09 12:33:05.89936,2026-06-08 01:37:45.039166,0,A,,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
463,124,726,1290,596,441,6,music,Phúc Âm (có lời) Cover - 2 - An Tuệ | Metub,PALC2(2_V)_A,PALC2(2_V),,https://www.youtube.com/watch?v=ijtHW7ssyGU,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=ijtHW7ssyGU"">https://www.youtube.com/watch?v=ijtHW7ssyGU</a></div>",,2026-04-13 07:40:25.421041,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
462,154,725,1288,597,34,6,music,Neo Classical - An Tuệ | Màu cổ điển,NC(2_B_O)_A,NC(2_B_O),,,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=UKbZ4r88z3Q&amp;t=248s"">https://www.youtube.com/watch?v=UKbZ4r88z3Q&amp;t=248s</a></div>",,2026-04-08 04:35:40.224178,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
461,130,412,,,34,6,music,Piano - An Tuệ | Màu cổ điển,P(2_B_O)_I,P(2_B_O),,,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=UKbZ4r88z3Q&amp;t=248s"">https://www.youtube.com/watch?v=UKbZ4r88z3Q&amp;t=248s</a></div>",,2026-04-08 04:29:46.069113,2026-06-08 01:37:45.039166,0,I,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
459,91,723,1134,594,34,6,music,Classical - 2 - Red One | Remix techno,CL2(1_B_PD)_A,CL2(1_B_PD),,https://docs.google.com/spreadsheets/d/1fPqcJsePD3UC1zkdGU26y2VV09aka1ZWwUZdttmEPmc/edit?gid=2143049882#gid=2143049882,,,2026-04-02 08:18:48.963245,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
458,153,722,1133,590,34,6,music,Sáo Nam Mỹ - Red One | Sáo Nam Mỹ thư giãn,SNM1(1_B_PD)_A,SNM1(1_B_PD),,https://docs.google.com/spreadsheets/d/1qllvneoQaAVTeLtJLt5QhqsCizAiMJa6d7v6NcdmXWk/edit?gid=0#gid=0,,,2026-04-02 07:40:31.107668,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
457,132,426,1291,591,34,6,music,Sóng âm - An Tuệ | Sóng âm tần số,SA(2_B_O)_D,SA(2_B_O),,https://docs.google.com/document/d/12hAA2971ZWk_O8xCbtQAR5ytLL0pteoNRMaQHPWGdRE/edit?tab=t.0,"<div data-oe-version=""1.2""><a href=""https://audiojungle.net/item/meditation-ambient/26472291"">https://audiojungle.net/item/meditation-ambient/26472291</a></div>",,2026-03-31 08:18:45.98749,2026-06-08 01:37:45.039166,0,D,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
456,96,650,1132,593,34,6,music,Deep House - 2 - Red One | Tropical House,DH2(1_V_O)_G,DH2(1_V_O),,https://docs.google.com/spreadsheets/d/1cALLvZTZuFfcMpczzR_sswY6MhOVU1ON_czMVZkDUdg/edit?gid=0#gid=0,,,2026-03-31 07:22:24.551945,2026-06-08 01:37:45.039166,0,G,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
455,112,721,1131,,441,6,music,Jazz - 2 - An Tuệ | Jazz,J2(2_B_O)_A,J2(2_B_O),,https://open.spotify.com/track/73vinTeX7uJS4E3iXbGx5c?si=ae95456393134aaa,"<div data-oe-version=""1.2""><a href=""https://open.spotify.com/track/73vinTeX7uJS4E3iXbGx5c?si=ae95456393134aaa"">https://open.spotify.com/track/73vinTeX7uJS4E3iXbGx5c?si=ae95456393134aaa</a></div>",,2026-03-30 09:40:04.438847,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
453,112,718,1128,,441,6,music,Jazz - 2 - FM | Christian Jazz,J2(F_V_O)_E,J2(F_V_O),,,"<div data-oe-version=""1.2"">	<a href=""https://youtu.be/0Mfyd97Ut6U?si=m0H8Dp0op82EvPin"">https://youtu.be/0Mfyd97Ut6U?si=m0H8Dp0op82EvPin</a></div>",,2026-03-17 07:17:46.101141,2026-06-08 01:37:45.039166,0,E,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
449,140,440,1124,588,441,6,music,Jazz House - Label | Cultured Jazz House,JH(L_B_O)_D,JH(L_B_O),,https://docs.google.com/spreadsheets/d/1dWG3p_b3N3EbtmVKEYbtkJFgYP6jcEN-Mo6pOfdXNnc/edit?gid=355420184#gid=355420184,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1dWG3p_b3N3EbtmVKEYbtkJFgYP6jcEN-Mo6pOfdXNnc/edit?gid=355420184#gid=355420184"">https://docs.google.com/spreadsheets/d/1dWG3p_b3N3EbtmVKEYbtkJFgYP6jcEN-Mo6pOfdXNnc/edit?gid=355420184#gid=355420184</a></div>",,2026-03-13 04:57:19.95015,2026-06-08 01:37:45.039166,0,D,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
446,112,718,1122,583,441,6,music,Jazz - 2 - FM | Pop Jazz,J2(F_V_O)_C,J2(F_V_O),,,,,2026-03-05 01:56:34.384028,2026-06-08 01:37:45.039166,0,C,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
445,112,718,1121,582,441,6,music,Jazz - 2 - FM | Lofi Jazz,J2(F_V_O)_B,J2(F_V_O),,,,,2026-03-05 01:55:59.52988,2026-06-08 01:37:45.039166,0,B,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
444,112,718,1120,581,441,6,music,Jazz - 2 - FM | Vintage Jazz,J2(F_V_O)_A,J2(F_V_O),,,,,2026-03-05 01:54:44.867611,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
443,123,717,1119,603,441,6,music,Phúc Âm (không lời) - 2 - An Tuệ | Phúc âm,PA2(2_B_O)_A,PA2(2_B_O),,,"<div data-oe-version=""1.2""><a href=""https://drive.google.com/drive/folders/1w8LPXTRhP6BahzArXMragmw1yzUrZVpO"">https://drive.google.com/drive/folders/1w8LPXTRhP6BahzArXMragmw1yzUrZVpO</a></div>",,2026-03-04 09:33:56.453338,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
437,96,650,1114,584,34,6,music,Deep House - 2 - Red One | Ethnic Vocal House,DH2(1_V_O)_F,DH2(1_V_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1ZfEPaI8TAls0TMPyMC19ZTLA4HW2qD7zkcxd8FlM9ik/edit?gid=0#gid=0"">https://docs.google.com/spreadsheets/d/1ZfEPaI8TAls0TMPyMC19ZTLA4HW2qD7zkcxd8FlM9ik/edit?gid=0#gid=0</a></div>",,2026-02-26 08:55:01.424722,2026-06-08 01:37:45.039166,0,F,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
434,152,716,1113,585,34,6,music,French Instrumental - 2 - Red One | French Instrumental Music,FI(1_B_O)_A,FI(1_B_O),,https://docs.google.com/spreadsheets/d/15mzksDL28fhT3yACcT7ODRX4Lq99mevDNKzeQGAsAOU/edit?gid=0#gid=0,"<div data-oe-version=""1.2""><a href=""https://drive.google.com/file/d/1XrlpdvFXHERPSamo4SzbRx8TVanvEZUo/view"">https://drive.google.com/file/d/1XrlpdvFXHERPSamo4SzbRx8TVanvEZUo/view</a></div>",,2026-02-26 08:49:47.300167,2026-06-08 01:37:45.039166,0,A,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
433,140,698,1108,576,56,6,music,Jazz House - 2 - Label | 2602,JH2(L_B_O)_B,JH2(L_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1dWG3p_b3N3EbtmVKEYbtkJFgYP6jcEN-Mo6pOfdXNnc/edit?gid=1513742374#gid=1513742374"">https://docs.google.com/spreadsheets/d/1dWG3p_b3N3EbtmVKEYbtkJFgYP6jcEN-Mo6pOfdXNnc/edit?gid=1513742374#gid=1513742374</a></div>",,2026-02-12 04:24:31.398528,2026-06-08 01:37:45.039166,0,B,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
432,96,655,1105,572,56,6,music,Deep House - 2 - An Tuệ | Disco House,DH2(2_V_O)_E,DH2(2_V_O),,,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=Byb0DLtNN_0"">https://www.youtube.com/watch?v=Byb0DLtNN_0</a></div><div>

</div>",,2026-02-03 01:42:08.652893,2026-06-08 01:37:45.039166,0,E,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
431,130,412,1100,564,56,6,music,Piano - An Tuệ | Soothing độc quyền kênh,P(2_B_O)_G,P(2_B_O),- Không ghita,,"<div data-oe-version=""1.2""><a href=""https://open.spotify.com/track/6Tyba4t5zYr7xlpR01u0Ac?si=e9a98daf9d8b4ee9"">https://open.spotify.com/track/6Tyba4t5zYr7xlpR01u0Ac?si=e9a98daf9d8b4ee9</a></div>",,2026-01-30 02:41:59.114774,2026-06-08 01:37:45.039166,0,G,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
430,112,680,1101,577,56,6,music,Jazz - An Tuệ | Smooth Jazz,J(2_B_O)_C,J(2_B_O),,,"<div data-oe-version=""1.2""><a href=""https://docs.google.com/spreadsheets/d/1qD1LmpBwLgHcdHgsrdV0GKhvJU7NV0faZZ9cjpktBR8/edit?usp=sharing"">https://docs.google.com/spreadsheets/d/1qD1LmpBwLgHcdHgsrdV0GKhvJU7NV0faZZ9cjpktBR8/edit?usp=sharing</a></div>",uỷ quyền anh Tuấn nghiệm thu,2026-01-29 05:13:46.175616,2026-06-08 01:37:45.039166,0,C,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
429,112,680,1098,,56,6,music,Jazz - An Tuệ | Bossa Nova Jazz,J(2_B_O)_B,J(2_B_O),,,"<div data-oe-version=""1.2""><a href=""https://www.youtube.com/watch?v=tzej20sUypg"">https://www.youtube.com/watch?v=tzej20sUypg</a></div>",,2026-01-28 10:53:02.099657,2026-06-08 01:37:45.039166,0,B,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
428,90,354,1097,,56,6,music,Cinematic - An Tuệ | Epic,CI(2_B_O)_E,CI(2_B_O),,,"<div data-oe-version=""1.2""><a href=""https://drive.google.com/drive/folders/1qyAoNQ-EM4mRxWhWB6s7xBpXQXo5SbwN?hl=vi"">https://drive.google.com/drive/folders/1qyAoNQ-EM4mRxWhWB6s7xBpXQXo5SbwN?hl=vi</a></div>",,2026-01-28 10:51:01.863087,2026-06-08 01:37:45.039166,0,E,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
427,90,354,1096,,56,6,music,Cinematic - An Tuệ | Inspiring,CI(2_B_O)_D,CI(2_B_O),,,"<div data-oe-version=""1.2""><a href=""https://drive.google.com/drive/folders/1atXT0tnPsoTxiKkpLeWYOhV1Qk4Rg7Ay?hl=vi"">https://drive.google.com/drive/folders/1atXT0tnPsoTxiKkpLeWYOhV1Qk4Rg7Ay?hl=vi</a></div>",,2026-01-28 10:50:28.363626,2026-06-08 01:37:45.039166,0,D,f,,x_product_subgenre,odoo_pg,x_product_subgenre_20260822_052022,2026-08-22 05:20:23.602858
