dim_company_stock_sk,company_id,company_name
867ada73255adf7e05db226778259de4,1eb79db1-9a46-414f-b98a-8161bc212813,DH10
2cb9b0846cb6b9205c4f26ff0e404a7a,953df40d-e9ff-42e4-9ae3-6c1a8b149921,Vibe Media
b78328bd193b129e8b482619f0b949a6,ae0b1e4f-25ee-477b-9b8f-d8e66f1c1b95,Forest Music
1c3114344e678a0063b65a8d90acb56a,d1d7dd24-7524-4ef5-ab9d-e14db6926186,RedOne
7d50e5b13ae6d426b0757818e02dbeed,df0289df-7bb3-43f0-b481-4dba85185c7b,An Tuệ
