Id,Name,Description,CreatedTimeUtc,UpdatedTimeUtc,CreatedByUserId,UpdatedByUserId,IsDeleted,DeletedTimeUtc,DeletedByUserId,AvatarId,_source_id,_source_connection,_batch_id,_loaded_at
22c44f4d-b6e8-4dd2-928d-86ff1119f05a,BG Media,,2025-08-23 03:10:45.031732-07,2025-08-23 03:10:45.031806-07,86e0f3f2-3c06-4902-bfea-2360bfe41b9a,86e0f3f2-3c06-4902-bfea-2360bfe41b9a,t,2025-09-11 02:45:12.44647-07,86e0f3f2-3c06-4902-bfea-2360bfe41b9a,f5ac7435-3bb4-4599-b8a3-0f13da0d18d5,company,channel_organization,,
36310203-8005-41dc-b51e-a8dc52960496,BG Media,,2025-11-19 19:59:22.230631-08,2025-11-19 19:59:22.230688-08,86e0f3f2-3c06-4902-bfea-2360bfe41b9a,86e0f3f2-3c06-4902-bfea-2360bfe41b9a,f,,,14468737-bc60-41f4-970d-f989a17a52d6,company,channel_organization,,
448025a0-0ff7-4ed0-a917-399a73decef2,HG Media,,2025-04-21 21:58:36.933458-07,2025-04-21 21:58:36.933512-07,358dceb1-c1b0-46b9-a24f-c1b6a7fdb2dd,358dceb1-c1b0-46b9-a24f-c1b6a7fdb2dd,f,,,f261e2b1-0f74-4287-8eca-60f03c74c556,company,channel_organization,,
501e409b-2168-4f0c-8d46-b0f17c71796d,Forest Music Group,,2025-04-24 01:15:16.116575-07,2025-04-24 01:15:16.116615-07,358dceb1-c1b0-46b9-a24f-c1b6a7fdb2dd,358dceb1-c1b0-46b9-a24f-c1b6a7fdb2dd,f,,,41e09a83-0358-4b35-95d7-598865ea1c65,company,channel_organization,,
737b367c-4ebf-45d4-a7e3-a90e6afe18bf,BG Media,,2025-09-11 02:45:37.894648-07,2025-09-11 02:45:37.894707-07,86e0f3f2-3c06-4902-bfea-2360bfe41b9a,86e0f3f2-3c06-4902-bfea-2360bfe41b9a,t,2025-09-11 02:47:19.842134-07,86e0f3f2-3c06-4902-bfea-2360bfe41b9a,1748f9c6-6e1e-464a-a63b-e9d169e647c8,company,channel_organization,,
c0b92fe8-a4af-4d8b-966e-1ba531c67325,X10,Công ty gồm Team Dương & Team Huy,2026-03-25 01:01:35.335535-07,2026-03-25 01:01:35.335615-07,2cd51d46-fd75-4248-bcbe-1641ada95366,2cd51d46-fd75-4248-bcbe-1641ada95366,t,2026-06-09 19:47:26.44403-07,2cd51d46-fd75-4248-bcbe-1641ada95366,c7b5d003-d5a6-4234-adc5-ea4cf8e33ae7,company,channel_organization,,
cb34a599-24a8-44a2-bbd0-b89ababe4bae,BG Media,,2025-09-11 03:29:54.248461-07,2025-09-11 03:29:54.248463-07,358dceb1-c1b0-46b9-a24f-c1b6a7fdb2dd,358dceb1-c1b0-46b9-a24f-c1b6a7fdb2dd,t,2025-11-19 19:59:04.411908-08,86e0f3f2-3c06-4902-bfea-2360bfe41b9a,0e55a900-ec14-455d-bfe6-628147a4c5b5,company,channel_organization,,
